owner_no,order_dt,Count of order_no,channel_desc,MOS_desc,delivery_desc,tot_ticket_paid_amt,tot_contribution_paid_amt,facility_desc,prod_season_desc,num_seats_pur
17638,2018-05-22 00:00:00,1,Web,Ticketing Web Subs,OP - US Mail,$495,$500,Academy of Music,Lucia di Lammermoor,1
64081,2018-04-29 00:00:00,1,Web,Ticketing Web Subs,OP - US Mail,$1435,$500,Academy of Music,A Midsummer Night's Dream,2
64081,2018-04-29 00:00:00,1,Web,Ticketing Web Subs,OP - US Mail,$1435,$500,Academy of Music,La bohème,2
64081,2018-04-29 00:00:00,1,Web,Ticketing Web Subs,OP - US Mail,$1435,$500,Academy of Music,Lucia di Lammermoor,2
64081,2018-04-29 00:00:00,1,Web,Ticketing Web Subs,OP - US Mail,$1435,$500,Perelman Theater,Sky on Swings,1
69112,2018-04-26 00:00:00,1,Phone,Ticketing,OP - US Mail,$1920,$500,Academy of Music,Lucia di Lammermoor,2
69112,2018-04-26 00:00:00,1,Phone,Ticketing,OP - US Mail,$1920,$500,Perelman Theater,Riders & Empty the House,4
69112,2018-04-26 00:00:00,1,Phone,Ticketing,OP - US Mail,$1920,$500,Perelman Theater,Sky on Swings,2
69112,2018-04-26 00:00:00,1,Phone,Ticketing,OP - US Mail,$1920,$500,The Barnes Foundation,Glass Handel,2
69112,2018-04-26 00:00:00,1,Phone,Ticketing,OP - US Mail,$1920,$500,Theatre of Living Arts,Ne Quittez Pas,2
75964,2018-04-28 00:00:00,1,Web,Ticketing Web Subs,OP - US Mail,$934,$500,Academy of Music,A Midsummer Night's Dream,2
75964,2018-04-28 00:00:00,1,Web,Ticketing Web Subs,OP - US Mail,$934,$500,Academy of Music,La bohème,2
75964,2018-04-28 00:00:00,1,Web,Ticketing Web Subs,OP - US Mail,$934,$500,Academy of Music,Lucia di Lammermoor,2
75964,2018-04-28 00:00:00,1,Web,Ticketing Web Subs,OP - US Mail,$934,$500,Perelman Theater,Riders & Empty the House,2
84093,2018-04-23 00:00:00,1,Mail,Ticketing,OP - US Mail,$654,$500,Academy of Music,A Midsummer Night's Dream,2
84093,2018-04-23 00:00:00,1,Mail,Ticketing,OP - US Mail,$654,$500,Academy of Music,La bohème,2
84093,2018-04-23 00:00:00,1,Mail,Ticketing,OP - US Mail,$654,$500,Academy of Music,Lucia di Lammermoor,2
84134,2018-05-15 00:00:00,1,Mail,Ticketing,OP - US Mail,$495,$500,Academy of Music,A Midsummer Night's Dream,1
84134,2018-05-15 00:00:00,1,Mail,Ticketing,OP - US Mail,$495,$500,Academy of Music,La bohème,1
84134,2018-05-15 00:00:00,1,Mail,Ticketing,OP - US Mail,$495,$500,Academy of Music,Lucia di Lammermoor,1
86461,2018-04-25 00:00:00,1,Mail,Ticketing,OP - US Mail,$1150,$500,Academy of Music,A Midsummer Night's Dream,2
86461,2018-04-25 00:00:00,1,Mail,Ticketing,OP - US Mail,$1150,$500,Academy of Music,La bohème,2
86461,2018-04-25 00:00:00,1,Mail,Ticketing,OP - US Mail,$1150,$500,Academy of Music,Lucia di Lammermoor,2
86461,2018-04-25 00:00:00,1,Mail,Ticketing,OP - US Mail,$1150,$500,Perelman Theater,Don Giovanni,2
106282,2018-05-04 00:00:00,1,Phone,Ticketing,OP - US Mail,$990,$500,Academy of Music,A Midsummer Night's Dream,2
106282,2018-05-04 00:00:00,1,Phone,Ticketing,OP - US Mail,$990,$500,Academy of Music,La bohème,2
106282,2018-05-04 00:00:00,1,Phone,Ticketing,OP - US Mail,$990,$500,Academy of Music,Lucia di Lammermoor,2
112669,2018-05-07 00:00:00,1,Mail,Ticketing,OP - US Mail,$1110,$500,Academy of Music,A Midsummer Night's Dream,2
112669,2018-05-07 00:00:00,1,Mail,Ticketing,OP - US Mail,$1110,$500,Academy of Music,La bohème,2
112669,2018-05-07 00:00:00,1,Mail,Ticketing,OP - US Mail,$1110,$500,Academy of Music,Lucia di Lammermoor,2
113192,2018-05-16 00:00:00,1,Phone,Ticketing,OP - US Mail,$1430,$500,Academy of Music,A Midsummer Night's Dream,2
113192,2018-05-16 00:00:00,1,Phone,Ticketing,OP - US Mail,$1430,$500,Academy of Music,La bohème,2
113192,2018-05-16 00:00:00,1,Phone,Ticketing,OP - US Mail,$1430,$500,Academy of Music,Lucia di Lammermoor,2
113192,2018-05-16 00:00:00,1,Phone,Ticketing,OP - US Mail,$1430,$500,Perelman Theater,Don Giovanni,2
113192,2018-05-16 00:00:00,1,Phone,Ticketing,OP - US Mail,$1430,$500,Perelman Theater,Riders & Empty the House,2
116519,2018-04-09 00:00:00,1,Walk Up,Ticketing,OP - US Mail,$2262,$500,Academy of Music,A Midsummer Night's Dream,2
116519,2018-04-09 00:00:00,1,Walk Up,Ticketing,OP - US Mail,$2262,$500,Academy of Music,La bohème,2
116519,2018-04-09 00:00:00,1,Walk Up,Ticketing,OP - US Mail,$2262,$500,Academy of Music,Lucia di Lammermoor,3
116519,2018-04-09 00:00:00,1,Walk Up,Ticketing,OP - US Mail,$2262,$500,Perelman Theater,Riders & Empty the House,2
116519,2018-04-09 00:00:00,1,Walk Up,Ticketing,OP - US Mail,$2262,$500,Perelman Theater,Sky on Swings,3
116519,2018-04-09 00:00:00,1,Walk Up,Ticketing,OP - US Mail,$2262,$500,The Barnes Foundation,Glass Handel,3
116519,2018-04-09 00:00:00,1,Walk Up,Ticketing,OP - US Mail,$2262,$500,Theatre of Living Arts,Ne Quittez Pas,3
129424,2018-04-30 00:00:00,1,Phone,Ticketing,OP - US Mail,$1485,$500,Academy of Music,A Midsummer Night's Dream,3
129424,2018-04-30 00:00:00,1,Phone,Ticketing,OP - US Mail,$1485,$500,Academy of Music,La bohème,3
129424,2018-04-30 00:00:00,1,Phone,Ticketing,OP - US Mail,$1485,$500,Academy of Music,Lucia di Lammermoor,3
157371,2018-04-24 00:00:00,1,Mail,Ticketing,OP - US Mail,$1800,$500,Academy of Music,A Midsummer Night's Dream,4
157371,2018-04-24 00:00:00,1,Mail,Ticketing,OP - US Mail,$1800,$500,Academy of Music,La bohème,4
157371,2018-04-24 00:00:00,1,Mail,Ticketing,OP - US Mail,$1800,$500,Academy of Music,Lucia di Lammermoor,4
369536,2018-04-23 00:00:00,1,Web,Ticketing Web Subs,OP - US Mail,$900,$500,Academy of Music,A Midsummer Night's Dream,2
369536,2018-04-23 00:00:00,1,Web,Ticketing Web Subs,OP - US Mail,$900,$500,Academy of Music,La bohème,2
369536,2018-04-23 00:00:00,1,Web,Ticketing Web Subs,OP - US Mail,$900,$500,Academy of Music,Lucia di Lammermoor,2
388788,2018-04-25 00:00:00,1,Phone,Ticketing,OP - US Mail,$990,$500,Academy of Music,A Midsummer Night's Dream,2
388788,2018-04-25 00:00:00,1,Phone,Ticketing,OP - US Mail,$990,$500,Academy of Music,La bohème,2
388788,2018-04-25 00:00:00,1,Phone,Ticketing,OP - US Mail,$990,$500,Academy of Music,Lucia di Lammermoor,2
415664,2018-05-18 00:00:00,1,Phone,Ticketing,OP - US Mail,$1072,$500,Academy of Music,A Midsummer Night's Dream,2
415664,2018-05-18 00:00:00,1,Phone,Ticketing,OP - US Mail,$1072,$500,Academy of Music,La bohème,2
415664,2018-05-18 00:00:00,1,Phone,Ticketing,OP - US Mail,$1072,$500,Academy of Music,Lucia di Lammermoor,2
415664,2018-05-18 00:00:00,1,Phone,Ticketing,OP - US Mail,$1072,$500,Perelman Theater,Sky on Swings,2
415664,2018-05-18 00:00:00,1,Phone,Ticketing,OP - US Mail,$1072,$500,The Barnes Foundation,Glass Handel,2
415664,2018-05-18 00:00:00,1,Phone,Ticketing,OP - US Mail,$1072,$500,Theatre of Living Arts,Ne Quittez Pas,2
415664,2018-05-18 00:00:00,1,Phone,Ticketing,OP - US Mail,$1072,$500,Theatre of Living Arts,Queens of the Night,2
459239,2018-04-17 00:00:00,1,Phone,Ticketing,OP - US Mail,$414,$500,Academy of Music,A Midsummer Night's Dream,2
459239,2018-04-17 00:00:00,1,Phone,Ticketing,OP - US Mail,$414,$500,Academy of Music,La bohème,2
459239,2018-04-17 00:00:00,1,Phone,Ticketing,OP - US Mail,$414,$500,Academy of Music,Lucia di Lammermoor,2
550159,2018-05-13 00:00:00,1,Web,Ticketing Web Subs,OP - US Mail,$966,$500,Academy of Music,A Midsummer Night's Dream,2
550159,2018-05-13 00:00:00,1,Web,Ticketing Web Subs,OP - US Mail,$966,$500,Academy of Music,La bohème,2
550159,2018-05-13 00:00:00,1,Web,Ticketing Web Subs,OP - US Mail,$966,$500,Academy of Music,Lucia di Lammermoor,2
550159,2018-05-13 00:00:00,1,Web,Ticketing Web Subs,OP - US Mail,$966,$500,Perelman Theater,Don Giovanni,2
550159,2018-05-13 00:00:00,1,Web,Ticketing Web Subs,OP - US Mail,$966,$500,Perelman Theater,Riders & Empty the House,2
550159,2018-05-13 00:00:00,1,Web,Ticketing Web Subs,OP - US Mail,$966,$500,The Barnes Foundation,Glass Handel,2
550159,2018-05-13 00:00:00,1,Web,Ticketing Web Subs,OP - US Mail,$966,$500,Theatre of Living Arts,Queens of the Night,2
701444,2018-04-21 00:00:00,1,Phone,Ticketing,OP - US Mail,$1401,$500,Academy of Music,A Midsummer Night's Dream,3
701444,2018-04-21 00:00:00,1,Phone,Ticketing,OP - US Mail,$1401,$500,Academy of Music,La bohème,3
701444,2018-04-21 00:00:00,1,Phone,Ticketing,OP - US Mail,$1401,$500,Academy of Music,Lucia di Lammermoor,3
701444,2018-04-21 00:00:00,1,Phone,Ticketing,OP - US Mail,$1401,$500,Perelman Theater,Don Giovanni,3
807622,2018-05-12 00:00:00,1,Web,Ticketing Web Subs,OP - US Mail,$486,$500,Academy of Music,A Midsummer Night's Dream,2
807622,2018-05-12 00:00:00,1,Web,Ticketing Web Subs,OP - US Mail,$486,$500,Academy of Music,La bohème,2
807622,2018-05-12 00:00:00,1,Web,Ticketing Web Subs,OP - US Mail,$486,$500,Academy of Music,Lucia di Lammermoor,2
812387,2018-04-19 00:00:00,1,Web,Ticketing,OP - US Mail,$1326,$500,Academy of Music,A Midsummer Night's Dream,2
812387,2018-04-19 00:00:00,1,Web,Ticketing,OP - US Mail,$1326,$500,Academy of Music,La bohème,2
812387,2018-04-19 00:00:00,1,Web,Ticketing,OP - US Mail,$1326,$500,Academy of Music,Lucia di Lammermoor,2
971639,2018-04-06 00:00:00,1,Web,Ticketing Web Subs,Email Print at Home,$1110,$500,Academy of Music,A Midsummer Night's Dream,2
971639,2018-04-06 00:00:00,1,Web,Ticketing Web Subs,Email Print at Home,$1110,$500,Academy of Music,La bohème,2
971639,2018-04-06 00:00:00,1,Web,Ticketing Web Subs,Email Print at Home,$1110,$500,Academy of Music,Lucia di Lammermoor,2
971795,2018-04-17 00:00:00,1,Web,Ticketing Web Subs,OP - US Mail,$734,$500,Academy of Music,A Midsummer Night's Dream,2
971795,2018-04-17 00:00:00,1,Web,Ticketing Web Subs,OP - US Mail,$734,$500,Academy of Music,La bohème,2
971795,2018-04-17 00:00:00,1,Web,Ticketing Web Subs,OP - US Mail,$734,$500,Academy of Music,Lucia di Lammermoor,2
971795,2018-04-17 00:00:00,1,Web,Ticketing Web Subs,OP - US Mail,$734,$500,Perelman Theater,Don Giovanni,2
1309081,2018-05-02 00:00:00,1,Mail,Ticketing,OP - US Mail,$900,$500,Academy of Music,A Midsummer Night's Dream,2
1309081,2018-05-02 00:00:00,1,Mail,Ticketing,OP - US Mail,$900,$500,Academy of Music,La bohème,2
1309081,2018-05-02 00:00:00,1,Mail,Ticketing,OP - US Mail,$900,$500,Academy of Music,Lucia di Lammermoor,2
1379737,2018-05-15 00:00:00,1,Phone,Ticketing,OP - US Mail,$972,$500,Academy of Music,A Midsummer Night's Dream,4
1379737,2018-05-15 00:00:00,1,Phone,Ticketing,OP - US Mail,$972,$500,Academy of Music,La bohème,4
1379737,2018-05-15 00:00:00,1,Phone,Ticketing,OP - US Mail,$972,$500,Academy of Music,Lucia di Lammermoor,4
2345681,2018-04-20 00:00:00,1,Web,Ticketing Web Subs,OP - US Mail,$1110,$500,Academy of Music,A Midsummer Night's Dream,2
2345681,2018-04-20 00:00:00,1,Web,Ticketing Web Subs,OP - US Mail,$1110,$500,Academy of Music,La bohème,2
2345681,2018-04-20 00:00:00,1,Web,Ticketing Web Subs,OP - US Mail,$1110,$500,Academy of Music,Lucia di Lammermoor,2
2375762,2018-06-05 00:00:00,1,Phone,Ticketing,OP - US Mail,$1150,$500,Academy of Music,Lucia di Lammermoor,1
2375762,2018-06-05 00:00:00,1,Phone,Ticketing,OP - US Mail,$1150,$500,Perelman Theater,Sky on Swings,1
2375762,2018-06-05 00:00:00,1,Phone,Ticketing,OP - US Mail,$1150,$500,The Barnes Foundation,Glass Handel,1
2375762,2018-06-05 00:00:00,1,Phone,Ticketing,OP - US Mail,$1150,$500,Theatre of Living Arts,Ne Quittez Pas,1
2375762,2018-06-05 00:00:00,1,Phone,Ticketing,OP - US Mail,$1150,$500,Theatre of Living Arts,Queens of the Night,3
2385774,2018-05-07 00:00:00,1,Web,Ticketing Web Subs,OP - US Mail,$1384,$500,Academy of Music,A Midsummer Night's Dream,2
2385774,2018-05-07 00:00:00,1,Web,Ticketing Web Subs,OP - US Mail,$1384,$500,Academy of Music,La bohème,2
2385774,2018-05-07 00:00:00,1,Web,Ticketing Web Subs,OP - US Mail,$1384,$500,Academy of Music,Lucia di Lammermoor,2
2385774,2018-05-07 00:00:00,1,Web,Ticketing Web Subs,OP - US Mail,$1384,$500,Perelman Theater,Sky on Swings,2
2385774,2018-05-07 00:00:00,1,Web,Ticketing Web Subs,OP - US Mail,$1384,$500,The Barnes Foundation,Glass Handel,3
383485,2018-04-23 00:00:00,1,Phone,Ticketing,OP - US Mail,$774,$450,Academy of Music,A Midsummer Night's Dream,2
383485,2018-04-23 00:00:00,1,Phone,Ticketing,OP - US Mail,$774,$450,Academy of Music,La bohème,2
383485,2018-04-23 00:00:00,1,Phone,Ticketing,OP - US Mail,$774,$450,Academy of Music,Lucia di Lammermoor,2
155240,2018-04-26 00:00:00,1,Mail,Ticketing,OP - US Mail,$896,$400,Academy of Music,A Midsummer Night's Dream,2
155240,2018-04-26 00:00:00,1,Mail,Ticketing,OP - US Mail,$896,$400,Academy of Music,La bohème,2
155240,2018-04-26 00:00:00,1,Mail,Ticketing,OP - US Mail,$896,$400,Academy of Music,Lucia di Lammermoor,2
155240,2018-04-26 00:00:00,1,Mail,Ticketing,OP - US Mail,$896,$400,Perelman Theater,Don Giovanni,2
155240,2018-04-26 00:00:00,1,Mail,Ticketing,OP - US Mail,$896,$400,Perelman Theater,Sky on Swings,2
269634,2018-04-11 00:00:00,1,Phone,Ticketing,OP - US Mail,$555,$400,Academy of Music,A Midsummer Night's Dream,1
269634,2018-04-11 00:00:00,1,Phone,Ticketing,OP - US Mail,$555,$400,Academy of Music,La bohème,1
269634,2018-04-11 00:00:00,1,Phone,Ticketing,OP - US Mail,$555,$400,Academy of Music,Lucia di Lammermoor,1
269634,2018-04-11 00:00:00,1,Phone,Ticketing,OP - US Mail,$555,$400,Perelman Theater,Don Giovanni,1
583482,2018-09-17 00:00:00,1,Phone,Ticketing,Mobile App Ticket,($705),$400,Academy of Music,Lucia di Lammermoor,0
583482,2018-09-17 00:00:00,1,Phone,Ticketing,Mobile App Ticket,($705),$400,Academy of Music Ballroom,Opening Night Parties,0
583482,2018-09-17 00:00:00,1,Phone,Ticketing,Mobile App Ticket,($705),$400,Hamilton Garden,Opening Night Parties,0
583482,2018-09-17 00:00:00,1,Phone,Ticketing,Mobile App Ticket,($705),$400,Perelman Theater,Sky on Swings,0
694778,2018-04-17 00:00:00,1,Email,Ticketing,OP - US Mail,$287,$350,Academy of Music,A Midsummer Night's Dream,1
694778,2018-04-17 00:00:00,1,Email,Ticketing,OP - US Mail,$287,$350,Academy of Music,La bohème,1
694778,2018-04-17 00:00:00,1,Email,Ticketing,OP - US Mail,$287,$350,Academy of Music,Lucia di Lammermoor,1
694778,2018-04-17 00:00:00,1,Email,Ticketing,OP - US Mail,$287,$350,Perelman Theater,Don Giovanni,1
694778,2018-04-17 00:00:00,1,Email,Ticketing,OP - US Mail,$287,$350,Perelman Theater,Riders & Empty the House,1
90950,2018-04-23 00:00:00,1,Phone,Ticketing,OP - US Mail,$654,$300,Academy of Music,A Midsummer Night's Dream,2
90950,2018-04-23 00:00:00,1,Phone,Ticketing,OP - US Mail,$654,$300,Academy of Music,La bohème,2
90950,2018-04-23 00:00:00,1,Phone,Ticketing,OP - US Mail,$654,$300,Academy of Music,Lucia di Lammermoor,2
279738,2018-04-25 00:00:00,1,Phone,Ticketing,OP - US Mail,$990,$300,Academy of Music,A Midsummer Night's Dream,2
279738,2018-04-25 00:00:00,1,Phone,Ticketing,OP - US Mail,$990,$300,Academy of Music,La bohème,2
279738,2018-04-25 00:00:00,1,Phone,Ticketing,OP - US Mail,$990,$300,Academy of Music,Lucia di Lammermoor,2
675694,2018-04-13 00:00:00,1,Web,Ticketing Web Subs,OP - US Mail,$486,$300,Academy of Music,A Midsummer Night's Dream,2
675694,2018-04-13 00:00:00,1,Web,Ticketing Web Subs,OP - US Mail,$486,$300,Academy of Music,La bohème,2
675694,2018-04-13 00:00:00,1,Web,Ticketing Web Subs,OP - US Mail,$486,$300,Academy of Music,Lucia di Lammermoor,2
971112,2018-04-25 00:00:00,1,Phone,Ticketing,OP - US Mail,$2418,$300,Academy of Music,A Midsummer Night's Dream,5
971112,2018-04-25 00:00:00,1,Phone,Ticketing,OP - US Mail,$2418,$300,Academy of Music,La bohème,5
971112,2018-04-25 00:00:00,1,Phone,Ticketing,OP - US Mail,$2418,$300,Academy of Music,Lucia di Lammermoor,5
972193,2018-05-24 00:00:00,1,Phone,Ticketing,OP - US Mail,$654,$300,Academy of Music,A Midsummer Night's Dream,2
972193,2018-05-24 00:00:00,1,Phone,Ticketing,OP - US Mail,$654,$300,Academy of Music,La bohème,2
972193,2018-05-24 00:00:00,1,Phone,Ticketing,OP - US Mail,$654,$300,Academy of Music,Lucia di Lammermoor,2
1329014,2018-05-22 00:00:00,1,Web,Ticketing Web Subs,Mobile App Ticket,$654,$300,Academy of Music,A Midsummer Night's Dream,2
1329014,2018-05-22 00:00:00,1,Web,Ticketing Web Subs,Mobile App Ticket,$654,$300,Academy of Music,La bohème,2
1329014,2018-05-22 00:00:00,1,Web,Ticketing Web Subs,Mobile App Ticket,$654,$300,Academy of Music,Lucia di Lammermoor,2
403322,2018-05-10 00:00:00,1,Phone,Ticketing,OP - US Mail,$450,$275,Academy of Music,A Midsummer Night's Dream,1
403322,2018-05-10 00:00:00,1,Phone,Ticketing,OP - US Mail,$450,$275,Academy of Music,La bohème,1
403322,2018-05-10 00:00:00,1,Phone,Ticketing,OP - US Mail,$450,$275,Academy of Music,Lucia di Lammermoor,1
293966,2018-05-23 00:00:00,1,Mail,Ticketing,OP - US Mail,$606,$265,Academy of Music,A Midsummer Night's Dream,2
293966,2018-05-23 00:00:00,1,Mail,Ticketing,OP - US Mail,$606,$265,Academy of Music,La bohème,2
293966,2018-05-23 00:00:00,1,Mail,Ticketing,OP - US Mail,$606,$265,Academy of Music,Lucia di Lammermoor,2
293966,2018-05-23 00:00:00,1,Mail,Ticketing,OP - US Mail,$606,$265,Theatre of Living Arts,Queens of the Night,2
655,2018-05-09 00:00:00,1,Mail,Ticketing,OP - US Mail,$1110,$250,Academy of Music,A Midsummer Night's Dream,2
655,2018-05-09 00:00:00,1,Mail,Ticketing,OP - US Mail,$1110,$250,Academy of Music,La bohème,2
655,2018-05-09 00:00:00,1,Mail,Ticketing,OP - US Mail,$1110,$250,Academy of Music,Lucia di Lammermoor,2
3780,2018-05-15 00:00:00,1,Mail,Ticketing,OP - US Mail,$774,$250,Academy of Music,A Midsummer Night's Dream,2
3780,2018-05-15 00:00:00,1,Mail,Ticketing,OP - US Mail,$774,$250,Academy of Music,La bohème,2
3780,2018-05-15 00:00:00,1,Mail,Ticketing,OP - US Mail,$774,$250,Academy of Music,Lucia di Lammermoor,2
