owner_no,First Order Date,First Contribution Date,postal_code,state_desc,geo_area_desc,OP Prelim Capacity,LTV Tkt Value
2413039,2019-06-26 00:00:00,,22663,Virginia,6-NEC (210 mi. from Philly),6,1113.00
2410150,2019-02-06 00:00:00,,19342,Pennsylvania,1-Philadelphia City (20 mi.),6,1102.00
2399547,2019-03-19 00:00:00,,19103,Pennsylvania,1-Philadelphia City (20 mi.),5,1100.00
2411857,2019-04-09 00:00:00,,19335,Pennsylvania,2-Greater Philadelphia(70 mi.),4,1100.00
2411973,2019-04-13 00:00:00,,18969,Pennsylvania,2-Greater Philadelphia(70 mi.),4,1089.00
2410851,2019-03-07 00:00:00,,19365,Pennsylvania,2-Greater Philadelphia(70 mi.),3,1056.00
2411814,2019-04-09 00:00:00,,98029,Washington,7-USA Balance,U,1055.00
2409327,2019-01-11 00:00:00,,19355,Pennsylvania,2-Greater Philadelphia(70 mi.),U,1038.00
2412898,2019-05-16 00:00:00,,22203,Virginia,4-DC (20 mi.),6,1032.00
2410486,2019-02-13 00:00:00,2020-03-26 00:00:00,06903,Connecticut,5-NEC (140 mi. from Philly),5,1025.00
2415420,2019-09-15 00:00:00,,10467,New York,3-New York City (20 mi.),4,1014.00
2417274,2019-08-31 00:00:00,,10703,New York,3-New York City (20 mi.),3,1007.00
2410902,2019-03-12 00:00:00,,02766,Massachusetts,7-USA Balance,3,1003.00
2412413,2019-04-26 00:00:00,,19102,Pennsylvania,1-Philadelphia City (20 mi.),U,1003.00
152807,2019-02-13 00:00:00,2000-03-01 00:00:00,19041,Pennsylvania,1-Philadelphia City (20 mi.),5,994.00
2410201,2019-02-07 00:00:00,,19375,Pennsylvania,2-Greater Philadelphia(70 mi.),5,994.00
2411028,2019-03-14 00:00:00,,19968,Delaware,5-NEC (140 mi. from Philly),4,993.00
2410036,2019-02-03 00:00:00,2019-02-03 00:00:00,33305,Florida,7-USA Balance,U,980.00
2413284,2019-07-17 00:00:00,2019-07-19 00:00:00,48322,Michigan,7-USA Balance,5,970.00
2413545,2019-08-08 00:00:00,2019-08-08 00:00:00,08332,New Jersey,2-Greater Philadelphia(70 mi.),6,960.00
2416825,2019-11-23 00:00:00,,18976,Pennsylvania,2-Greater Philadelphia(70 mi.),,945.00
2409356,2019-01-11 00:00:00,2020-03-27 00:00:00,02906,Rhode Island,7-USA Balance,3,940.00
2411986,2019-04-13 00:00:00,,19095,Pennsylvania,1-Philadelphia City (20 mi.),4,938.00
2410304,2019-02-09 00:00:00,2019-05-22 00:00:00,18938,Pennsylvania,2-Greater Philadelphia(70 mi.),5,934.00
2414644,2019-09-07 00:00:00,2020-03-25 00:00:00,07302,New Jersey,3-New York City (20 mi.),,916.00
2415531,2019-09-18 00:00:00,,19103,Pennsylvania,1-Philadelphia City (20 mi.),U,916.00
2410878,2019-03-11 00:00:00,,19610,Pennsylvania,2-Greater Philadelphia(70 mi.),3,916.00
2417150,2019-12-15 00:00:00,,19709,Delaware,2-Greater Philadelphia(70 mi.),,916.00
2410637,2019-02-16 00:00:00,,21817,Maryland,6-NEC (210 mi. from Philly),2,916.00
1576437,2019-03-21 00:00:00,,48864,Michigan,7-USA Balance,4,916.00
2412936,2019-05-25 00:00:00,2019-09-29 00:00:00,20854,Maryland,4-DC (20 mi.),3,913.00
2412134,2019-04-18 00:00:00,,07755,New Jersey,2-Greater Philadelphia(70 mi.),U,905.00
2412718,2019-05-03 00:00:00,,18940,Pennsylvania,2-Greater Philadelphia(70 mi.),4,904.00
2411256,2019-03-30 00:00:00,2020-02-11 00:00:00,19460,Pennsylvania,2-Greater Philadelphia(70 mi.),5,904.00
387939,2019-05-15 00:00:00,,19002,Pennsylvania,1-Philadelphia City (20 mi.),6,900.00
2410808,2019-03-03 00:00:00,,19067,Pennsylvania,2-Greater Philadelphia(70 mi.),4,898.00
2414061,2019-08-15 00:00:00,2019-08-15 00:00:00,22181,Virginia,4-DC (20 mi.),5,898.00
2411832,2019-04-09 00:00:00,2019-04-09 00:00:00,19038,Pennsylvania,1-Philadelphia City (20 mi.),U,897.00
2411301,2019-04-02 00:00:00,,94402,California,7-USA Balance,6,896.00
2411329,2019-04-04 00:00:00,,94618,California,7-USA Balance,5,896.00
2417000,2019-12-04 00:00:00,,19711,Delaware,2-Greater Philadelphia(70 mi.),,888.00
2410334,2019-02-09 00:00:00,2019-05-08 00:00:00,19106,Pennsylvania,1-Philadelphia City (20 mi.),5,882.00
2410861,2019-03-08 00:00:00,2019-05-07 00:00:00,19002,Pennsylvania,1-Philadelphia City (20 mi.),4,872.00
2413023,2019-06-18 00:00:00,2019-06-18 00:00:00,65809,Missouri,7-USA Balance,4,864.00
2410138,2019-02-05 00:00:00,2020-04-27 00:00:00,19146,Pennsylvania,1-Philadelphia City (20 mi.),3,861.00
2412059,2019-04-16 00:00:00,,08203,New Jersey,2-Greater Philadelphia(70 mi.),5,850.00
2410018,2019-02-03 00:00:00,,10016,New York,3-New York City (20 mi.),6,846.00
2409522,2019-01-20 00:00:00,,190032501,Pennsylvania,1-Philadelphia City (20 mi.),4,835.00
2413442,2019-07-26 00:00:00,2019-07-26 00:00:00,17701,Pennsylvania,5-NEC (140 mi. from Philly),3,830.00
2411087,2019-03-19 00:00:00,,193822322,Pennsylvania,2-Greater Philadelphia(70 mi.),4,827.00
2408547,2019-04-29 00:00:00,,19103,Pennsylvania,1-Philadelphia City (20 mi.),2,825.00
2412422,2019-04-26 00:00:00,,19145,Pennsylvania,1-Philadelphia City (20 mi.),U,825.00
332330,2019-03-08 00:00:00,,19107,Pennsylvania,1-Philadelphia City (20 mi.),U,820.00
2411191,2019-03-23 00:00:00,,19145,Pennsylvania,1-Philadelphia City (20 mi.),2,820.00
417756,2019-04-09 00:00:00,2003-04-24 00:00:00,198074650,Delaware,2-Greater Philadelphia(70 mi.),5,820.00
2412619,2019-05-01 00:00:00,2019-09-26 00:00:00,08108,New Jersey,1-Philadelphia City (20 mi.),3,803.00
2410194,2019-02-07 00:00:00,,94110,California,7-USA Balance,5,800.00
2412888,2019-05-15 00:00:00,,18104,Pennsylvania,2-Greater Philadelphia(70 mi.),U,795.00
2416328,2019-11-02 00:00:00,2020-04-08 00:00:00,19118,Pennsylvania,1-Philadelphia City (20 mi.),4,778.00
2411776,2019-04-07 00:00:00,2019-05-10 00:00:00,19106,Pennsylvania,1-Philadelphia City (20 mi.),4,774.00
2414220,2019-08-21 00:00:00,2019-08-21 00:00:00,32968,Florida,7-USA Balance,3,774.00
2410686,2019-02-19 00:00:00,,60657,Illinois,7-USA Balance,U,768.00
2414047,2019-08-19 00:00:00,2020-08-11 00:00:00,10023,New York,3-New York City (20 mi.),2,759.00
2414198,2019-08-23 00:00:00,2020-03-27 00:00:00,08520,New Jersey,2-Greater Philadelphia(70 mi.),4,752.00
2410029,2019-02-03 00:00:00,,19073,Pennsylvania,1-Philadelphia City (20 mi.),4,748.00
2414491,2019-09-03 00:00:00,,19001,Pennsylvania,1-Philadelphia City (20 mi.),3,744.00
2415489,2019-09-16 00:00:00,,20024,D.C.,4-DC (20 mi.),U,740.00
2411893,2019-04-10 00:00:00,,11215,New York,3-New York City (20 mi.),5,736.00
2415717,2019-09-23 00:00:00,,19103,Pennsylvania,1-Philadelphia City (20 mi.),U,736.00
122461,2019-08-20 00:00:00,2020-03-26 00:00:00,19102,Pennsylvania,1-Philadelphia City (20 mi.),5,733.00
2413069,2019-08-01 00:00:00,2020-02-26 00:00:00,191062332,Pennsylvania,1-Philadelphia City (20 mi.),U,733.00
2412618,2019-05-01 00:00:00,,08055,New Jersey,1-Philadelphia City (20 mi.),,728.00
2409564,2019-01-21 00:00:00,,19125,Pennsylvania,1-Philadelphia City (20 mi.),2,728.00
2412865,2019-05-15 00:00:00,,17569,Pennsylvania,2-Greater Philadelphia(70 mi.),3,716.00
2416228,2019-10-27 00:00:00,,19063,Pennsylvania,1-Philadelphia City (20 mi.),U,706.00
307595,2019-03-17 00:00:00,2019-05-03 00:00:00,19146,Pennsylvania,1-Philadelphia City (20 mi.),1,699.00
2413016,2019-06-17 00:00:00,,22207,Virginia,4-DC (20 mi.),5,696.00
2411820,2019-04-09 00:00:00,,85254,Arizona,7-USA Balance,4,696.00
2409626,2019-01-23 00:00:00,,19152,Pennsylvania,1-Philadelphia City (20 mi.),3,693.00
188096,2019-04-23 00:00:00,,19128,Pennsylvania,1-Philadelphia City (20 mi.),4,688.00
2415838,2019-09-27 00:00:00,2020-04-24 00:00:00,19130,Pennsylvania,1-Philadelphia City (20 mi.),U,688.00
2413329,2019-07-22 00:00:00,,19103,Pennsylvania,1-Philadelphia City (20 mi.),6,687.00
2417137,2019-12-14 00:00:00,,19403,Pennsylvania,1-Philadelphia City (20 mi.),,687.00
2409382,2019-01-13 00:00:00,,19426,Pennsylvania,2-Greater Philadelphia(70 mi.),4,687.00
2410679,2019-02-12 00:00:00,2019-02-18 00:00:00,19004,Pennsylvania,1-Philadelphia City (20 mi.),4,680.00
2410050,2019-02-04 00:00:00,,19525,Pennsylvania,2-Greater Philadelphia(70 mi.),U,680.00
2410400,2019-02-11 00:00:00,,17837,Pennsylvania,5-NEC (140 mi. from Philly),3,676.00
2414213,2019-08-21 00:00:00,,33027177,Florida,7-USA Balance,U,676.00
2410399,2019-02-11 00:00:00,2020-06-11 00:00:00,92101,California,7-USA Balance,1,676.00
2416834,2019-11-25 00:00:00,,06037,Connecticut,6-NEC (210 mi. from Philly),,675.00
2416816,2019-11-22 00:00:00,2019-11-22 00:00:00,18901,Pennsylvania,2-Greater Philadelphia(70 mi.),U,675.00
2414352,2019-08-28 00:00:00,,19096,Pennsylvania,1-Philadelphia City (20 mi.),U,675.00
2412325,2019-04-24 00:00:00,,19072,Pennsylvania,1-Philadelphia City (20 mi.),,674.00
2409268,2019-01-08 00:00:00,,19147,Pennsylvania,1-Philadelphia City (20 mi.),4,666.00
2414251,2019-08-23 00:00:00,,15905,Pennsylvania,6-NEC (210 mi. from Philly),,660.00
2411859,2019-02-05 00:00:00,,08540,New Jersey,2-Greater Philadelphia(70 mi.),5,658.00
2412972,2019-06-05 00:00:00,2019-06-05 00:00:00,221816097,Virginia,4-DC (20 mi.),6,658.00
2408810,2019-01-03 00:00:00,,08234,New Jersey,2-Greater Philadelphia(70 mi.),3,656.00
2409334,2019-01-11 00:00:00,,19140,Pennsylvania,1-Philadelphia City (20 mi.),2,656.00
2412026,2019-04-15 00:00:00,,08054,New Jersey,1-Philadelphia City (20 mi.),5,650.00
759106,2019-02-17 00:00:00,,194035155,Pennsylvania,1-Philadelphia City (20 mi.),3,650.00
2416358,2019-11-06 00:00:00,2020-03-30 00:00:00,08824,New Jersey,2-Greater Philadelphia(70 mi.),,645.00
2408841,2019-01-05 00:00:00,,19335,Pennsylvania,2-Greater Philadelphia(70 mi.),4,645.00
2411076,2019-03-18 00:00:00,,10028,New York,3-New York City (20 mi.),1,637.00
2409384,2019-01-13 00:00:00,,06067,Connecticut,6-NEC (210 mi. from Philly),4,636.00
2415516,2019-09-17 00:00:00,,19096,Pennsylvania,1-Philadelphia City (20 mi.),,636.00
2408793,2019-01-03 00:00:00,,19103,Pennsylvania,1-Philadelphia City (20 mi.),U,636.00
363281,2019-05-15 00:00:00,,198021006,Delaware,2-Greater Philadelphia(70 mi.),3,636.00
2410987,2019-03-13 00:00:00,2020-04-03 00:00:00,08048,New Jersey,1-Philadelphia City (20 mi.),2,635.00
2409376,2019-01-12 00:00:00,,19082,Pennsylvania,1-Philadelphia City (20 mi.),3,632.00
2416875,2019-12-02 00:00:00,,19104,Pennsylvania,1-Philadelphia City (20 mi.),4,632.00
2415892,2019-06-30 00:00:00,2019-07-03 00:00:00,19004,Pennsylvania,1-Philadelphia City (20 mi.),4,630.00
2409642,2019-01-23 00:00:00,,19003,Pennsylvania,1-Philadelphia City (20 mi.),U,629.00
2373947,2019-03-26 00:00:00,2019-03-26 00:00:00,90274,California,7-USA Balance,4,629.00
2412258,2019-04-22 00:00:00,2019-04-22 00:00:00,19141,Pennsylvania,1-Philadelphia City (20 mi.),3,627.00
2414171,2019-08-19 00:00:00,2020-04-08 00:00:00,18914,Pennsylvania,2-Greater Philadelphia(70 mi.),4,624.00
2412482,2019-04-28 00:00:00,,19102,Pennsylvania,1-Philadelphia City (20 mi.),,624.00
2411197,2019-03-24 00:00:00,,90212,California,7-USA Balance,5,624.00
2412217,2019-04-21 00:00:00,,19803,Delaware,2-Greater Philadelphia(70 mi.),U,620.00
2412906,2019-05-18 00:00:00,,079606382,New Jersey,2-Greater Philadelphia(70 mi.),5,618.00
2411982,2019-04-13 00:00:00,,19027,Pennsylvania,1-Philadelphia City (20 mi.),5,615.00
2412443,2019-04-27 00:00:00,,19072,Pennsylvania,1-Philadelphia City (20 mi.),5,615.00
2413177,2019-07-08 00:00:00,2019-12-31 00:00:00,19103,Pennsylvania,1-Philadelphia City (20 mi.),9,615.00
2412202,2019-04-21 00:00:00,2001-03-27 00:00:00,19465,Pennsylvania,2-Greater Philadelphia(70 mi.),3,615.00
2412818,2019-05-07 00:00:00,,19003,Pennsylvania,1-Philadelphia City (20 mi.),6,608.00
2416946,2019-01-23 00:00:00,2020-05-31 00:00:00,19145,Pennsylvania,1-Philadelphia City (20 mi.),3,608.00
2412663,2019-05-01 00:00:00,2020-03-25 00:00:00,19010,Pennsylvania,1-Philadelphia City (20 mi.),,607.00
2410655,2019-02-17 00:00:00,,08057,New Jersey,1-Philadelphia City (20 mi.),5,606.00
2414297,2019-08-26 00:00:00,2019-08-26 00:00:00,19046,Pennsylvania,1-Philadelphia City (20 mi.),,606.00
2408940,2019-01-23 00:00:00,,10034,New York,3-New York City (20 mi.),2,605.00
2410389,2019-02-11 00:00:00,2019-02-11 00:00:00,08210,New Jersey,2-Greater Philadelphia(70 mi.),,603.00
2413517,2019-08-02 00:00:00,,10023,New York,3-New York City (20 mi.),5,600.00
2412838,2019-05-12 00:00:00,,100237460,New York,3-New York City (20 mi.),5,600.00
2413978,2019-08-15 00:00:00,,11702,New York,5-NEC (140 mi. from Philly),5,600.00
2419126,2019-09-19 00:00:00,,19086,Pennsylvania,1-Philadelphia City (20 mi.),,600.00
2414564,2019-09-05 00:00:00,,19604,Pennsylvania,2-Greater Philadelphia(70 mi.),1,600.00
2417210,2019-12-18 00:00:00,,08055,New Jersey,1-Philadelphia City (20 mi.),,598.00
2412891,2019-05-16 00:00:00,,18034,Pennsylvania,2-Greater Philadelphia(70 mi.),,598.00
2409669,2019-01-24 00:00:00,,19041,Pennsylvania,1-Philadelphia City (20 mi.),6,598.00
2417321,2019-12-24 00:00:00,,19047,Pennsylvania,2-Greater Philadelphia(70 mi.),,598.00
2411817,2019-04-09 00:00:00,,19063,Pennsylvania,1-Philadelphia City (20 mi.),4,598.00
2412866,2019-05-15 00:00:00,1999-06-21 00:00:00,19148,Pennsylvania,1-Philadelphia City (20 mi.),,598.00
317466,2019-03-11 00:00:00,1994-03-31 00:00:00,19357,Pennsylvania,2-Greater Philadelphia(70 mi.),U,598.00
2411980,2019-04-13 00:00:00,,19444,Pennsylvania,1-Philadelphia City (20 mi.),4,598.00
2411257,2019-03-30 00:00:00,,4000,,8-Foreign,2,598.00
2411317,2019-04-03 00:00:00,2019-07-01 00:00:00,19125,Pennsylvania,1-Philadelphia City (20 mi.),2,596.00
2398878,2019-11-29 00:00:00,2020-03-24 00:00:00,19147,Pennsylvania,1-Philadelphia City (20 mi.),2,596.00
2417072,2019-12-10 00:00:00,,19468,Pennsylvania,2-Greater Philadelphia(70 mi.),,594.00
2416926,2019-02-10 00:00:00,2020-04-08 00:00:00,19803,Delaware,2-Greater Philadelphia(70 mi.),3,594.00
2411821,2019-04-09 00:00:00,,193481504,Pennsylvania,2-Greater Philadelphia(70 mi.),3,588.00
2410875,2019-03-10 00:00:00,,11223,New York,3-New York City (20 mi.),6,578.00
2414363,2019-08-29 00:00:00,,08534,New Jersey,2-Greater Philadelphia(70 mi.),U,576.00
2413755,2019-08-14 00:00:00,,20850,Maryland,4-DC (20 mi.),5,576.00
2412391,2019-04-26 00:00:00,,08080,New Jersey,1-Philadelphia City (20 mi.),4,570.00
2413271,2019-07-14 00:00:00,,19147,Pennsylvania,1-Philadelphia City (20 mi.),U,570.00
2411071,2019-03-18 00:00:00,,95531,California,7-USA Balance,1,570.00
2414559,2019-09-05 00:00:00,,10016,New York,3-New York City (20 mi.),2,567.00
2415828,2019-09-27 00:00:00,,10036,New York,3-New York City (20 mi.),U,564.00
2416985,2019-12-02 00:00:00,,19083,Pennsylvania,1-Philadelphia City (20 mi.),,560.00
2411192,2019-03-23 00:00:00,,190851435,Pennsylvania,1-Philadelphia City (20 mi.),5,560.00
2411186,2019-03-22 00:00:00,,08048,New Jersey,1-Philadelphia City (20 mi.),3,556.00
2415542,2019-09-18 00:00:00,,18964,Pennsylvania,2-Greater Philadelphia(70 mi.),5,556.00
2413539,2019-08-06 00:00:00,,19147,Pennsylvania,1-Philadelphia City (20 mi.),3,556.00
2409398,2019-01-13 00:00:00,,19119,Pennsylvania,1-Philadelphia City (20 mi.),4,555.00
2410473,2019-02-13 00:00:00,2020-01-28 00:00:00,17603,Pennsylvania,2-Greater Philadelphia(70 mi.),3,554.00
2410742,2019-02-24 00:00:00,2019-02-24 00:00:00,193481020,Pennsylvania,2-Greater Philadelphia(70 mi.),4,552.00
2410043,2019-02-04 00:00:00,,17112,Pennsylvania,5-NEC (140 mi. from Philly),4,550.00
2412085,2019-04-17 00:00:00,,18707,Pennsylvania,5-NEC (140 mi. from Philly),2,550.00
2411170,2019-03-21 00:00:00,,18914,Pennsylvania,2-Greater Philadelphia(70 mi.),3,550.00
2411971,2019-04-13 00:00:00,,18914,Pennsylvania,2-Greater Philadelphia(70 mi.),4,550.00
2410151,2019-02-06 00:00:00,,18940,Pennsylvania,2-Greater Philadelphia(70 mi.),4,550.00
2411865,2019-04-10 00:00:00,,18940,Pennsylvania,2-Greater Philadelphia(70 mi.),U,550.00
2411833,2019-04-09 00:00:00,2019-04-09 00:00:00,19008,Pennsylvania,1-Philadelphia City (20 mi.),3,550.00
2412209,2019-04-21 00:00:00,,19087,Pennsylvania,1-Philadelphia City (20 mi.),5,550.00
2411990,2019-04-13 00:00:00,,19102,Pennsylvania,1-Philadelphia City (20 mi.),2,550.00
2412423,2019-04-26 00:00:00,,19103,Pennsylvania,1-Philadelphia City (20 mi.),U,550.00
2410075,2019-02-04 00:00:00,,19104,Pennsylvania,1-Philadelphia City (20 mi.),U,550.00
2412131,2019-04-18 00:00:00,,19107,Pennsylvania,1-Philadelphia City (20 mi.),U,550.00
2412602,2019-04-30 00:00:00,2019-05-01 00:00:00,19121,Pennsylvania,1-Philadelphia City (20 mi.),U,550.00
2412116,2019-04-17 00:00:00,,191302427,Pennsylvania,1-Philadelphia City (20 mi.),4,550.00
2412185,2019-04-20 00:00:00,,19145,Pennsylvania,1-Philadelphia City (20 mi.),3,550.00
2411979,2019-04-13 00:00:00,,19317,Pennsylvania,2-Greater Philadelphia(70 mi.),5,550.00
2412064,2019-04-16 00:00:00,,19720,Delaware,2-Greater Philadelphia(70 mi.),3,550.00
2411079,2019-03-18 00:00:00,2019-03-19 00:00:00,45133,Ohio,7-USA Balance,U,550.00
2410307,2019-02-09 00:00:00,,48085,Michigan,7-USA Balance,U,550.00
2412328,2019-04-24 00:00:00,,58301,North Dakota,7-USA Balance,,550.00
2410060,2019-02-04 00:00:00,,85756,Arizona,7-USA Balance,3,550.00
2411866,2019-04-10 00:00:00,2020-04-22 00:00:00,19352,Pennsylvania,2-Greater Philadelphia(70 mi.),5,548.00
2416281,2019-01-13 00:00:00,2020-07-29 00:00:00,18972,Pennsylvania,2-Greater Philadelphia(70 mi.),3,546.00
2410526,2019-02-14 00:00:00,,08003,New Jersey,1-Philadelphia City (20 mi.),4,540.00
2416449,2019-11-14 00:00:00,2020-03-26 00:00:00,14228,New York,7-USA Balance,,540.00
2413272,2019-07-15 00:00:00,,17540,Pennsylvania,2-Greater Philadelphia(70 mi.),U,540.00
2409795,2019-01-27 00:00:00,,19125,Pennsylvania,1-Philadelphia City (20 mi.),U,540.00
2412326,2019-04-25 00:00:00,,19147,Pennsylvania,1-Philadelphia City (20 mi.),2,540.00
2408862,2019-01-07 00:00:00,2019-01-07 00:00:00,19350,Pennsylvania,2-Greater Philadelphia(70 mi.),3,540.00
2408844,2019-01-05 00:00:00,,19468,Pennsylvania,2-Greater Philadelphia(70 mi.),5,540.00
2412932,2019-05-24 00:00:00,,220153844,Virginia,4-DC (20 mi.),,540.00
2410877,2019-03-11 00:00:00,,Y35W3X8,,8-Foreign,2,540.00
2412929,2019-05-23 00:00:00,,10028,New York,3-New York City (20 mi.),6,538.00
2411061,2019-03-17 00:00:00,2019-12-06 00:00:00,17601,Pennsylvania,2-Greater Philadelphia(70 mi.),3,537.00
2410172,2019-02-06 00:00:00,,19025,Pennsylvania,1-Philadelphia City (20 mi.),U,534.00
2412223,2019-04-22 00:00:00,,19106,Pennsylvania,1-Philadelphia City (20 mi.),3,532.00
2412918,2019-05-22 00:00:00,,07424,New Jersey,3-New York City (20 mi.),5,528.00
2412764,2019-05-04 00:00:00,2020-03-25 00:00:00,191063935,Pennsylvania,1-Philadelphia City (20 mi.),6,526.00
2410370,2019-02-10 00:00:00,2020-04-10 00:00:00,19107,Pennsylvania,1-Philadelphia City (20 mi.),U,525.00
2411961,2019-04-12 00:00:00,2020-04-29 00:00:00,19148,Pennsylvania,1-Philadelphia City (20 mi.),4,524.00
2414222,2019-08-21 00:00:00,2019-12-30 00:00:00,02139,Massachusetts,7-USA Balance,2,522.00
2413438,2019-07-25 00:00:00,,20017,D.C.,4-DC (20 mi.),4,520.00
2410805,2019-03-03 00:00:00,,08003,New Jersey,1-Philadelphia City (20 mi.),4,516.00
2414382,2019-08-31 00:00:00,,08053,New Jersey,1-Philadelphia City (20 mi.),3,516.00
2409713,2019-01-25 00:00:00,,19047,Pennsylvania,2-Greater Philadelphia(70 mi.),5,513.00
2409729,2019-01-25 00:00:00,,18936,Pennsylvania,1-Philadelphia City (20 mi.),3,512.00
2408804,2019-01-03 00:00:00,,19066,Pennsylvania,1-Philadelphia City (20 mi.),5,510.00
2409421,2019-01-14 00:00:00,,19128,Pennsylvania,1-Philadelphia City (20 mi.),3,510.00
2411953,2019-01-23 00:00:00,,19380,Pennsylvania,2-Greater Philadelphia(70 mi.),4,510.00
2416445,2019-11-14 00:00:00,,08215,New Jersey,2-Greater Philadelphia(70 mi.),,507.00
2416436,2019-11-13 00:00:00,2020-04-08 00:00:00,19012,Pennsylvania,1-Philadelphia City (20 mi.),,507.00
2415491,2019-09-17 00:00:00,,19081,Pennsylvania,1-Philadelphia City (20 mi.),5,507.00
2416815,2019-11-22 00:00:00,,19464,Pennsylvania,2-Greater Philadelphia(70 mi.),,507.00
2410697,2019-02-20 00:00:00,,89436,Nevada,7-USA Balance,4,506.00
2410960,2019-03-13 00:00:00,2020-02-24 00:00:00,19106,Pennsylvania,1-Philadelphia City (20 mi.),4,500.00
2410175,2019-02-06 00:00:00,,19143,Pennsylvania,1-Philadelphia City (20 mi.),U,500.00
2412967,2019-06-04 00:00:00,,19426,Pennsylvania,2-Greater Philadelphia(70 mi.),4,500.00
2411753,2019-04-06 00:00:00,2019-04-06 00:00:00,08035,New Jersey,1-Philadelphia City (20 mi.),4,498.00
2413056,2019-01-10 00:00:00,2020-04-20 00:00:00,19106,Pennsylvania,1-Philadelphia City (20 mi.),4,498.00
2413321,2019-07-21 00:00:00,2019-07-21 00:00:00,19107,Pennsylvania,1-Philadelphia City (20 mi.),,496.00
2417211,2019-12-18 00:00:00,,19317,Pennsylvania,2-Greater Philadelphia(70 mi.),,496.00
2413058,2019-07-01 00:00:00,,92037,California,7-USA Balance,5,496.00
2412877,2019-05-15 00:00:00,,07755,New Jersey,2-Greater Philadelphia(70 mi.),,495.00
2411252,2019-03-29 00:00:00,,08402,New Jersey,2-Greater Philadelphia(70 mi.),U,495.00
2412110,2019-04-17 00:00:00,,17601,Pennsylvania,2-Greater Philadelphia(70 mi.),6,495.00
2411277,2019-04-01 00:00:00,,19154,Pennsylvania,1-Philadelphia City (20 mi.),4,495.00
2413501,2019-07-30 00:00:00,,20816,Maryland,4-DC (20 mi.),5,495.00
2416802,2019-11-21 00:00:00,,60091,Illinois,7-USA Balance,,495.00
2412022,2019-04-15 00:00:00,2019-04-15 00:00:00,19106,Pennsylvania,1-Philadelphia City (20 mi.),5,488.00
