owner_no,First Order Date,First Contribution Date,postal_code,state_desc,geo_area_desc,OP Prelim Capacity,LTV Tkt Value
2371722,2016-01-18 00:00:00,2017-11-27 00:00:00,21108,Maryland,5-NEC (140 mi. from Philly),4,1069.00
2378630,2016-09-14 00:00:00,2018-11-29 00:00:00,19104,Pennsylvania,1-Philadelphia City (20 mi.),1,1062.00
2374922,2016-08-02 00:00:00,,191304215,Pennsylvania,1-Philadelphia City (20 mi.),5,1062.00
2379945,2016-09-22 00:00:00,2018-12-30 00:00:00,19003,Pennsylvania,1-Philadelphia City (20 mi.),3,1058.00
2383850,2016-12-28 00:00:00,2020-02-02 00:00:00,19382,Pennsylvania,2-Greater Philadelphia(70 mi.),4,1056.00
2387629,2016-09-12 00:00:00,2016-09-12 00:00:00,19301,Pennsylvania,1-Philadelphia City (20 mi.),U,1050.00
25472,2016-01-05 00:00:00,2020-03-30 00:00:00,080033544,New Jersey,1-Philadelphia City (20 mi.),3,1046.00
2378343,2016-09-13 00:00:00,,19103,Pennsylvania,1-Philadelphia City (20 mi.),4,1043.00
2375665,2016-08-20 00:00:00,,19317,Pennsylvania,2-Greater Philadelphia(70 mi.),4,1039.00
2372457,2016-02-05 00:00:00,2019-09-04 00:00:00,87505,New Mexico,7-USA Balance,5,1039.00
2371941,2016-01-26 00:00:00,2016-03-15 00:00:00,08043,New Jersey,1-Philadelphia City (20 mi.),4,1035.00
2374584,2016-08-16 00:00:00,,34243,Florida,7-USA Balance,6,1030.00
2371632,2016-01-12 00:00:00,,20817,Maryland,4-DC (20 mi.),5,1016.00
2371555,2016-01-08 00:00:00,,08062,New Jersey,1-Philadelphia City (20 mi.),3,1014.00
2375891,2016-08-30 00:00:00,,19711,Delaware,2-Greater Philadelphia(70 mi.),U,1014.00
2383397,2016-11-28 00:00:00,2018-08-01 00:00:00,10011,New York,3-New York City (20 mi.),5,1010.00
2376054,2016-09-06 00:00:00,2016-11-22 00:00:00,19107,Pennsylvania,1-Philadelphia City (20 mi.),2,1003.00
471686,2016-09-02 00:00:00,,190952113,Pennsylvania,1-Philadelphia City (20 mi.),3,996.00
2381693,2016-09-30 00:00:00,,19106,Pennsylvania,1-Philadelphia City (20 mi.),5,996.00
2412023,2016-09-13 00:00:00,,19063,Pennsylvania,1-Philadelphia City (20 mi.),3,994.00
2379617,2016-09-19 00:00:00,,19720,Delaware,2-Greater Philadelphia(70 mi.),4,992.00
2380169,2016-09-23 00:00:00,,19002,Pennsylvania,1-Philadelphia City (20 mi.),4,986.00
2383295,2016-11-25 00:00:00,2017-06-14 00:00:00,19104,Pennsylvania,1-Philadelphia City (20 mi.),2,983.00
2375829,2016-08-29 00:00:00,,08051,New Jersey,1-Philadelphia City (20 mi.),3,981.00
2399864,2016-09-18 00:00:00,,19118,Pennsylvania,1-Philadelphia City (20 mi.),3,978.00
1281461,2016-08-17 00:00:00,,19437,Pennsylvania,1-Philadelphia City (20 mi.),4,970.00
2380434,2016-09-25 00:00:00,,19004,Pennsylvania,1-Philadelphia City (20 mi.),4,968.00
2379565,2016-09-19 00:00:00,,10314,New York,2-Greater Philadelphia(70 mi.),3,960.00
2380321,2016-09-24 00:00:00,,19403,Pennsylvania,1-Philadelphia City (20 mi.),4,958.00
21210,2016-01-08 00:00:00,2014-09-29 00:00:00,191037501,Pennsylvania,1-Philadelphia City (20 mi.),9,956.00
2383878,2016-12-31 00:00:00,,19118,Pennsylvania,1-Philadelphia City (20 mi.),4,956.00
2375147,2016-08-08 00:00:00,,92660,California,7-USA Balance,6,956.00
2374811,2016-08-01 00:00:00,,19146,Pennsylvania,1-Philadelphia City (20 mi.),2,954.00
2383498,2016-12-06 00:00:00,,20009,D.C.,4-DC (20 mi.),3,954.00
2382454,2016-10-13 00:00:00,,193353919,Pennsylvania,2-Greater Philadelphia(70 mi.),5,952.00
2375188,2016-08-09 00:00:00,,18069,Pennsylvania,2-Greater Philadelphia(70 mi.),4,948.00
2372162,2016-01-31 00:00:00,,19003,Pennsylvania,1-Philadelphia City (20 mi.),3,945.00
1193336,2016-05-04 00:00:00,2011-04-11 00:00:00,018674069,Massachusetts,7-USA Balance,5,944.00
2381373,2016-09-23 00:00:00,,19130,Pennsylvania,1-Philadelphia City (20 mi.),U,943.00
2373973,2016-05-16 00:00:00,,21209,Maryland,5-NEC (140 mi. from Philly),5,940.00
2382517,2016-10-17 00:00:00,,19073,Pennsylvania,1-Philadelphia City (20 mi.),4,938.00
2375744,2016-08-24 00:00:00,,08054,New Jersey,1-Philadelphia City (20 mi.),4,936.00
2381082,2016-09-27 00:00:00,,19610,Pennsylvania,2-Greater Philadelphia(70 mi.),5,930.00
2383828,2016-12-26 00:00:00,,08057,New Jersey,1-Philadelphia City (20 mi.),4,926.00
2374633,2016-08-08 00:00:00,,19107,Pennsylvania,1-Philadelphia City (20 mi.),4,926.00
2375240,2016-08-12 00:00:00,,17551,Pennsylvania,2-Greater Philadelphia(70 mi.),4,918.00
2372006,2016-01-28 00:00:00,2020-03-26 00:00:00,19901,Delaware,2-Greater Philadelphia(70 mi.),3,914.00
2375761,2016-08-24 00:00:00,2017-03-20 00:00:00,22201,Virginia,4-DC (20 mi.),3,912.00
2371476,2016-01-05 00:00:00,,19026,Pennsylvania,1-Philadelphia City (20 mi.),1,910.00
2378548,2016-09-14 00:00:00,,08081,New Jersey,1-Philadelphia City (20 mi.),U,909.00
2375757,2016-08-24 00:00:00,,19473,Pennsylvania,2-Greater Philadelphia(70 mi.),3,905.00
2375679,2016-08-21 00:00:00,,08096,New Jersey,1-Philadelphia City (20 mi.),3,903.00
2372992,2016-03-02 00:00:00,,19118,Pennsylvania,1-Philadelphia City (20 mi.),,900.00
2378041,2016-09-11 00:00:00,,19096,Pennsylvania,1-Philadelphia City (20 mi.),4,898.00
2380866,2016-09-27 00:00:00,,191075127,Pennsylvania,1-Philadelphia City (20 mi.),4,898.00
2383854,2016-12-28 00:00:00,2020-03-25 00:00:00,19382,Pennsylvania,2-Greater Philadelphia(70 mi.),4,898.00
2380093,2016-09-23 00:00:00,,19107,Pennsylvania,1-Philadelphia City (20 mi.),1,897.00
16578,2016-02-26 00:00:00,,194282516,Pennsylvania,1-Philadelphia City (20 mi.),5,897.00
2374815,2016-08-01 00:00:00,,M5R 2Z1,Ontario,8-Foreign,2,897.00
2371703,2016-01-17 00:00:00,,08540,New Jersey,2-Greater Philadelphia(70 mi.),3,894.00
2375382,2016-08-18 00:00:00,,19053,Pennsylvania,1-Philadelphia City (20 mi.),2,894.00
2374870,2016-08-01 00:00:00,2018-03-20 00:00:00,06880,Connecticut,5-NEC (140 mi. from Philly),5,893.00
2372046,2016-01-29 00:00:00,,19053,Pennsylvania,1-Philadelphia City (20 mi.),4,893.00
679308,2016-05-01 00:00:00,,189013623,Pennsylvania,2-Greater Philadelphia(70 mi.),3,887.00
2372510,2016-02-07 00:00:00,,18934,Pennsylvania,2-Greater Philadelphia(70 mi.),5,880.00
2378451,2016-09-13 00:00:00,,08069,New Jersey,2-Greater Philadelphia(70 mi.),2,878.00
2374017,2016-05-27 00:00:00,,18901,Pennsylvania,2-Greater Philadelphia(70 mi.),U,878.00
207602,2016-10-02 00:00:00,,18020,Pennsylvania,2-Greater Philadelphia(70 mi.),3,876.00
2371747,2016-01-19 00:00:00,,19104,Pennsylvania,1-Philadelphia City (20 mi.),3,872.00
2372141,2016-01-31 00:00:00,2017-09-10 00:00:00,19103,Pennsylvania,1-Philadelphia City (20 mi.),5,870.00
2383648,2016-12-16 00:00:00,,19465,Pennsylvania,2-Greater Philadelphia(70 mi.),5,870.00
2383596,2016-12-13 00:00:00,2019-11-30 00:00:00,02109,Massachusetts,7-USA Balance,5,868.00
2408387,2016-12-20 00:00:00,,19001,Pennsylvania,1-Philadelphia City (20 mi.),3,868.00
112792,2016-09-24 00:00:00,2018-05-04 00:00:00,191063753,Pennsylvania,1-Philadelphia City (20 mi.),6,868.00
