owner_no,First Order Date,First Contribution Date,postal_code,state_desc,geo_area_desc,OP Prelim Capacity,LTV Tkt Value
2375585,2017-07-31 00:00:00,2017-10-10 00:00:00,90210,California,7-USA Balance,6,2403.00
2390790,2017-08-26 00:00:00,2018-12-07 00:00:00,19063,Pennsylvania,1-Philadelphia City (20 mi.),2,2342.00
2387934,2017-04-26 00:00:00,2017-05-29 00:00:00,19087,Pennsylvania,1-Philadelphia City (20 mi.),1,2238.00
2388139,2017-06-18 00:00:00,,10024,New York,3-New York City (20 mi.),5,2235.00
2387085,2017-04-29 00:00:00,2017-04-29 00:00:00,17055,Pennsylvania,5-NEC (140 mi. from Philly),4,2233.00
981943,2017-07-05 00:00:00,2011-11-22 00:00:00,19103,Pennsylvania,1-Philadelphia City (20 mi.),5,2190.00
2375475,2017-02-14 00:00:00,2017-02-24 00:00:00,10003,New York,3-New York City (20 mi.),4,2182.00
2386388,2017-04-16 00:00:00,,08003,New Jersey,1-Philadelphia City (20 mi.),4,2170.00
2394620,2017-04-29 00:00:00,,19382,Pennsylvania,2-Greater Philadelphia(70 mi.),5,2158.00
2388770,2017-08-02 00:00:00,,19808,Delaware,2-Greater Philadelphia(70 mi.),5,2148.00
2385674,2017-03-04 00:00:00,2017-04-11 00:00:00,07928,New Jersey,2-Greater Philadelphia(70 mi.),5,2147.00
2390645,2017-05-15 00:00:00,,19104,Pennsylvania,1-Philadelphia City (20 mi.),4,2146.00
2385765,2017-03-13 00:00:00,2017-03-13 00:00:00,20785,Maryland,4-DC (20 mi.),4,2099.00
2396260,2017-12-14 00:00:00,,19437,Pennsylvania,1-Philadelphia City (20 mi.),6,2052.00
2383949,2017-01-04 00:00:00,2017-05-29 00:00:00,19104,Pennsylvania,1-Philadelphia City (20 mi.),4,2048.00
2384439,2017-01-23 00:00:00,,13820,New York,6-NEC (210 mi. from Philly),U,2027.00
2386861,2017-04-25 00:00:00,,19067,Pennsylvania,2-Greater Philadelphia(70 mi.),3,2012.00
2388353,2017-07-07 00:00:00,,14620,New York,7-USA Balance,3,1990.00
2385678,2017-03-05 00:00:00,2019-09-01 00:00:00,08054,New Jersey,1-Philadelphia City (20 mi.),3,1986.00
2387961,2017-05-31 00:00:00,,222034041,Virginia,4-DC (20 mi.),U,1966.00
2386337,2017-04-13 00:00:00,,19129,Pennsylvania,1-Philadelphia City (20 mi.),U,1955.00
2383624,2017-02-16 00:00:00,,08034,New Jersey,1-Philadelphia City (20 mi.),4,1950.50
984081,2017-06-12 00:00:00,,190812034,Pennsylvania,1-Philadelphia City (20 mi.),4,1927.00
2392233,2017-09-09 00:00:00,2017-09-09 00:00:00,19025,Pennsylvania,1-Philadelphia City (20 mi.),5,1926.00
2388402,2017-07-13 00:00:00,,20016,D.C.,4-DC (20 mi.),2,1920.00
2394971,2017-09-24 00:00:00,,19147,Pennsylvania,1-Philadelphia City (20 mi.),1,1870.00
2391168,2017-08-29 00:00:00,,19520,Pennsylvania,2-Greater Philadelphia(70 mi.),4,1856.00
2393960,2017-09-20 00:00:00,2017-12-28 00:00:00,19147,Pennsylvania,1-Philadelphia City (20 mi.),2,1843.00
2388093,2017-06-13 00:00:00,2017-09-20 00:00:00,19130,Pennsylvania,1-Philadelphia City (20 mi.),2,1816.00
2392139,2017-09-08 00:00:00,2018-04-16 00:00:00,07920,New Jersey,2-Greater Philadelphia(70 mi.),5,1804.00
2399108,2017-04-21 00:00:00,2019-03-20 00:00:00,19103,Pennsylvania,1-Philadelphia City (20 mi.),,1795.00
2395662,2017-11-25 00:00:00,,19147,Pennsylvania,1-Philadelphia City (20 mi.),4,1751.00
2388092,2017-06-13 00:00:00,,19147,Pennsylvania,1-Philadelphia City (20 mi.),3,1748.00
2386007,2017-03-28 00:00:00,,19130,Pennsylvania,1-Philadelphia City (20 mi.),3,1743.00
2390705,2017-08-26 00:00:00,2018-12-29 00:00:00,19111,Pennsylvania,1-Philadelphia City (20 mi.),3,1734.00
2386546,2017-04-20 00:00:00,,19382,Pennsylvania,2-Greater Philadelphia(70 mi.),4,1734.00
2385070,2017-02-10 00:00:00,,19104,Pennsylvania,1-Philadelphia City (20 mi.),4,1712.00
2385882,2017-03-24 00:00:00,,18034,Pennsylvania,2-Greater Philadelphia(70 mi.),4,1682.00
2396462,2017-12-27 00:00:00,,299106801,South Carolina,7-USA Balance,3,1682.00
2393190,2017-05-08 00:00:00,2018-07-20 00:00:00,19146,Pennsylvania,1-Philadelphia City (20 mi.),4,1668.00
2396262,2017-12-14 00:00:00,,19111,Pennsylvania,1-Philadelphia City (20 mi.),3,1654.00
2386060,2017-03-31 00:00:00,,19046,Pennsylvania,1-Philadelphia City (20 mi.),4,1633.00
2386975,2017-04-27 00:00:00,,08043,New Jersey,1-Philadelphia City (20 mi.),5,1631.00
2386300,2017-04-11 00:00:00,,19460,Pennsylvania,2-Greater Philadelphia(70 mi.),4,1626.00
2395421,2017-11-03 00:00:00,2020-04-09 00:00:00,08087,New Jersey,2-Greater Philadelphia(70 mi.),2,1597.50
2386398,2017-04-16 00:00:00,,19107,Pennsylvania,1-Philadelphia City (20 mi.),U,1596.00
2388346,2017-07-06 00:00:00,2019-06-21 00:00:00,60611,Illinois,7-USA Balance,5,1596.00
2388146,2017-06-19 00:00:00,,90274,California,7-USA Balance,3,1596.00
2387967,2017-05-31 00:00:00,,19460,Pennsylvania,2-Greater Philadelphia(70 mi.),4,1584.00
2386964,2017-04-27 00:00:00,,19348,Pennsylvania,2-Greater Philadelphia(70 mi.),4,1578.00
2396408,2017-12-22 00:00:00,2020-04-17 00:00:00,19095,Pennsylvania,1-Philadelphia City (20 mi.),3,1570.00
2375341,2017-04-12 00:00:00,,19102,Pennsylvania,1-Philadelphia City (20 mi.),U,1568.00
2388047,2017-06-08 00:00:00,2018-08-01 00:00:00,10128,New York,3-New York City (20 mi.),5,1564.00
2388526,2017-07-20 00:00:00,2018-02-12 00:00:00,10065,New York,3-New York City (20 mi.),2,1550.00
2388072,2017-06-13 00:00:00,,19081,Pennsylvania,1-Philadelphia City (20 mi.),4,1550.00
2375633,2017-12-18 00:00:00,2018-02-20 00:00:00,77005,Texas,7-USA Balance,8,1546.00
2412088,2017-05-01 00:00:00,2017-07-07 00:00:00,19118,Pennsylvania,1-Philadelphia City (20 mi.),6,1528.00
2374459,2017-06-15 00:00:00,2020-08-12 00:00:00,10032,New York,3-New York City (20 mi.),2,1527.00
2389237,2017-08-20 00:00:00,,19004,Pennsylvania,1-Philadelphia City (20 mi.),6,1512.00
2385014,2017-02-09 00:00:00,,63108,Missouri,7-USA Balance,4,1500.00
2384374,2017-01-20 00:00:00,,19703,Delaware,1-Philadelphia City (20 mi.),5,1498.00
2395544,2017-11-19 00:00:00,2018-05-06 00:00:00,19130,Pennsylvania,1-Philadelphia City (20 mi.),4,1490.00
2391365,2017-08-30 00:00:00,2017-08-30 00:00:00,20155,Virginia,6-NEC (210 mi. from Philly),4,1473.00
2385756,2017-03-13 00:00:00,,11215,New York,3-New York City (20 mi.),5,1469.00
2385483,2017-02-20 00:00:00,,08081,New Jersey,1-Philadelphia City (20 mi.),4,1467.00
2385550,2017-02-28 00:00:00,2017-02-28 00:00:00,19027,Pennsylvania,1-Philadelphia City (20 mi.),5,1460.00
2394414,2017-08-22 00:00:00,2017-08-22 00:00:00,19010,Pennsylvania,1-Philadelphia City (20 mi.),1,1445.00
2388983,2017-08-11 00:00:00,,19096,Pennsylvania,1-Philadelphia City (20 mi.),6,1441.00
2388878,2017-08-06 00:00:00,,11215,New York,3-New York City (20 mi.),U,1422.00
2388875,2017-08-06 00:00:00,,10009,New York,3-New York City (20 mi.),1,1412.00
2386378,2017-04-15 00:00:00,2019-08-26 00:00:00,19401,Pennsylvania,1-Philadelphia City (20 mi.),U,1396.00
2385315,2017-02-15 00:00:00,,19130,Pennsylvania,1-Philadelphia City (20 mi.),4,1376.00
2393163,2017-09-16 00:00:00,,19119,Pennsylvania,1-Philadelphia City (20 mi.),U,1369.00
2372850,2017-09-05 00:00:00,2019-04-28 00:00:00,19027,Pennsylvania,1-Philadelphia City (20 mi.),4,1346.00
2384207,2017-01-17 00:00:00,,19103,Pennsylvania,1-Philadelphia City (20 mi.),5,1316.00
2384404,2017-01-21 00:00:00,,19348,Pennsylvania,2-Greater Philadelphia(70 mi.),4,1316.00
2385227,2017-02-13 00:00:00,,19709,Delaware,2-Greater Philadelphia(70 mi.),3,1312.00
2376799,2017-08-02 00:00:00,,41011,Kentucky,7-USA Balance,4,1308.00
2386231,2017-04-08 00:00:00,,19355,Pennsylvania,2-Greater Philadelphia(70 mi.),4,1298.00
2388528,2017-07-21 00:00:00,,20006,D.C.,4-DC (20 mi.),4,1289.00
2387698,2017-05-18 00:00:00,2017-05-18 00:00:00,18914,Pennsylvania,2-Greater Philadelphia(70 mi.),4,1275.00
2416966,2017-08-27 00:00:00,,19006,Pennsylvania,1-Philadelphia City (20 mi.),,1260.00
2389183,2017-08-18 00:00:00,,19066,Pennsylvania,1-Philadelphia City (20 mi.),4,1260.00
2388825,2017-08-04 00:00:00,,08551,New Jersey,2-Greater Philadelphia(70 mi.),6,1252.00
2386582,2017-04-21 00:00:00,,19147,Pennsylvania,1-Philadelphia City (20 mi.),U,1246.00
2344618,2017-03-21 00:00:00,,19102,Pennsylvania,1-Philadelphia City (20 mi.),U,1237.00
2377063,2017-06-13 00:00:00,,63105,Missouri,7-USA Balance,6,1232.00
2386691,2017-04-24 00:00:00,,19002,Pennsylvania,1-Philadelphia City (20 mi.),5,1231.00
2387378,2017-05-05 00:00:00,,07042,New Jersey,3-New York City (20 mi.),5,1213.00
2391438,2017-08-31 00:00:00,,19106,Pennsylvania,1-Philadelphia City (20 mi.),5,1213.00
2398948,2017-05-16 00:00:00,,11215,New York,3-New York City (20 mi.),4,1200.00
2401327,2017-02-06 00:00:00,2018-07-11 00:00:00,20007,D.C.,4-DC (20 mi.),5,1186.00
2387561,2017-05-15 00:00:00,,22124,Virginia,4-DC (20 mi.),4,1186.00
2380972,2017-03-31 00:00:00,,19141,Pennsylvania,1-Philadelphia City (20 mi.),2,1185.00
2391941,2017-09-07 00:00:00,2017-12-28 00:00:00,10003,New York,3-New York City (20 mi.),7,1182.00
2391101,2017-08-29 00:00:00,,10028,New York,3-New York City (20 mi.),4,1171.00
1813951,2017-06-15 00:00:00,,19104,Pennsylvania,1-Philadelphia City (20 mi.),1,1168.00
2385826,2017-03-21 00:00:00,,19107,Pennsylvania,1-Philadelphia City (20 mi.),3,1156.00
2386393,2017-04-16 00:00:00,,19147,Pennsylvania,1-Philadelphia City (20 mi.),5,1156.00
2385793,2017-03-16 00:00:00,2017-03-16 00:00:00,08540,New Jersey,2-Greater Philadelphia(70 mi.),2,1151.00
2396084,2017-12-03 00:00:00,,19406,Pennsylvania,1-Philadelphia City (20 mi.),4,1138.00
2401205,2017-08-15 00:00:00,2018-05-30 00:00:00,85258,Arizona,7-USA Balance,2,1137.00
2387326,2017-05-04 00:00:00,2017-05-04 00:00:00,19609,Pennsylvania,2-Greater Philadelphia(70 mi.),2,1135.00
2390975,2017-08-27 00:00:00,2020-05-12 00:00:00,19103,Pennsylvania,1-Philadelphia City (20 mi.),5,1130.00
2386157,2017-04-05 00:00:00,2017-12-31 00:00:00,08057,New Jersey,1-Philadelphia City (20 mi.),5,1124.00
2387558,2017-05-15 00:00:00,2017-05-15 00:00:00,77479,Texas,7-USA Balance,4,1123.00
2389166,2017-08-17 00:00:00,,08852,New Jersey,2-Greater Philadelphia(70 mi.),4,1120.00
2386277,2017-04-11 00:00:00,,18960,Pennsylvania,2-Greater Philadelphia(70 mi.),3,1116.00
2384768,2017-02-04 00:00:00,,19035,Pennsylvania,1-Philadelphia City (20 mi.),6,1114.00
2386617,2017-04-21 00:00:00,,02852,Rhode Island,7-USA Balance,1,1108.00
2386132,2017-04-03 00:00:00,2017-04-03 00:00:00,18901,Pennsylvania,2-Greater Philadelphia(70 mi.),4,1108.00
2387092,2017-04-29 00:00:00,,19460,Pennsylvania,2-Greater Philadelphia(70 mi.),5,1096.00
2387453,2017-05-08 00:00:00,,22102,Virginia,4-DC (20 mi.),5,1096.00
2386151,2017-04-05 00:00:00,,19130,Pennsylvania,1-Philadelphia City (20 mi.),2,1093.00
2385561,2017-03-01 00:00:00,,19333,Pennsylvania,1-Philadelphia City (20 mi.),6,1089.00
2416939,2017-12-12 00:00:00,,19460,Pennsylvania,2-Greater Philadelphia(70 mi.),1,1088.00
2386166,2017-04-05 00:00:00,2017-04-05 00:00:00,18966,Pennsylvania,1-Philadelphia City (20 mi.),4,1076.00
2389581,2017-08-27 00:00:00,,19426,Pennsylvania,2-Greater Philadelphia(70 mi.),4,1066.00
2395425,2017-11-03 00:00:00,,19102,Pennsylvania,1-Philadelphia City (20 mi.),3,1065.00
2388747,2017-08-02 00:00:00,2017-10-11 00:00:00,07901,New Jersey,2-Greater Philadelphia(70 mi.),6,1063.00
2385864,2017-03-23 00:00:00,2017-03-23 00:00:00,08037,New Jersey,2-Greater Philadelphia(70 mi.),1,1060.00
2392969,2017-09-15 00:00:00,2020-04-13 00:00:00,19146,Pennsylvania,1-Philadelphia City (20 mi.),4,1056.00
2387631,2017-05-17 00:00:00,,19803,Delaware,2-Greater Philadelphia(70 mi.),3,1050.00
2385797,2017-03-18 00:00:00,,16603,Pennsylvania,6-NEC (210 mi. from Philly),1,1044.00
2386971,2017-04-27 00:00:00,,06877,Connecticut,5-NEC (140 mi. from Philly),5,1040.00
2388957,2017-08-09 00:00:00,,19087,Pennsylvania,1-Philadelphia City (20 mi.),5,1040.00
2385788,2017-03-16 00:00:00,,19311,Pennsylvania,2-Greater Philadelphia(70 mi.),4,1038.00
73592,2017-04-19 00:00:00,,193821833,Pennsylvania,2-Greater Philadelphia(70 mi.),4,1034.00
2382502,2017-06-15 00:00:00,,19143,Pennsylvania,1-Philadelphia City (20 mi.),4,1031.00
2387677,2017-08-15 00:00:00,,19102,Pennsylvania,1-Philadelphia City (20 mi.),U,1029.00
2386094,2017-04-02 00:00:00,,18901,Pennsylvania,2-Greater Philadelphia(70 mi.),4,1023.00
2387230,2017-05-02 00:00:00,,19103,Pennsylvania,1-Philadelphia City (20 mi.),5,1022.00
2385549,2017-02-28 00:00:00,,49503,Michigan,7-USA Balance,4,1022.00
2393271,2017-09-17 00:00:00,2017-11-15 00:00:00,08021,New Jersey,1-Philadelphia City (20 mi.),2,1020.00
2386578,2017-04-20 00:00:00,2017-06-03 00:00:00,19123,Pennsylvania,1-Philadelphia City (20 mi.),6,1020.00
2385896,2017-03-26 00:00:00,2017-11-27 00:00:00,19125,Pennsylvania,1-Philadelphia City (20 mi.),2,1016.00
2388384,2017-07-12 00:00:00,2017-07-12 00:00:00,19046,Pennsylvania,1-Philadelphia City (20 mi.),U,1014.00
2395794,2017-11-28 00:00:00,,19107,Pennsylvania,1-Philadelphia City (20 mi.),3,1014.00
2389799,2017-08-23 00:00:00,,18071,Pennsylvania,2-Greater Philadelphia(70 mi.),2,1000.00
2386145,2017-07-26 00:00:00,2019-08-21 00:00:00,22066,Virginia,4-DC (20 mi.),5,998.00
2389306,2017-08-22 00:00:00,,07631,New Jersey,3-New York City (20 mi.),2,993.00
2387892,2017-05-24 00:00:00,,20008,D.C.,4-DC (20 mi.),6,990.00
2392160,2017-09-08 00:00:00,,19087,Pennsylvania,1-Philadelphia City (20 mi.),6,986.00
2389163,2017-08-17 00:00:00,,18944,Pennsylvania,2-Greater Philadelphia(70 mi.),4,985.00
2384557,2017-01-27 00:00:00,2020-04-30 00:00:00,21210,Maryland,5-NEC (140 mi. from Philly),4,983.00
2388015,2017-06-03 00:00:00,,08108,New Jersey,1-Philadelphia City (20 mi.),U,980.00
2391525,2017-09-01 00:00:00,,08618,New Jersey,2-Greater Philadelphia(70 mi.),3,980.00
2384635,2017-01-30 00:00:00,,19053,Pennsylvania,1-Philadelphia City (20 mi.),3,980.00
2389035,2017-08-13 00:00:00,,19104,Pennsylvania,1-Philadelphia City (20 mi.),2,980.00
2384596,2017-01-29 00:00:00,,08003,New Jersey,1-Philadelphia City (20 mi.),4,976.00
146455,2017-01-11 00:00:00,,080351027,New Jersey,1-Philadelphia City (20 mi.),3,976.00
2385672,2017-03-03 00:00:00,,19003,Pennsylvania,1-Philadelphia City (20 mi.),3,976.00
2386237,2017-04-09 00:00:00,,08035,Pennsylvania,1-Philadelphia City (20 mi.),3,973.00
2385100,2017-02-10 00:00:00,,21146,Maryland,5-NEC (140 mi. from Philly),4,965.00
2390613,2017-08-25 00:00:00,,19147,Pennsylvania,1-Philadelphia City (20 mi.),3,962.00
2388619,2017-07-28 00:00:00,2020-03-30 00:00:00,19081,Pennsylvania,1-Philadelphia City (20 mi.),U,961.00
2396313,2017-12-18 00:00:00,,19072,Pennsylvania,1-Philadelphia City (20 mi.),5,960.00
2391530,2017-09-01 00:00:00,,19312,Pennsylvania,1-Philadelphia City (20 mi.),5,960.00
2395162,2017-10-01 00:00:00,2017-10-01 00:00:00,19807,Delaware,2-Greater Philadelphia(70 mi.),U,960.00
1260415,2017-05-11 00:00:00,,19035,Pennsylvania,1-Philadelphia City (20 mi.),8,958.00
2415657,2017-09-18 00:00:00,,190874512,Pennsylvania,1-Philadelphia City (20 mi.),6,958.00
2385572,2017-03-02 00:00:00,2017-03-02 00:00:00,19148,Pennsylvania,1-Philadelphia City (20 mi.),2,958.00
2388383,2017-07-12 00:00:00,2017-07-13 00:00:00,28584,North Carolina,7-USA Balance,5,958.00
2386282,2017-06-19 00:00:00,,15203,Pennsylvania,7-USA Balance,2,957.00
2387494,2017-05-14 00:00:00,,70175,Louisiana,7-USA Balance,3,954.00
2417619,2017-12-05 00:00:00,,19006,Pennsylvania,1-Philadelphia City (20 mi.),5,940.00
2387991,2017-06-01 00:00:00,,19464,Pennsylvania,2-Greater Philadelphia(70 mi.),2,936.00
2398594,2017-11-25 00:00:00,,55963,Minnesota,7-USA Balance,3,931.00
2392217,2017-09-09 00:00:00,2018-04-06 00:00:00,19002,Pennsylvania,1-Philadelphia City (20 mi.),4,928.00
2395635,2017-11-24 00:00:00,2017-11-24 00:00:00,19066,Pennsylvania,1-Philadelphia City (20 mi.),5,928.00
2391982,2017-09-07 00:00:00,,19147,Pennsylvania,1-Philadelphia City (20 mi.),4,920.00
2388248,2017-06-23 00:00:00,2017-12-19 00:00:00,07030,New Jersey,3-New York City (20 mi.),6,916.00
2392254,2017-09-09 00:00:00,2020-05-05 00:00:00,07670,New Jersey,3-New York City (20 mi.),4,915.00
2386309,2017-04-12 00:00:00,2017-05-07 00:00:00,19806,Delaware,2-Greater Philadelphia(70 mi.),1,912.00
2390754,2017-08-19 00:00:00,,08108,New Jersey,1-Philadelphia City (20 mi.),3,906.00
2387334,2017-07-20 00:00:00,,06757,Connecticut,6-NEC (210 mi. from Philly),3,900.00
2375246,2017-04-19 00:00:00,,94110,California,7-USA Balance,7,900.00
2392468,2017-09-11 00:00:00,,19103,Pennsylvania,1-Philadelphia City (20 mi.),2,898.00
2386977,2017-04-28 00:00:00,,19106,Pennsylvania,1-Philadelphia City (20 mi.),U,898.00
2386408,2017-04-17 00:00:00,,19123,Pennsylvania,1-Philadelphia City (20 mi.),4,898.00
2388534,2017-07-21 00:00:00,2017-07-21 00:00:00,10024,New York,3-New York City (20 mi.),5,896.00
2388536,2017-07-21 00:00:00,,48103,Michigan,7-USA Balance,4,884.00
2388266,2017-06-26 00:00:00,,75208,Texas,7-USA Balance,4,882.00
444400,2017-05-08 00:00:00,,191183622,Pennsylvania,1-Philadelphia City (20 mi.),3,880.00
2393213,2017-09-18 00:00:00,,19143,Pennsylvania,1-Philadelphia City (20 mi.),U,879.00
2385751,2017-03-12 00:00:00,2020-04-27 00:00:00,19609,Pennsylvania,2-Greater Philadelphia(70 mi.),U,879.00
178552,2017-04-19 00:00:00,,19119,Pennsylvania,1-Philadelphia City (20 mi.),4,878.00
2385531,2017-02-26 00:00:00,2019-08-04 00:00:00,19106,Pennsylvania,1-Philadelphia City (20 mi.),4,876.00
2395441,2017-11-07 00:00:00,,19046,Pennsylvania,1-Philadelphia City (20 mi.),U,867.00
2388063,2017-06-11 00:00:00,,22902,Virginia,7-USA Balance,4,866.00
2391669,2017-09-05 00:00:00,,18954,Pennsylvania,2-Greater Philadelphia(70 mi.),5,860.00
903876,2017-09-10 00:00:00,,19106,Pennsylvania,1-Philadelphia City (20 mi.),5,850.00
2386110,2017-04-03 00:00:00,2017-04-04 00:00:00,19123,Pennsylvania,1-Philadelphia City (20 mi.),4,850.00
2387511,2017-05-15 00:00:00,,198024023,Delaware,2-Greater Philadelphia(70 mi.),5,850.00
2385993,2017-03-27 00:00:00,,19711,Delaware,2-Greater Philadelphia(70 mi.),1,848.00
2388596,2017-07-27 00:00:00,2017-07-27 00:00:00,19102,Pennsylvania,1-Philadelphia City (20 mi.),U,846.00
2385152,2017-02-11 00:00:00,2020-03-27 00:00:00,19147,Pennsylvania,1-Philadelphia City (20 mi.),U,843.00
2391043,2017-08-28 00:00:00,,19085,Pennsylvania,1-Philadelphia City (20 mi.),6,842.00
2387701,2017-05-18 00:00:00,,08088,New Jersey,2-Greater Philadelphia(70 mi.),5,840.00
2392252,2017-09-09 00:00:00,,84403,Utah,7-USA Balance,2,840.00
976128,2017-03-26 00:00:00,,081083240,New Jersey,1-Philadelphia City (20 mi.),4,838.00
2387353,2017-05-04 00:00:00,,19103,Pennsylvania,1-Philadelphia City (20 mi.),4,838.00
2384789,2017-02-05 00:00:00,,08016,New Jersey,1-Philadelphia City (20 mi.),3,836.00
2387112,2017-04-30 00:00:00,,08051,New Jersey,1-Philadelphia City (20 mi.),3,836.00
2387289,2017-05-03 00:00:00,,19081,Pennsylvania,1-Philadelphia City (20 mi.),4,836.00
2388323,2017-06-30 00:00:00,,19103,Pennsylvania,1-Philadelphia City (20 mi.),5,834.00
2392651,2017-09-13 00:00:00,,19072,Pennsylvania,1-Philadelphia City (20 mi.),U,826.00
2400063,2017-06-17 00:00:00,,19134,Pennsylvania,1-Philadelphia City (20 mi.),3,820.00
2388302,2017-06-28 00:00:00,,19144,Pennsylvania,1-Philadelphia City (20 mi.),2,820.00
2386311,2017-04-12 00:00:00,,19143,Pennsylvania,1-Philadelphia City (20 mi.),4,816.00
2384433,2017-01-27 00:00:00,,19050,Pennsylvania,1-Philadelphia City (20 mi.),U,814.00
2385020,2017-02-09 00:00:00,,08551,New Jersey,2-Greater Philadelphia(70 mi.),4,813.50
2385645,2017-02-13 00:00:00,2019-12-31 00:00:00,19103,Pennsylvania,1-Philadelphia City (20 mi.),3,810.00
2396178,2017-12-08 00:00:00,,19147,Pennsylvania,1-Philadelphia City (20 mi.),3,810.00
2388040,2017-06-07 00:00:00,,191062006,Pennsylvania,1-Philadelphia City (20 mi.),4,808.00
2389286,2017-09-17 00:00:00,,08108,New Jersey,1-Philadelphia City (20 mi.),4,800.00
2389256,2017-08-21 00:00:00,,20001,D.C.,4-DC (20 mi.),3,800.00
2396418,2017-12-23 00:00:00,,08648,New Jersey,2-Greater Philadelphia(70 mi.),3,798.00
2393620,2017-09-19 00:00:00,2020-04-01 00:00:00,19107,Pennsylvania,1-Philadelphia City (20 mi.),U,797.00
2396326,2017-12-19 00:00:00,,19604,Pennsylvania,2-Greater Philadelphia(70 mi.),5,797.00
2386242,2017-04-09 00:00:00,,07043,New Jersey,3-New York City (20 mi.),6,796.00
2388489,2017-07-18 00:00:00,,17268,Pennsylvania,5-NEC (140 mi. from Philly),U,791.00
2406958,2017-05-18 00:00:00,,19104,Pennsylvania,1-Philadelphia City (20 mi.),U,788.00
2391675,2017-09-05 00:00:00,,20015,D.C.,4-DC (20 mi.),5,785.00
260630,2017-09-11 00:00:00,,190101612,Pennsylvania,1-Philadelphia City (20 mi.),,780.00
2395070,2017-09-27 00:00:00,,19064,Pennsylvania,1-Philadelphia City (20 mi.),3,780.00
2392245,2017-09-09 00:00:00,,19066,Pennsylvania,1-Philadelphia City (20 mi.),5,780.00
2388476,2017-07-17 00:00:00,2017-12-31 00:00:00,19118,Pennsylvania,1-Philadelphia City (20 mi.),5,780.00
2388520,2017-07-20 00:00:00,,10075,New York,3-New York City (20 mi.),5,778.00
2393761,2017-09-19 00:00:00,,19130,Pennsylvania,1-Philadelphia City (20 mi.),4,775.00
