owner_no,First Order Date,First Contribution Date,postal_code,state_desc,geo_area_desc,OP Prelim Capacity,LTV Tkt Value,Lifetime Giving
510389,2010-04-29 00:00:00,,191461815,Pennsylvania,1-Philadelphia City (20 mi.),,316.00,
1654519,2010-04-29 00:00:00,,19512,Pennsylvania,2-Greater Philadelphia(70 mi.),3,462.00,
449880,2010-04-29 00:00:00,,330212959,Florida,7-USA Balance,4,258.00,
344729,2010-04-29 00:00:00,,344769195,Florida,7-USA Balance,2,308.80,
1760173,2010-04-29 00:00:00,2011-07-13 00:00:00,786345174,Texas,7-USA Balance,2,1283.00,$25
1654483,2010-04-29 00:00:00,,995153858,Alaska,7-USA Balance,,290.00,
1654014,2010-04-30 00:00:00,,08002,New Jersey,1-Philadelphia City (20 mi.),,210.00,
1654841,2010-04-30 00:00:00,1998-05-15 00:00:00,08003,New Jersey,1-Philadelphia City (20 mi.),,532.00,$50
220224,2010-04-30 00:00:00,2012-10-04 00:00:00,080572837,New Jersey,1-Philadelphia City (20 mi.),5,70.00,$25
427275,2010-04-30 00:00:00,,189142820,Pennsylvania,2-Greater Philadelphia(70 mi.),,204.00,
1654896,2010-04-30 00:00:00,,189401111,Pennsylvania,2-Greater Philadelphia(70 mi.),,104.00,
318768,2010-04-30 00:00:00,,19025,Pennsylvania,1-Philadelphia City (20 mi.),5,3470.00,
1654888,2010-04-30 00:00:00,,19063,Pennsylvania,1-Philadelphia City (20 mi.),,180.00,
166959,2010-04-30 00:00:00,,190873429,Pennsylvania,1-Philadelphia City (20 mi.),,2886.00,
711881,2010-04-30 00:00:00,,19102,Pennsylvania,1-Philadelphia City (20 mi.),,258.00,
1486297,2010-04-30 00:00:00,,19104-6024,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
1654832,2010-04-30 00:00:00,,191315411,Pennsylvania,1-Philadelphia City (20 mi.),,76.00,
1492205,2010-04-30 00:00:00,,191434221,Pennsylvania,1-Philadelphia City (20 mi.),,116.00,
1932951,2010-04-30 00:00:00,,191461479,Pennsylvania,1-Philadelphia City (20 mi.),2,204.00,
1654191,2010-04-30 00:00:00,,19403,Pennsylvania,1-Philadelphia City (20 mi.),,38.00,
447680,2010-04-30 00:00:00,,194605629,Pennsylvania,2-Greater Philadelphia(70 mi.),,258.00,
1654630,2010-04-30 00:00:00,,441296379,Ohio,7-USA Balance,,158.00,
1653483,2010-04-30 00:00:00,,891062709,Nevada,7-USA Balance,,10.00,
1655054,2010-05-01 00:00:00,,08033,New Jersey,1-Philadelphia City (20 mi.),,156.00,
1654961,2010-05-01 00:00:00,,18976,Pennsylvania,2-Greater Philadelphia(70 mi.),,420.00,
310372,2010-05-01 00:00:00,,190502316,Pennsylvania,1-Philadelphia City (20 mi.),4,178.00,
1655032,2010-05-01 00:00:00,,19063,Pennsylvania,1-Philadelphia City (20 mi.),,70.00,
1655014,2010-05-01 00:00:00,,19075,Pennsylvania,1-Philadelphia City (20 mi.),,76.00,
3973,2010-05-01 00:00:00,1992-12-21 00:00:00,190872024,Pennsylvania,1-Philadelphia City (20 mi.),5,2705.00,$200
2338902,2010-05-01 00:00:00,,19103,Pennsylvania,1-Philadelphia City (20 mi.),,432.00,
1585505,2010-05-01 00:00:00,,191034616,Pennsylvania,1-Philadelphia City (20 mi.),2,323.00,
1107932,2010-05-01 00:00:00,,19403,Pennsylvania,1-Philadelphia City (20 mi.),,176.00,
1654918,2010-05-01 00:00:00,,21012,Maryland,5-NEC (140 mi. from Philly),,420.00,
1655175,2010-05-02 00:00:00,,08059,New Jersey,1-Philadelphia City (20 mi.),,158.00,
1655080,2010-05-02 00:00:00,,08108,New Jersey,1-Philadelphia City (20 mi.),,141.00,
1267162,2010-05-02 00:00:00,,082347724,New Jersey,2-Greater Philadelphia(70 mi.),,210.00,
1655116,2010-05-02 00:00:00,,178371446,Pennsylvania,5-NEC (140 mi. from Philly),,158.00,
1655086,2010-05-02 00:00:00,,19072,Pennsylvania,1-Philadelphia City (20 mi.),,76.00,
1644720,2010-05-02 00:00:00,,19103,Pennsylvania,1-Philadelphia City (20 mi.),,84.00,
1655201,2010-05-02 00:00:00,,191031358,Pennsylvania,1-Philadelphia City (20 mi.),1,724.00,
1428987,2010-05-02 00:00:00,,191445653,Pennsylvania,1-Philadelphia City (20 mi.),4,70.00,
1655070,2010-05-02 00:00:00,,19147,Pennsylvania,1-Philadelphia City (20 mi.),,352.00,
2405317,2010-05-02 00:00:00,2018-01-26 00:00:00,19147,Pennsylvania,1-Philadelphia City (20 mi.),2,399.00,$10
1655179,2010-05-02 00:00:00,,193551014,Pennsylvania,2-Greater Philadelphia(70 mi.),5,635.00,
570584,2010-05-02 00:00:00,,19380,Pennsylvania,2-Greater Philadelphia(70 mi.),4,460.00,
2383602,2010-05-02 00:00:00,,19426,Pennsylvania,2-Greater Philadelphia(70 mi.),2,510.00,
1655402,2010-05-03 00:00:00,,08022,New Jersey,2-Greater Philadelphia(70 mi.),,359.00,
1130461,2010-05-03 00:00:00,,080351637,New Jersey,1-Philadelphia City (20 mi.),3,2309.00,
1269587,2010-05-03 00:00:00,,080791622,New Jersey,2-Greater Philadelphia(70 mi.),3,6238.50,
1655236,2010-05-03 00:00:00,,08540,New Jersey,2-Greater Philadelphia(70 mi.),,0.00,
1655413,2010-05-03 00:00:00,,100385201,New York,3-New York City (20 mi.),5,352.00,
941226,2010-05-03 00:00:00,,178219616,Pennsylvania,5-NEC (140 mi. from Philly),,76.00,
1655387,2010-05-03 00:00:00,,18901,Pennsylvania,2-Greater Philadelphia(70 mi.),,210.00,
821341,2010-05-03 00:00:00,,189013008,Pennsylvania,2-Greater Philadelphia(70 mi.),5,10171.50,
1482452,2010-05-03 00:00:00,,190272606,Pennsylvania,1-Philadelphia City (20 mi.),1,816.00,
1655385,2010-05-03 00:00:00,,19067,Pennsylvania,2-Greater Philadelphia(70 mi.),5,1986.00,
734249,2010-05-03 00:00:00,,190674437,Pennsylvania,2-Greater Philadelphia(70 mi.),,315.00,
1655243,2010-05-03 00:00:00,,190810428,Pennsylvania,1-Philadelphia City (20 mi.),,327.00,
363147,2010-05-03 00:00:00,,190831108,Pennsylvania,1-Philadelphia City (20 mi.),,258.00,
1513193,2010-05-03 00:00:00,,19107,Pennsylvania,1-Philadelphia City (20 mi.),,30.00,
1655398,2010-05-03 00:00:00,,19107,Pennsylvania,1-Philadelphia City (20 mi.),,316.00,
1655373,2010-05-03 00:00:00,,19119,Pennsylvania,1-Philadelphia City (20 mi.),,136.00,
1493094,2010-05-03 00:00:00,,19119,Pennsylvania,1-Philadelphia City (20 mi.),4,484.00,
1227169,2010-05-03 00:00:00,,191192815,Pennsylvania,1-Philadelphia City (20 mi.),5,330.00,
1655365,2010-05-03 00:00:00,,19122,Pennsylvania,1-Philadelphia City (20 mi.),4,1017.00,
1655265,2010-05-03 00:00:00,,19143,Pennsylvania,1-Philadelphia City (20 mi.),,76.00,
1655295,2010-05-03 00:00:00,,191433732,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
64755,2010-05-03 00:00:00,2011-03-07 00:00:00,191454424,Pennsylvania,1-Philadelphia City (20 mi.),3,390.00,$25
823042,2010-05-03 00:00:00,,19146,Pennsylvania,1-Philadelphia City (20 mi.),,729.50,
1671311,2010-05-03 00:00:00,,19146,Pennsylvania,1-Philadelphia City (20 mi.),1,334.00,
1300817,2010-05-03 00:00:00,,191472734,Pennsylvania,1-Philadelphia City (20 mi.),U,0.00,
1655363,2010-05-03 00:00:00,,191473021,Pennsylvania,1-Philadelphia City (20 mi.),4,150.00,
1614212,2010-05-03 00:00:00,,19454,Pennsylvania,1-Philadelphia City (20 mi.),4,186.00,
1655273,2010-05-03 00:00:00,,19701,Delaware,2-Greater Philadelphia(70 mi.),,70.00,
1655341,2010-05-03 00:00:00,,27516,North Carolina,7-USA Balance,U,549.00,
1355469,2010-05-04 00:00:00,,08054,New Jersey,1-Philadelphia City (20 mi.),5,210.00,
1655629,2010-05-04 00:00:00,,085340906,New Jersey,2-Greater Philadelphia(70 mi.),,233.00,
1655566,2010-05-04 00:00:00,,100130536,New York,3-New York City (20 mi.),,150.00,
1655540,2010-05-04 00:00:00,,176021942,Pennsylvania,2-Greater Philadelphia(70 mi.),,42.00,
1655598,2010-05-04 00:00:00,,18018,Pennsylvania,2-Greater Philadelphia(70 mi.),,80.00,
1655613,2010-05-04 00:00:00,,19006,Pennsylvania,1-Philadelphia City (20 mi.),,136.00,
593462,2010-05-04 00:00:00,,190263224,Pennsylvania,1-Philadelphia City (20 mi.),,3274.74,
560718,2010-05-04 00:00:00,2012-03-30 00:00:00,19027,Pennsylvania,1-Philadelphia City (20 mi.),2,7032.00,$210
504579,2010-05-04 00:00:00,,190632343,Pennsylvania,1-Philadelphia City (20 mi.),,61.00,
1655664,2010-05-04 00:00:00,,19067,Pennsylvania,2-Greater Philadelphia(70 mi.),,100.00,
261045,2010-05-04 00:00:00,,190722134,Pennsylvania,1-Philadelphia City (20 mi.),,1254.00,
1496198,2010-05-04 00:00:00,,19078,Pennsylvania,1-Philadelphia City (20 mi.),3,1092.00,
257120,2010-05-04 00:00:00,2016-04-04 00:00:00,190874610,Pennsylvania,1-Philadelphia City (20 mi.),5,4128.99,$200
448750,2010-05-04 00:00:00,,191043517,Pennsylvania,1-Philadelphia City (20 mi.),1,1557.00,
16743,2010-05-04 00:00:00,,191064303,Pennsylvania,1-Philadelphia City (20 mi.),,210.00,
1655539,2010-05-04 00:00:00,,19107,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
1655474,2010-05-04 00:00:00,,19121,Pennsylvania,1-Philadelphia City (20 mi.),,76.00,
1655538,2010-05-04 00:00:00,,19145,Pennsylvania,1-Philadelphia City (20 mi.),,208.00,
1655570,2010-05-04 00:00:00,,19145,Pennsylvania,1-Philadelphia City (20 mi.),,217.00,
1655575,2010-05-04 00:00:00,,19145,Pennsylvania,1-Philadelphia City (20 mi.),,105.00,
1578164,2010-05-04 00:00:00,,19147,Pennsylvania,1-Philadelphia City (20 mi.),,2370.00,
474937,2010-05-04 00:00:00,,19147,Pennsylvania,1-Philadelphia City (20 mi.),3,4094.00,
63068,2010-05-04 00:00:00,,193122082,Pennsylvania,1-Philadelphia City (20 mi.),4,2308.00,
1655487,2010-05-04 00:00:00,,19403,Pennsylvania,1-Philadelphia City (20 mi.),,258.00,
1655497,2010-05-04 00:00:00,,19966,Delaware,5-NEC (140 mi. from Philly),5,802.00,
556209,2010-05-04 00:00:00,,295720031,South Carolina,7-USA Balance,,677.50,
1655442,2010-05-04 00:00:00,,97210,Oregon,7-USA Balance,,387.00,
1655595,2010-05-04 00:00:00,,99645,Alaska,7-USA Balance,,210.00,
1655793,2010-05-05 00:00:00,,080123452,New Jersey,1-Philadelphia City (20 mi.),3,238.00,
966365,2010-05-05 00:00:00,,080212857,New Jersey,1-Philadelphia City (20 mi.),,104.00,
1753097,2010-05-05 00:00:00,,08053,New Jersey,1-Philadelphia City (20 mi.),,158.00,
1231417,2010-05-05 00:00:00,2016-04-20 00:00:00,08075,New Jersey,1-Philadelphia City (20 mi.),3,495.00,$10
1655735,2010-05-05 00:00:00,,08089,New Jersey,2-Greater Philadelphia(70 mi.),,104.00,
1655808,2010-05-05 00:00:00,,08648,New Jersey,2-Greater Philadelphia(70 mi.),,50.00,
1628682,2010-05-05 00:00:00,,100122822,New York,3-New York City (20 mi.),,40.00,
1591041,2010-05-05 00:00:00,,18069,Pennsylvania,2-Greater Philadelphia(70 mi.),3,3496.00,
1611706,2010-05-05 00:00:00,,19001,Pennsylvania,1-Philadelphia City (20 mi.),4,310.00,
1655752,2010-05-05 00:00:00,,19004,Pennsylvania,1-Philadelphia City (20 mi.),,208.00,
811676,2010-05-05 00:00:00,,190102056,Pennsylvania,1-Philadelphia City (20 mi.),,290.00,
1655768,2010-05-05 00:00:00,,19031,Pennsylvania,1-Philadelphia City (20 mi.),,176.00,
1655686,2010-05-05 00:00:00,,19041,Pennsylvania,1-Philadelphia City (20 mi.),U,499.00,
562628,2010-05-05 00:00:00,1995-02-27 00:00:00,190411229,Pennsylvania,1-Philadelphia City (20 mi.),3,692.25,$100
361352,2010-05-05 00:00:00,,190722413,Pennsylvania,1-Philadelphia City (20 mi.),,30.00,
268714,2010-05-05 00:00:00,,190822810,Pennsylvania,1-Philadelphia City (20 mi.),,104.00,
1385530,2010-05-05 00:00:00,,19096,Pennsylvania,1-Philadelphia City (20 mi.),2,412.00,
1655865,2010-05-05 00:00:00,,19102,Pennsylvania,1-Philadelphia City (20 mi.),,84.00,
1524312,2010-05-05 00:00:00,2010-10-18 00:00:00,19102,Pennsylvania,1-Philadelphia City (20 mi.),3,510.00,$10
333346,2010-05-05 00:00:00,,191152610,Pennsylvania,1-Philadelphia City (20 mi.),3,40.00,
1582739,2010-05-05 00:00:00,,19118,Pennsylvania,1-Philadelphia City (20 mi.),,376.00,
1511850,2010-05-05 00:00:00,,191302410,Pennsylvania,1-Philadelphia City (20 mi.),,20.00,
1447036,2010-05-05 00:00:00,,19131,Pennsylvania,1-Philadelphia City (20 mi.),,344.00,
697252,2010-05-05 00:00:00,,191471326,Pennsylvania,1-Philadelphia City (20 mi.),5,3271.00,
1613425,2010-05-05 00:00:00,,193201655,Pennsylvania,2-Greater Philadelphia(70 mi.),3,546.00,
1373096,2010-05-05 00:00:00,,193552234,Pennsylvania,2-Greater Philadelphia(70 mi.),6,1700.00,
1655687,2010-05-05 00:00:00,,19380,Pennsylvania,2-Greater Philadelphia(70 mi.),,88.00,
2374960,2010-05-05 00:00:00,,19382,Pennsylvania,2-Greater Philadelphia(70 mi.),5,3123.50,
982910,2010-05-05 00:00:00,,19426,Pennsylvania,2-Greater Philadelphia(70 mi.),2,84.00,
1655815,2010-05-05 00:00:00,,212201745,Maryland,5-NEC (140 mi. from Philly),2,374.00,
1655845,2010-05-05 00:00:00,,33180,Florida,7-USA Balance,,20.00,
1655835,2010-05-05 00:00:00,,405119544,Kentucky,7-USA Balance,,35.00,
1655846,2010-05-05 00:00:00,2010-05-19 00:00:00,808071500,Colorado,7-USA Balance,3,1698.00,$189
1650211,2010-05-05 00:00:00,,92336,California,7-USA Balance,,116.00,
1291072,2010-05-06 00:00:00,,070866843,New Jersey,3-New York City (20 mi.),,173.00,
3143,2010-05-06 00:00:00,,08003,New Jersey,1-Philadelphia City (20 mi.),5,105.00,
129616,2010-05-06 00:00:00,,080333821,New Jersey,1-Philadelphia City (20 mi.),,0.00,
954698,2010-05-06 00:00:00,,080543066,New Jersey,1-Philadelphia City (20 mi.),,3106.50,
1655953,2010-05-06 00:00:00,,19002,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
189463,2010-05-06 00:00:00,,190203091,Pennsylvania,1-Philadelphia City (20 mi.),,270.00,
533124,2010-05-06 00:00:00,,190387603,Pennsylvania,1-Philadelphia City (20 mi.),3,1180.00,
774172,2010-05-06 00:00:00,,190642941,Pennsylvania,1-Philadelphia City (20 mi.),4,60.00,
71810,2010-05-06 00:00:00,,190781403,Pennsylvania,1-Philadelphia City (20 mi.),,10.00,
1655957,2010-05-06 00:00:00,,19087,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
1655889,2010-05-06 00:00:00,,19102,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
1595837,2010-05-06 00:00:00,2011-05-06 00:00:00,19106,Pennsylvania,1-Philadelphia City (20 mi.),5,9180.90,$15436
1655951,2010-05-06 00:00:00,,19107,Pennsylvania,1-Philadelphia City (20 mi.),,210.00,
1656115,2010-05-06 00:00:00,,19107,Pennsylvania,1-Philadelphia City (20 mi.),,100.00,
1656147,2010-05-06 00:00:00,,19116,Pennsylvania,1-Philadelphia City (20 mi.),,20.00,
1656056,2010-05-06 00:00:00,,19118,Pennsylvania,1-Philadelphia City (20 mi.),,204.00,
980630,2010-05-06 00:00:00,,191193310,Pennsylvania,1-Philadelphia City (20 mi.),,258.00,
976126,2010-05-06 00:00:00,,191284203,Pennsylvania,1-Philadelphia City (20 mi.),,630.00,
1655979,2010-05-06 00:00:00,,19145,Pennsylvania,1-Philadelphia City (20 mi.),,20.00,
1656069,2010-05-06 00:00:00,,191464539,Pennsylvania,1-Philadelphia City (20 mi.),1,346.00,
1656066,2010-05-06 00:00:00,,191512404,Pennsylvania,1-Philadelphia City (20 mi.),,50.00,
1656111,2010-05-06 00:00:00,,194658080,Pennsylvania,2-Greater Philadelphia(70 mi.),4,388.00,
523576,2010-05-06 00:00:00,,199013852,Delaware,2-Greater Philadelphia(70 mi.),4,1700.00,
1329291,2010-05-06 00:00:00,,294556401,South Carolina,7-USA Balance,1,258.00,
1656017,2010-05-06 00:00:00,,303052774,Georgia,7-USA Balance,,315.00,
1655627,2010-05-06 00:00:00,,342365625,Florida,7-USA Balance,,20.00,
1656357,2010-05-07 00:00:00,,07042,New Jersey,3-New York City (20 mi.),4,178.00,
1656047,2010-05-07 00:00:00,,08055,New Jersey,1-Philadelphia City (20 mi.),,0.00,
582,2010-05-07 00:00:00,,080572014,New Jersey,1-Philadelphia City (20 mi.),,210.00,
581684,2010-05-07 00:00:00,2013-04-17 00:00:00,080701706,New Jersey,2-Greater Philadelphia(70 mi.),3,4045.00,$489
237954,2010-05-07 00:00:00,,081081424,New Jersey,1-Philadelphia City (20 mi.),,0.00,
1656507,2010-05-07 00:00:00,,08328,New Jersey,2-Greater Philadelphia(70 mi.),2,372.00,
1656385,2010-05-07 00:00:00,,08330,New Jersey,2-Greater Philadelphia(70 mi.),1,450.00,
286361,2010-05-07 00:00:00,,083326420,New Jersey,2-Greater Philadelphia(70 mi.),4,336.00,
305234,2010-05-07 00:00:00,,085404602,New Jersey,2-Greater Philadelphia(70 mi.),5,190.00,
1655932,2010-05-07 00:00:00,,111042815,New York,3-New York City (20 mi.),,140.00,
1424554,2010-05-07 00:00:00,,12184,New York,6-NEC (210 mi. from Philly),,210.00,
1656488,2010-05-07 00:00:00,,145271555,New York,6-NEC (210 mi. from Philly),,20.00,
1631929,2010-05-07 00:00:00,2014-05-18 00:00:00,19004,Pennsylvania,1-Philadelphia City (20 mi.),4,4913.50,$700
1656418,2010-05-07 00:00:00,,190205309,Pennsylvania,1-Philadelphia City (20 mi.),1,127.00,
374235,2010-05-07 00:00:00,,190251617,Pennsylvania,1-Philadelphia City (20 mi.),,210.00,
1611205,2010-05-07 00:00:00,,190351251,Pennsylvania,1-Philadelphia City (20 mi.),,104.00,
1766027,2010-05-07 00:00:00,,19046,Pennsylvania,1-Philadelphia City (20 mi.),,105.00,
462414,2010-05-07 00:00:00,,191192624,Pennsylvania,1-Philadelphia City (20 mi.),,50.00,
1656495,2010-05-07 00:00:00,,19121,Pennsylvania,1-Philadelphia City (20 mi.),,10.00,
1656043,2010-05-07 00:00:00,,191222955,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
1656214,2010-05-07 00:00:00,,19130,Pennsylvania,1-Philadelphia City (20 mi.),,53.00,
1775576,2010-05-07 00:00:00,2012-11-02 00:00:00,191303941,Pennsylvania,1-Philadelphia City (20 mi.),2,163.80,$50
810525,2010-05-07 00:00:00,,191363034,Pennsylvania,1-Philadelphia City (20 mi.),,595.00,
1575699,2010-05-07 00:00:00,,191393624,Pennsylvania,1-Philadelphia City (20 mi.),,30.00,
1656408,2010-05-07 00:00:00,,19144,Pennsylvania,1-Philadelphia City (20 mi.),,20.00,
1656414,2010-05-07 00:00:00,,19146,Pennsylvania,1-Philadelphia City (20 mi.),,14.00,
790317,2010-05-07 00:00:00,,191464908,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
1656206,2010-05-07 00:00:00,,19147,Pennsylvania,1-Philadelphia City (20 mi.),,105.00,
497507,2010-05-07 00:00:00,,19147,Pennsylvania,1-Philadelphia City (20 mi.),3,1390.00,
1344031,2010-05-07 00:00:00,,19148,Pennsylvania,1-Philadelphia City (20 mi.),,20.00,
1507349,2010-05-07 00:00:00,,19149,Pennsylvania,1-Philadelphia City (20 mi.),,270.00,
504775,2010-05-07 00:00:00,,19153,Pennsylvania,1-Philadelphia City (20 mi.),2,289.00,
990186,2010-05-07 00:00:00,,19403,Pennsylvania,1-Philadelphia City (20 mi.),,317.85,
1656157,2010-05-07 00:00:00,,194462542,Pennsylvania,2-Greater Philadelphia(70 mi.),5,424.00,
1484142,2010-05-07 00:00:00,,19707,Delaware,2-Greater Philadelphia(70 mi.),U,256.00,
1598662,2010-05-07 00:00:00,,303263325,Georgia,7-USA Balance,,246.00,
1429035,2010-05-07 00:00:00,,334773902,Florida,7-USA Balance,,0.00,
1495176,2010-05-07 00:00:00,,600604325,Illinois,7-USA Balance,,0.00,
1656217,2010-05-07 00:00:00,,98112,Washington,7-USA Balance,,136.00,
1656698,2010-05-08 00:00:00,2010-12-28 00:00:00,08060,New Jersey,2-Greater Philadelphia(70 mi.),3,5030.00,$1731
5988,2010-05-08 00:00:00,,080752844,New Jersey,1-Philadelphia City (20 mi.),,52.00,
1656550,2010-05-08 00:00:00,,105918503,New York,5-NEC (140 mi. from Philly),,110.00,
1461534,2010-05-08 00:00:00,,18925,Pennsylvania,2-Greater Philadelphia(70 mi.),3,378.00,
182406,2010-05-08 00:00:00,,191076262,Pennsylvania,1-Philadelphia City (20 mi.),5,35.00,
468069,2010-05-08 00:00:00,,19111,Pennsylvania,1-Philadelphia City (20 mi.),4,3138.00,
522238,2010-05-08 00:00:00,,191301139,Pennsylvania,1-Philadelphia City (20 mi.),1,40.00,
1656663,2010-05-08 00:00:00,,19139,Pennsylvania,1-Philadelphia City (20 mi.),,50.00,
1656630,2010-05-08 00:00:00,,19143,Pennsylvania,1-Philadelphia City (20 mi.),,20.00,
1434944,2010-05-08 00:00:00,,19148,Pennsylvania,1-Philadelphia City (20 mi.),,278.00,
1636585,2010-05-08 00:00:00,,191482907,Pennsylvania,1-Philadelphia City (20 mi.),1,150.00,
1656628,2010-05-08 00:00:00,,19320,Pennsylvania,2-Greater Philadelphia(70 mi.),,136.00,
1436783,2010-05-08 00:00:00,,19460,Pennsylvania,2-Greater Philadelphia(70 mi.),,20.00,
1656569,2010-05-08 00:00:00,,19518,Pennsylvania,2-Greater Philadelphia(70 mi.),,173.00,
1656621,2010-05-08 00:00:00,,301435148,Georgia,7-USA Balance,,76.00,
1656834,2010-05-09 00:00:00,,071114123,New Jersey,3-New York City (20 mi.),,18.00,
1656872,2010-05-09 00:00:00,,08003,New Jersey,1-Philadelphia City (20 mi.),,204.00,
711157,2010-05-09 00:00:00,,080332816,New Jersey,1-Philadelphia City (20 mi.),4,100.00,
1656772,2010-05-09 00:00:00,,08043,New Jersey,1-Philadelphia City (20 mi.),,173.00,
551288,2010-05-09 00:00:00,,080552037,New Jersey,1-Philadelphia City (20 mi.),3,852.00,
795695,2010-05-09 00:00:00,,08080,New Jersey,1-Philadelphia City (20 mi.),,20.00,
1656737,2010-05-09 00:00:00,,085345151,New Jersey,2-Greater Philadelphia(70 mi.),2,489.00,
707025,2010-05-09 00:00:00,,085501601,New Jersey,2-Greater Philadelphia(70 mi.),,30.00,
1656871,2010-05-09 00:00:00,,100237456,New York,3-New York City (20 mi.),,136.00,
1236224,2010-05-09 00:00:00,,19082,Pennsylvania,1-Philadelphia City (20 mi.),,5.00,
1258639,2010-05-09 00:00:00,,191025049,Pennsylvania,1-Philadelphia City (20 mi.),,20.00,
1656735,2010-05-09 00:00:00,,19103,Pennsylvania,1-Philadelphia City (20 mi.),,86.00,
1392378,2010-05-09 00:00:00,,19104,Pennsylvania,1-Philadelphia City (20 mi.),,105.00,
1656788,2010-05-09 00:00:00,,19104,Pennsylvania,1-Philadelphia City (20 mi.),,60.00,
1656835,2010-05-09 00:00:00,,19104,Pennsylvania,1-Philadelphia City (20 mi.),,10.00,
1656855,2010-05-09 00:00:00,,19104,Pennsylvania,1-Philadelphia City (20 mi.),,80.00,
1636073,2010-05-09 00:00:00,,19111,Pennsylvania,1-Philadelphia City (20 mi.),,136.00,
48291,2010-05-09 00:00:00,,19146,Pennsylvania,1-Philadelphia City (20 mi.),,8377.25,
1618345,2010-05-09 00:00:00,,19148,Pennsylvania,1-Philadelphia City (20 mi.),,20.00,
1433293,2010-05-09 00:00:00,2014-09-23 00:00:00,19151,Pennsylvania,1-Philadelphia City (20 mi.),1,1347.00,$458.37
1635631,2010-05-09 00:00:00,,193509150,Pennsylvania,2-Greater Philadelphia(70 mi.),,258.00,
1656892,2010-05-09 00:00:00,,19382,Pennsylvania,2-Greater Philadelphia(70 mi.),,173.00,
16283,2010-05-09 00:00:00,,194465558,Pennsylvania,2-Greater Philadelphia(70 mi.),,58.00,
1656766,2010-05-09 00:00:00,,19807,Delaware,2-Greater Philadelphia(70 mi.),,0.00,
1548538,2010-05-09 00:00:00,,802052712,Colorado,7-USA Balance,,173.00,
1657102,2010-05-10 00:00:00,,08002,New Jersey,1-Philadelphia City (20 mi.),3,569.00,
1479237,2010-05-10 00:00:00,,08108,New Jersey,1-Philadelphia City (20 mi.),,662.25,
1551906,2010-05-10 00:00:00,,10025,New York,3-New York City (20 mi.),5,166.00,
1567442,2010-05-10 00:00:00,,117132740,New York,5-NEC (140 mi. from Philly),,100.00,
1657098,2010-05-10 00:00:00,,18969,Pennsylvania,2-Greater Philadelphia(70 mi.),,20.00,
1657087,2010-05-10 00:00:00,,19003,Pennsylvania,1-Philadelphia City (20 mi.),,612.00,
241972,2010-05-10 00:00:00,,190411861,Pennsylvania,1-Philadelphia City (20 mi.),,100.00,
1656940,2010-05-10 00:00:00,,19046,Pennsylvania,1-Philadelphia City (20 mi.),,210.00,
1647164,2010-05-10 00:00:00,,19063,Pennsylvania,1-Philadelphia City (20 mi.),4,248.00,
1656764,2010-05-10 00:00:00,,19073,Pennsylvania,1-Philadelphia City (20 mi.),4,904.00,
1943437,2010-05-10 00:00:00,,19096,Pennsylvania,1-Philadelphia City (20 mi.),,38.00,
2417433,2010-05-10 00:00:00,,19106,Pennsylvania,1-Philadelphia City (20 mi.),4,1145.00,
1656962,2010-05-10 00:00:00,,19107,Pennsylvania,1-Philadelphia City (20 mi.),2,4926.00,
1415362,2010-05-10 00:00:00,,191182708,Pennsylvania,1-Philadelphia City (20 mi.),,100.00,
1657113,2010-05-10 00:00:00,,191452245,Pennsylvania,1-Philadelphia City (20 mi.),,35.00,
794139,2010-05-10 00:00:00,2017-02-05 00:00:00,191452501,Pennsylvania,1-Philadelphia City (20 mi.),1,3443.00,$15
270299,2010-05-10 00:00:00,,191474502,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
1657000,2010-05-10 00:00:00,,19335,Pennsylvania,2-Greater Philadelphia(70 mi.),,0.00,
1656960,2010-05-10 00:00:00,2013-10-16 00:00:00,19348,Pennsylvania,2-Greater Philadelphia(70 mi.),5,1220.00,$100
1657058,2010-05-10 00:00:00,,19380,Pennsylvania,2-Greater Philadelphia(70 mi.),3,4752.00,
1400923,2010-05-10 00:00:00,,280311262,North Carolina,7-USA Balance,,70.00,
1657014,2010-05-10 00:00:00,,381035968,Tennessee,7-USA Balance,,20.00,
724227,2010-05-10 00:00:00,,606053650,Illinois,7-USA Balance,1,150.00,
1578686,2010-05-10 00:00:00,,80477,Colorado,7-USA Balance,,30.00,
1656967,2010-05-10 00:00:00,,85268,Arizona,7-USA Balance,,129.00,
1639507,2010-05-11 00:00:00,,02445,Massachusetts,7-USA Balance,,35.00,
1657152,2010-05-11 00:00:00,,079222616,New Jersey,2-Greater Philadelphia(70 mi.),,220.00,
1449331,2010-05-11 00:00:00,,08043,New Jersey,1-Philadelphia City (20 mi.),,0.00,
1657143,2010-05-11 00:00:00,,080506250,New Jersey,2-Greater Philadelphia(70 mi.),,315.00,
