owner_no,First Order Date,First Contribution Date,postal_code,state_desc,geo_area_desc,OP Prelim Capacity,LTV Tkt Value,Lifetime Giving
1305689,2010-01-07 00:00:00,,19044,Pennsylvania,1-Philadelphia City (20 mi.),5,1165.00,
653683,2010-01-07 00:00:00,,190961812,Pennsylvania,1-Philadelphia City (20 mi.),,94.50,
1623613,2010-01-07 00:00:00,,21210,Maryland,5-NEC (140 mi. from Philly),,270.00,
1623472,2010-01-07 00:00:00,,28804,North Carolina,7-USA Balance,,78.00,
1588447,2010-01-07 00:00:00,,97202,Oregon,7-USA Balance,4,292.00,
1623798,2010-01-08 00:00:00,,190025008,Pennsylvania,1-Philadelphia City (20 mi.),,192.00,
1616647,2010-01-08 00:00:00,,19096,Pennsylvania,1-Philadelphia City (20 mi.),,714.00,
787608,2010-01-08 00:00:00,,194441043,Pennsylvania,1-Philadelphia City (20 mi.),2,293.00,
1623973,2010-01-08 00:00:00,,549138110,Wisconsin,7-USA Balance,,238.00,
583473,2010-01-09 00:00:00,,189142322,Pennsylvania,2-Greater Philadelphia(70 mi.),4,432.00,
1624337,2010-01-10 00:00:00,,08057,New Jersey,1-Philadelphia City (20 mi.),,236.00,
1623914,2010-01-10 00:00:00,,190721209,Pennsylvania,1-Philadelphia City (20 mi.),,270.00,
773259,2010-01-10 00:00:00,,190872649,Pennsylvania,1-Philadelphia City (20 mi.),,192.00,
1624250,2010-01-10 00:00:00,,191461032,Pennsylvania,1-Philadelphia City (20 mi.),,60.00,
1624234,2010-01-10 00:00:00,,208154440,Maryland,4-DC (20 mi.),,238.00,
1624218,2010-01-10 00:00:00,,21914,Maryland,2-Greater Philadelphia(70 mi.),4,1090.00,
1616483,2010-01-12 00:00:00,,068315155,Connecticut,5-NEC (140 mi. from Philly),,190.00,
1624761,2010-01-12 00:00:00,,08103,New Jersey,1-Philadelphia City (20 mi.),,119.00,
792808,2010-01-12 00:00:00,,084017933,New Jersey,2-Greater Philadelphia(70 mi.),,48.00,
1577133,2010-01-12 00:00:00,,08530,New Jersey,2-Greater Philadelphia(70 mi.),,96.00,
527813,2010-01-12 00:00:00,,189662152,Pennsylvania,1-Philadelphia City (20 mi.),,270.00,
1624664,2010-01-12 00:00:00,,19129,Pennsylvania,1-Philadelphia City (20 mi.),,10.00,
1506069,2010-01-13 00:00:00,,08065,New Jersey,1-Philadelphia City (20 mi.),4,62.00,
1409728,2010-01-13 00:00:00,,18929,Pennsylvania,2-Greater Philadelphia(70 mi.),6,856.00,
1625160,2010-01-13 00:00:00,,34135,Florida,7-USA Balance,,562.00,
1625426,2010-01-14 00:00:00,,20165,Virginia,5-NEC (140 mi. from Philly),,192.00,
1625684,2010-01-15 00:00:00,2014-09-19 00:00:00,100052701,New York,3-New York City (20 mi.),,0.00,$200
1625705,2010-01-15 00:00:00,,190042429,Pennsylvania,1-Philadelphia City (20 mi.),4,1166.00,
760015,2010-01-15 00:00:00,,190721242,Pennsylvania,1-Philadelphia City (20 mi.),,215.00,
1597259,2010-01-15 00:00:00,,19103,Pennsylvania,1-Philadelphia City (20 mi.),,190.00,
1625810,2010-01-15 00:00:00,,191381331,Pennsylvania,1-Philadelphia City (20 mi.),1,254.00,
1625879,2010-01-15 00:00:00,,303064537,Georgia,7-USA Balance,2,40.00,
1626075,2010-01-16 00:00:00,,900274101,California,7-USA Balance,,60.00,
275683,2010-01-17 00:00:00,,180412328,Pennsylvania,2-Greater Philadelphia(70 mi.),,70.00,
717567,2010-01-17 00:00:00,,194262993,Pennsylvania,2-Greater Philadelphia(70 mi.),,270.00,
1626499,2010-01-18 00:00:00,,16802,Pennsylvania,6-NEC (210 mi. from Philly),,192.00,
1626347,2010-01-18 00:00:00,,17870,Pennsylvania,5-NEC (140 mi. from Philly),,54.00,
305180,2010-01-18 00:00:00,,189692700,Pennsylvania,2-Greater Philadelphia(70 mi.),,379.00,
1331626,2010-01-18 00:00:00,,19083,Pennsylvania,1-Philadelphia City (20 mi.),,3983.00,
1626326,2010-01-18 00:00:00,,191461509,Pennsylvania,1-Philadelphia City (20 mi.),4,1838.00,
1592635,2010-01-18 00:00:00,,194012071,Pennsylvania,1-Philadelphia City (20 mi.),,166.00,
1100610,2010-01-18 00:00:00,,222013500,Virginia,4-DC (20 mi.),,192.00,
1626376,2010-01-18 00:00:00,,432123508,Ohio,7-USA Balance,,95.00,
1626479,2010-01-18 00:00:00,,94105,California,7-USA Balance,,427.00,
1626732,2010-01-19 00:00:00,,08054,New Jersey,1-Philadelphia City (20 mi.),,20.00,
1263512,2010-01-19 00:00:00,,191115506,Pennsylvania,1-Philadelphia City (20 mi.),,20.00,
1626641,2010-01-19 00:00:00,,21218,Maryland,5-NEC (140 mi. from Philly),4,658.00,
1103276,2010-01-20 00:00:00,,082447209,New Jersey,2-Greater Philadelphia(70 mi.),,70.00,
254194,2010-01-20 00:00:00,,191061018,Pennsylvania,1-Philadelphia City (20 mi.),4,810.00,
1627022,2010-01-20 00:00:00,,20854,Maryland,4-DC (20 mi.),,1030.00,
1627355,2010-01-21 00:00:00,,06437,Connecticut,6-NEC (210 mi. from Philly),,590.00,
589733,2010-01-21 00:00:00,2005-10-17 00:00:00,070903227,New Jersey,2-Greater Philadelphia(70 mi.),3,129.00,$50
1627366,2010-01-21 00:00:00,,13215,New York,7-USA Balance,,20.00,
1556147,2010-01-21 00:00:00,,190671630,Pennsylvania,2-Greater Philadelphia(70 mi.),,60.00,
32722,2010-01-21 00:00:00,,190852023,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
379913,2010-01-21 00:00:00,,190951700,Pennsylvania,1-Philadelphia City (20 mi.),,238.00,
320886,2010-01-21 00:00:00,,193422202,Pennsylvania,1-Philadelphia City (20 mi.),,270.00,
1627691,2010-01-23 00:00:00,,19126,Pennsylvania,1-Philadelphia City (20 mi.),,8.00,
494941,2010-01-23 00:00:00,2017-06-24 00:00:00,191472945,Pennsylvania,1-Philadelphia City (20 mi.),3,291.00,$20
1237988,2010-01-23 00:00:00,,19355,Pennsylvania,2-Greater Philadelphia(70 mi.),4,1034.00,
775192,2010-01-24 00:00:00,,081083105,New Jersey,1-Philadelphia City (20 mi.),4,1193.00,
1628035,2010-01-24 00:00:00,,08341,New Jersey,2-Greater Philadelphia(70 mi.),4,302.00,
1627922,2010-01-24 00:00:00,,10012,New York,3-New York City (20 mi.),,144.00,
362802,2010-01-25 00:00:00,,085621534,New Jersey,2-Greater Philadelphia(70 mi.),,595.00,
482855,2010-01-25 00:00:00,2018-05-07 00:00:00,101287851,New York,3-New York City (20 mi.),4,1297.00,$29
1628235,2010-01-25 00:00:00,,18062,Pennsylvania,2-Greater Philadelphia(70 mi.),,70.00,
1628329,2010-01-25 00:00:00,,18504,Pennsylvania,5-NEC (140 mi. from Philly),,10.00,
1403154,2010-01-25 00:00:00,,19003,Pennsylvania,1-Philadelphia City (20 mi.),4,558.00,
1628198,2010-01-25 00:00:00,,190387959,Pennsylvania,1-Philadelphia City (20 mi.),,74.00,
1591205,2010-01-25 00:00:00,,19073,Pennsylvania,1-Philadelphia City (20 mi.),3,3276.50,
1397794,2010-01-25 00:00:00,,19132,Pennsylvania,1-Philadelphia City (20 mi.),,156.00,
1486411,2010-01-25 00:00:00,,19301,Pennsylvania,1-Philadelphia City (20 mi.),,238.00,
476406,2010-01-25 00:00:00,2011-07-14 00:00:00,223142237,Virginia,4-DC (20 mi.),4,5027.00,$675
954775,2010-01-26 00:00:00,,10001,New York,3-New York City (20 mi.),U,438.00,
1475103,2010-01-26 00:00:00,,18017,Pennsylvania,2-Greater Philadelphia(70 mi.),,476.00,
1332634,2010-01-26 00:00:00,,19018,Pennsylvania,1-Philadelphia City (20 mi.),,288.00,
73997,2010-01-26 00:00:00,,190351402,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
1628347,2010-01-26 00:00:00,,190501115,Pennsylvania,1-Philadelphia City (20 mi.),,238.00,
1628484,2010-01-26 00:00:00,,19072,Pennsylvania,1-Philadelphia City (20 mi.),5,1185.00,
914889,2010-01-26 00:00:00,,19102,Pennsylvania,1-Philadelphia City (20 mi.),,10142.00,
1628536,2010-01-26 00:00:00,,19146,Pennsylvania,1-Philadelphia City (20 mi.),,78.00,
1628412,2010-01-26 00:00:00,,19422,Pennsylvania,1-Philadelphia City (20 mi.),,190.00,
1628514,2010-01-26 00:00:00,,19464,Pennsylvania,2-Greater Philadelphia(70 mi.),,48.00,
1628568,2010-01-26 00:00:00,,19970,Delaware,5-NEC (140 mi. from Philly),,270.00,
1628549,2010-01-26 00:00:00,,20815,Maryland,4-DC (20 mi.),,270.00,
1596793,2010-01-26 00:00:00,,30144,Georgia,7-USA Balance,,190.00,
1628409,2010-01-26 00:00:00,,330761848,Florida,7-USA Balance,U,2331.00,
1594780,2010-01-26 00:00:00,,342433822,Florida,7-USA Balance,,95.00,
1100803,2010-01-27 00:00:00,,028425364,Rhode Island,7-USA Balance,,190.00,
1628812,2010-01-27 00:00:00,,08210,New Jersey,2-Greater Philadelphia(70 mi.),4,1214.00,
1201166,2010-01-27 00:00:00,,170280367,Pennsylvania,5-NEC (140 mi. from Philly),,190.00,
1597625,2010-01-27 00:00:00,,189381453,Pennsylvania,2-Greater Philadelphia(70 mi.),,190.00,
1628819,2010-01-27 00:00:00,,19053,Pennsylvania,1-Philadelphia City (20 mi.),,60.00,
549272,2010-01-27 00:00:00,,190963811,Pennsylvania,1-Philadelphia City (20 mi.),,478.00,
2700,2010-01-27 00:00:00,,19103,Pennsylvania,1-Philadelphia City (20 mi.),,190.00,
1594725,2010-01-27 00:00:00,,19103,Pennsylvania,1-Philadelphia City (20 mi.),,95.00,
1623559,2010-01-27 00:00:00,,19103,Pennsylvania,1-Philadelphia City (20 mi.),,190.00,
1628686,2010-01-27 00:00:00,,19103,Pennsylvania,1-Philadelphia City (20 mi.),,190.00,
1628754,2010-01-27 00:00:00,,19128,Pennsylvania,1-Philadelphia City (20 mi.),,216.00,
190662,2010-01-27 00:00:00,,19130,Pennsylvania,1-Philadelphia City (20 mi.),4,987.00,
2378120,2010-01-27 00:00:00,,19147,Pennsylvania,1-Philadelphia City (20 mi.),,95.00,
1621921,2010-01-28 00:00:00,,08691,New Jersey,2-Greater Philadelphia(70 mi.),4,882.00,
4900,2010-01-28 00:00:00,,190013527,Pennsylvania,1-Philadelphia City (20 mi.),3,424.00,
1628894,2010-01-28 00:00:00,,19103,Pennsylvania,1-Philadelphia City (20 mi.),,190.00,
163979,2010-01-28 00:00:00,,19106,Pennsylvania,1-Philadelphia City (20 mi.),,95.00,
1597290,2010-01-29 00:00:00,,08332,New Jersey,2-Greater Philadelphia(70 mi.),,190.00,
1629193,2010-01-29 00:00:00,,145801772,New York,7-USA Balance,,189.00,
1629165,2010-01-29 00:00:00,,19102,Pennsylvania,1-Philadelphia City (20 mi.),,144.00,
1553927,2010-01-29 00:00:00,,191045514,Pennsylvania,1-Philadelphia City (20 mi.),,135.00,
614863,2010-01-29 00:00:00,,191191835,Pennsylvania,1-Philadelphia City (20 mi.),3,300.00,
670736,2010-01-29 00:00:00,,191303105,Pennsylvania,1-Philadelphia City (20 mi.),,269.00,
930191,2010-01-29 00:00:00,,191475115,Pennsylvania,1-Philadelphia City (20 mi.),,40.00,
1547006,2010-01-29 00:00:00,2011-07-29 00:00:00,19154,Pennsylvania,1-Philadelphia City (20 mi.),4,474.00,$10
1597270,2010-01-29 00:00:00,,920376301,California,7-USA Balance,,190.00,
1629408,2010-01-30 00:00:00,,08088,New Jersey,2-Greater Philadelphia(70 mi.),,214.00,
1629286,2010-01-30 00:00:00,,08690,New Jersey,2-Greater Philadelphia(70 mi.),,60.00,
683809,2010-01-31 00:00:00,,070522641,New Jersey,3-New York City (20 mi.),,270.00,
1591036,2010-01-31 00:00:00,,14850,New York,6-NEC (210 mi. from Philly),,119.00,
1629493,2010-01-31 00:00:00,,152212618,Pennsylvania,7-USA Balance,,50.00,
1406117,2010-01-31 00:00:00,,19146,Pennsylvania,1-Philadelphia City (20 mi.),5,1328.00,
1629474,2010-01-31 00:00:00,,193804680,Pennsylvania,2-Greater Philadelphia(70 mi.),,156.00,
1629734,2010-02-01 00:00:00,,19001,Pennsylvania,1-Philadelphia City (20 mi.),4,641.00,
718282,2010-02-01 00:00:00,,191023009,Pennsylvania,1-Philadelphia City (20 mi.),,760.00,
1322525,2010-02-01 00:00:00,,191031041,Pennsylvania,1-Philadelphia City (20 mi.),,192.00,
2399299,2010-02-01 00:00:00,,19125,Pennsylvania,1-Philadelphia City (20 mi.),2,130.00,
1443291,2010-02-02 00:00:00,,070921927,New Jersey,2-Greater Philadelphia(70 mi.),4,386.00,
198083,2010-02-02 00:00:00,,190641629,Pennsylvania,1-Philadelphia City (20 mi.),,238.00,
1629864,2010-02-02 00:00:00,,19102,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
1451549,2010-02-02 00:00:00,,191036410,Pennsylvania,1-Philadelphia City (20 mi.),,95.00,
1629870,2010-02-02 00:00:00,,288043616,North Carolina,7-USA Balance,,238.00,
370134,2010-02-03 00:00:00,,080888521,New Jersey,2-Greater Philadelphia(70 mi.),4,456.00,
1630075,2010-02-03 00:00:00,,18914,Pennsylvania,2-Greater Philadelphia(70 mi.),,270.00,
1488241,2010-02-03 00:00:00,,18974,Pennsylvania,1-Philadelphia City (20 mi.),,357.00,
508087,2010-02-03 00:00:00,,190812414,Pennsylvania,1-Philadelphia City (20 mi.),3,432.00,
1570011,2010-02-03 00:00:00,,19147,Pennsylvania,1-Philadelphia City (20 mi.),4,115.00,
1630704,2010-02-03 00:00:00,,19711,Delaware,2-Greater Philadelphia(70 mi.),,292.00,
1630654,2010-02-03 00:00:00,,900496328,California,7-USA Balance,,192.00,
1246516,2010-02-04 00:00:00,,17857,Pennsylvania,5-NEC (140 mi. from Philly),,192.00,
961834,2010-02-04 00:00:00,,190833721,Pennsylvania,1-Philadelphia City (20 mi.),,238.00,
90431,2010-02-04 00:00:00,,191034814,Pennsylvania,1-Philadelphia City (20 mi.),,270.00,
246013,2010-02-04 00:00:00,1991-09-24 00:00:00,19114,Pennsylvania,1-Philadelphia City (20 mi.),4,687.00,$103852.39
398746,2010-02-05 00:00:00,,080622512,New Jersey,1-Philadelphia City (20 mi.),4,371.00,
1458725,2010-02-05 00:00:00,,08251,New Jersey,2-Greater Philadelphia(70 mi.),5,781.00,
1631065,2010-02-05 00:00:00,,10028,New York,3-New York City (20 mi.),,192.00,
1631060,2010-02-05 00:00:00,,18901,Pennsylvania,2-Greater Philadelphia(70 mi.),,270.00,
1263436,2010-02-05 00:00:00,,190852003,Pennsylvania,1-Philadelphia City (20 mi.),6,1010.00,
1631129,2010-02-05 00:00:00,,19107,Pennsylvania,1-Philadelphia City (20 mi.),2,556.00,
1631132,2010-02-05 00:00:00,,21012,Maryland,5-NEC (140 mi. from Philly),6,1050.00,
1631191,2010-02-06 00:00:00,,08203,New Jersey,2-Greater Philadelphia(70 mi.),,238.00,
84543,2010-02-06 00:00:00,,19107,Pennsylvania,1-Philadelphia City (20 mi.),7,498.00,
1631325,2010-02-07 00:00:00,2012-11-05 00:00:00,18017,Pennsylvania,2-Greater Philadelphia(70 mi.),5,1500.00,$25
1631368,2010-02-07 00:00:00,,19060,Pennsylvania,1-Philadelphia City (20 mi.),,238.00,
1631299,2010-02-07 00:00:00,,19096,Pennsylvania,1-Philadelphia City (20 mi.),4,242.00,
1631355,2010-02-07 00:00:00,,19103,Pennsylvania,1-Philadelphia City (20 mi.),,238.00,
1573732,2010-02-07 00:00:00,2012-10-09 00:00:00,19437,Pennsylvania,1-Philadelphia City (20 mi.),1,6121.00,$1060
1631555,2010-02-08 00:00:00,,07506,New Jersey,3-New York City (20 mi.),4,25.00,
584651,2010-02-08 00:00:00,2013-03-13 00:00:00,10010,New York,3-New York City (20 mi.),,101.00,$250
1631508,2010-02-08 00:00:00,,18902,Pennsylvania,2-Greater Philadelphia(70 mi.),,273.00,
1609717,2010-02-08 00:00:00,,191017646,Pennsylvania,1-Philadelphia City (20 mi.),5,0.00,
1342693,2010-02-08 00:00:00,,19119,Pennsylvania,1-Philadelphia City (20 mi.),,144.00,
815712,2010-02-08 00:00:00,,191284930,Pennsylvania,1-Philadelphia City (20 mi.),,20.00,
1556447,2010-02-08 00:00:00,,19301,Pennsylvania,1-Philadelphia City (20 mi.),,236.00,
1631397,2010-02-08 00:00:00,2010-02-08 00:00:00,60464,Illinois,7-USA Balance,4,3023.00,$100
1631516,2010-02-08 00:00:00,,981036215,Washington,7-USA Balance,,30.00,
158080,2010-02-09 00:00:00,2014-03-20 00:00:00,080351821,New Jersey,1-Philadelphia City (20 mi.),4,596.00,$65
1631662,2010-02-09 00:00:00,,105663431,New York,5-NEC (140 mi. from Philly),,192.00,
1242841,2010-02-09 00:00:00,,19078,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
1631642,2010-02-09 00:00:00,,19102,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
1498827,2010-02-09 00:00:00,,19103,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
360996,2010-02-09 00:00:00,,19106,Pennsylvania,1-Philadelphia City (20 mi.),4,35.00,
341961,2010-02-09 00:00:00,,191224617,Pennsylvania,1-Philadelphia City (20 mi.),,750.00,
1631594,2010-02-09 00:00:00,,191231455,Pennsylvania,1-Philadelphia City (20 mi.),,238.00,
2373789,2010-02-09 00:00:00,,19128,Pennsylvania,1-Philadelphia City (20 mi.),3,10.00,
1474173,2010-02-09 00:00:00,,191462026,Pennsylvania,1-Philadelphia City (20 mi.),,471.00,
1779934,2010-02-09 00:00:00,2017-12-22 00:00:00,19147,Pennsylvania,1-Philadelphia City (20 mi.),4,733.00,$150
1631692,2010-02-09 00:00:00,,193428835,Pennsylvania,1-Philadelphia City (20 mi.),,238.00,
1631856,2010-02-10 00:00:00,,100014946,New York,3-New York City (20 mi.),,96.00,
1517696,2010-02-10 00:00:00,,128331211,New York,7-USA Balance,,20.00,
60309,2010-02-10 00:00:00,,190866909,Pennsylvania,1-Philadelphia City (20 mi.),,238.00,
1631486,2010-02-10 00:00:00,,19104,Pennsylvania,1-Philadelphia City (20 mi.),,448.00,
1631901,2010-02-10 00:00:00,,19130,Pennsylvania,1-Philadelphia City (20 mi.),,380.00,
1631814,2010-02-10 00:00:00,,193421047,Pennsylvania,1-Philadelphia City (20 mi.),,140.00,
575497,2010-02-11 00:00:00,,080573029,New Jersey,1-Philadelphia City (20 mi.),,92.00,
1632067,2010-02-11 00:00:00,,08080,New Jersey,1-Philadelphia City (20 mi.),,252.00,
464347,2010-02-11 00:00:00,,080801413,New Jersey,1-Philadelphia City (20 mi.),,238.00,
263742,2010-02-11 00:00:00,,080814947,New Jersey,1-Philadelphia City (20 mi.),,214.00,
1602255,2010-02-11 00:00:00,,08085,New Jersey,1-Philadelphia City (20 mi.),,357.00,
1632142,2010-02-11 00:00:00,,08109,New Jersey,1-Philadelphia City (20 mi.),,270.00,
1484124,2010-02-11 00:00:00,,08540,New Jersey,2-Greater Philadelphia(70 mi.),,0.00,
2371622,2010-02-11 00:00:00,,10023,New York,3-New York City (20 mi.),5,506.00,
1631946,2010-02-11 00:00:00,,11215,New York,3-New York City (20 mi.),,94.00,
2304027,2010-02-11 00:00:00,2019-08-16 00:00:00,19002,Pennsylvania,1-Philadelphia City (20 mi.),5,2745.00,$25
1503946,2010-02-11 00:00:00,,19063,Pennsylvania,1-Philadelphia City (20 mi.),,60.00,
1677,2010-02-11 00:00:00,1994-03-09 00:00:00,191063906,Pennsylvania,1-Philadelphia City (20 mi.),5,604.00,$1415
1483772,2010-02-11 00:00:00,,19130,Pennsylvania,1-Philadelphia City (20 mi.),2,505.00,
344433,2010-02-11 00:00:00,,193121971,Pennsylvania,1-Philadelphia City (20 mi.),6,0.00,
1632027,2010-02-11 00:00:00,,208772816,Maryland,4-DC (20 mi.),4,684.00,
1632127,2010-02-11 00:00:00,,234552062,Virginia,7-USA Balance,1,358.00,
1485329,2010-02-12 00:00:00,,112252965,New York,3-New York City (20 mi.),,60.00,
1418984,2010-02-12 00:00:00,,18940,Pennsylvania,2-Greater Philadelphia(70 mi.),4,96.00,
694284,2010-02-12 00:00:00,,189401440,Pennsylvania,2-Greater Philadelphia(70 mi.),,492.00,
1632346,2010-02-12 00:00:00,,190101116,Pennsylvania,1-Philadelphia City (20 mi.),,20.00,
377226,2010-02-12 00:00:00,,190874524,Pennsylvania,1-Philadelphia City (20 mi.),2,1140.00,
1632172,2010-02-12 00:00:00,,19107,Pennsylvania,1-Philadelphia City (20 mi.),,118.00,
89647,2010-02-12 00:00:00,,191191225,Pennsylvania,1-Philadelphia City (20 mi.),,432.00,
1468079,2010-02-12 00:00:00,,19382,Pennsylvania,2-Greater Philadelphia(70 mi.),,0.00,
1632395,2010-02-12 00:00:00,,19382,Pennsylvania,2-Greater Philadelphia(70 mi.),,292.00,
1632232,2010-02-12 00:00:00,,19520,Pennsylvania,2-Greater Philadelphia(70 mi.),,420.00,
2329855,2010-02-12 00:00:00,2015-06-10 00:00:00,208172132,Maryland,4-DC (20 mi.),7,5417.00,$70
982425,2010-02-12 00:00:00,,598402931,Montana,7-USA Balance,,0.00,
259891,2010-02-13 00:00:00,,080609666,New Jersey,2-Greater Philadelphia(70 mi.),,140.00,
1632611,2010-02-13 00:00:00,,10017,New York,3-New York City (20 mi.),,10.00,
1577436,2010-02-13 00:00:00,,165061912,Pennsylvania,7-USA Balance,,46.00,
218133,2010-02-13 00:00:00,,190632224,Pennsylvania,1-Philadelphia City (20 mi.),,190.00,
807396,2010-02-13 00:00:00,,190961715,Pennsylvania,1-Philadelphia City (20 mi.),4,310.00,
151411,2010-02-13 00:00:00,,191445812,Pennsylvania,1-Philadelphia City (20 mi.),,140.00,
1632523,2010-02-13 00:00:00,,193178228,Pennsylvania,2-Greater Philadelphia(70 mi.),,285.00,
487267,2010-02-13 00:00:00,,785042177,Texas,7-USA Balance,,1190.00,
1632722,2010-02-14 00:00:00,,08106,New Jersey,1-Philadelphia City (20 mi.),,260.00,
1632804,2010-02-14 00:00:00,,176022107,Pennsylvania,2-Greater Philadelphia(70 mi.),,96.00,
342603,2010-02-14 00:00:00,1992-03-31 00:00:00,190272343,Pennsylvania,1-Philadelphia City (20 mi.),6,1374.00,$227
1574720,2010-02-14 00:00:00,,19130,Pennsylvania,1-Philadelphia City (20 mi.),,20.00,
1632759,2010-02-14 00:00:00,,97006,Oregon,7-USA Balance,,60.00,
1632894,2010-02-15 00:00:00,,06057,Connecticut,6-NEC (210 mi. from Philly),,156.00,
1491282,2010-02-15 00:00:00,,08065,New Jersey,1-Philadelphia City (20 mi.),,236.00,
2375362,2010-02-15 00:00:00,,17015,Pennsylvania,5-NEC (140 mi. from Philly),4,366.00,
1632860,2010-02-15 00:00:00,,18042,Pennsylvania,2-Greater Philadelphia(70 mi.),3,222.00,
913502,2010-02-15 00:00:00,,19064,Pennsylvania,1-Philadelphia City (20 mi.),,238.00,
475818,2010-02-15 00:00:00,,190871034,Pennsylvania,1-Philadelphia City (20 mi.),4,352.00,
1631628,2010-02-15 00:00:00,,19102,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
1631630,2010-02-15 00:00:00,,19102,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
192942,2010-02-15 00:00:00,2014-03-03 00:00:00,19106,Pennsylvania,1-Philadelphia City (20 mi.),5,4325.00,$400
2347927,2010-02-15 00:00:00,,19123,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
2395902,2010-02-15 00:00:00,,19128,Pennsylvania,1-Philadelphia City (20 mi.),,315.00,
748540,2010-02-15 00:00:00,,191303205,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
1632998,2010-02-15 00:00:00,,191461117,Pennsylvania,1-Philadelphia City (20 mi.),,192.00,
1249862,2010-02-15 00:00:00,,19148,Pennsylvania,1-Philadelphia City (20 mi.),,178.00,
1299210,2010-02-15 00:00:00,2011-06-27 00:00:00,19350,Pennsylvania,2-Greater Philadelphia(70 mi.),4,4734.00,$54.4
1633005,2010-02-15 00:00:00,,193552620,Pennsylvania,2-Greater Philadelphia(70 mi.),,353.25,
1632868,2010-02-15 00:00:00,,19380,Pennsylvania,2-Greater Philadelphia(70 mi.),4,494.00,
1633011,2010-02-16 00:00:00,,02478,Massachusetts,7-USA Balance,,50.00,
591963,2010-02-16 00:00:00,,081041329,New Jersey,1-Philadelphia City (20 mi.),2,8.00,
721441,2010-02-16 00:00:00,,082154414,New Jersey,2-Greater Philadelphia(70 mi.),2,838.00,
1633029,2010-02-16 00:00:00,,10023,New York,3-New York City (20 mi.),,59.00,
988997,2010-02-16 00:00:00,,10034,New York,3-New York City (20 mi.),U,216.00,
670868,2010-02-16 00:00:00,,10065,New York,3-New York City (20 mi.),U,907.00,
1633012,2010-02-16 00:00:00,,11530,New York,3-New York City (20 mi.),,50.00,
155411,2010-02-16 00:00:00,,170671746,Pennsylvania,2-Greater Philadelphia(70 mi.),3,394.00,
1633018,2010-02-16 00:00:00,,190023624,Pennsylvania,1-Philadelphia City (20 mi.),,20.00,
410120,2010-02-16 00:00:00,,190387121,Pennsylvania,1-Philadelphia City (20 mi.),4,596.00,
1247478,2010-02-16 00:00:00,,19086,Pennsylvania,1-Philadelphia City (20 mi.),,72.00,
