owner_no,order_dt,Count of order_no,channel_desc,MOS_desc,delivery_desc,tot_ticket_paid_amt,tot_contribution_paid_amt,facility_desc,prod_season_desc,num_seats_pur
69529,2019-05-01 00:00:00,1,Mail,Ticketing,OP - US Mail,$1304,$2500,Academy of Music,Madame Butterfly,2
69529,2019-05-01 00:00:00,1,Mail,Ticketing,OP - US Mail,$1304,$2500,Academy of Music,The Love for Three Oranges,2
69529,2019-05-01 00:00:00,1,Mail,Ticketing,OP - US Mail,$1304,$2500,Academy of Music,Verdi's Requiem,2
69529,2019-05-01 00:00:00,1,Mail,Ticketing,OP - US Mail,$1304,$2500,FringeArts,Let Me Die,1
69529,2019-05-01 00:00:00,1,Mail,Ticketing,OP - US Mail,$1304,$2500,Perelman Theater,Semele,1
69529,2019-05-01 00:00:00,1,Mail,Ticketing,OP - US Mail,$1304,$2500,Suzanne Roberts,Denis & Katya,1
198503,2019-02-11 00:00:00,1,Web,Ticketing Web Subs,OP - US Mail,$1536,$2500,Academy of Music,Madame Butterfly,2
198503,2019-02-11 00:00:00,1,Web,Ticketing Web Subs,OP - US Mail,$1536,$2500,Academy of Music,The Love for Three Oranges,3
198503,2019-02-11 00:00:00,1,Web,Ticketing Web Subs,OP - US Mail,$1536,$2500,Academy of Music,Verdi's Requiem,2
262155,2019-04-05 00:00:00,1,Mail,Ticketing,OP - US Mail,$688,$2500,Academy of Music,Madame Butterfly,2
262155,2019-04-05 00:00:00,1,Mail,Ticketing,OP - US Mail,$688,$2500,Academy of Music,The Love for Three Oranges,2
262155,2019-04-05 00:00:00,1,Mail,Ticketing,OP - US Mail,$688,$2500,Academy of Music,Verdi's Requiem,2
272163,2019-04-12 00:00:00,1,Web,Ticketing Web Subs,OP - US Mail,$1830,$2500,Academy of Music,Madame Butterfly,3
272163,2019-04-12 00:00:00,1,Web,Ticketing Web Subs,OP - US Mail,$1830,$2500,Academy of Music,The Love for Three Oranges,3
272163,2019-04-12 00:00:00,1,Web,Ticketing Web Subs,OP - US Mail,$1830,$2500,Academy of Music,Verdi's Requiem,3
382404,2019-04-18 00:00:00,1,Phone,Ticketing,OP - US Mail,$1268,$2500,Academy of Music,Madame Butterfly,2
382404,2019-04-18 00:00:00,1,Phone,Ticketing,OP - US Mail,$1268,$2500,Academy of Music,The Love for Three Oranges,2
382404,2019-04-18 00:00:00,1,Phone,Ticketing,OP - US Mail,$1268,$2500,Academy of Music,Verdi's Requiem,2
382404,2019-04-18 00:00:00,1,Phone,Ticketing,OP - US Mail,$1268,$2500,FringeArts,Let Me Die,2
382404,2019-04-18 00:00:00,1,Phone,Ticketing,OP - US Mail,$1268,$2500,Perelman Theater,Semele,2
720249,2019-05-02 00:00:00,1,Internal Request,Ticketing,OP - US Mail,$1830,$2500,Academy of Music,Madame Butterfly,3
720249,2019-05-02 00:00:00,1,Internal Request,Ticketing,OP - US Mail,$1830,$2500,Academy of Music,The Love for Three Oranges,3
720249,2019-05-02 00:00:00,1,Internal Request,Ticketing,OP - US Mail,$1830,$2500,Academy of Music,Verdi's Requiem,3
1585388,2019-04-15 00:00:00,1,Phone,Ticketing,VIP,$0,$2500,Academy of Music,Dress Rehearsals,3
2139997,2019-04-19 00:00:00,1,Phone,Ticketing,VIP,$816,$2500,Academy of Music,Madame Butterfly,2
2139997,2019-04-19 00:00:00,1,Phone,Ticketing,VIP,$816,$2500,Academy of Music,The Love for Three Oranges,2
2139997,2019-04-19 00:00:00,1,Phone,Ticketing,VIP,$816,$2500,Academy of Music,Verdi's Requiem,2
2357180,2019-03-31 00:00:00,1,Web,Ticketing Web Subs,OP - US Mail,$1392,$2500,Academy of Music,Madame Butterfly,2
2357180,2019-03-31 00:00:00,1,Web,Ticketing Web Subs,OP - US Mail,$1392,$2500,Academy of Music,The Love for Three Oranges,2
2357180,2019-03-31 00:00:00,1,Web,Ticketing Web Subs,OP - US Mail,$1392,$2500,Academy of Music,Verdi's Requiem,2
2357180,2019-03-31 00:00:00,1,Web,Ticketing Web Subs,OP - US Mail,$1392,$2500,FringeArts,Let Me Die,2
582956,2019-04-23 00:00:00,1,Web,Ticketing Web Subs,Email Print at Home,$394,$1500,Academy of Music,Madame Butterfly,2
582956,2019-04-23 00:00:00,1,Web,Ticketing Web Subs,Email Print at Home,$394,$1500,Academy of Music,The Love for Three Oranges,2
582956,2019-04-23 00:00:00,1,Web,Ticketing Web Subs,Email Print at Home,$394,$1500,Academy of Music,Verdi's Requiem,2
10447,2019-04-04 00:00:00,1,Web,Ticketing Web Subs,OP - US Mail,$778,$1000,Academy of Music,Madame Butterfly,2
10447,2019-04-04 00:00:00,1,Web,Ticketing Web Subs,OP - US Mail,$778,$1000,Academy of Music,The Love for Three Oranges,2
10447,2019-04-04 00:00:00,1,Web,Ticketing Web Subs,OP - US Mail,$778,$1000,Academy of Music,Verdi's Requiem,2
17638,2019-03-18 00:00:00,1,Web,Ticketing Web Subs,OP - US Mail,$458,$1000,Academy of Music,Madame Butterfly,1
17638,2019-03-18 00:00:00,1,Web,Ticketing Web Subs,OP - US Mail,$458,$1000,Academy of Music,The Love for Three Oranges,1
17638,2019-03-18 00:00:00,1,Web,Ticketing Web Subs,OP - US Mail,$458,$1000,Academy of Music,Verdi's Requiem,1
87704,2019-04-09 00:00:00,1,Phone,Ticketing,OP - US Mail,$916,$1000,Academy of Music,Madame Butterfly,2
87704,2019-04-09 00:00:00,1,Phone,Ticketing,OP - US Mail,$916,$1000,Academy of Music,The Love for Three Oranges,2
87704,2019-04-09 00:00:00,1,Phone,Ticketing,OP - US Mail,$916,$1000,Academy of Music,Verdi's Requiem,2
116519,2019-03-04 00:00:00,1,Walk Up,Ticketing,OP - US Mail,$976,$1000,Academy of Music,Madame Butterfly,2
116519,2019-03-04 00:00:00,1,Walk Up,Ticketing,OP - US Mail,$976,$1000,Academy of Music,The Love for Three Oranges,2
116519,2019-03-04 00:00:00,1,Walk Up,Ticketing,OP - US Mail,$976,$1000,Academy of Music,Verdi's Requiem,2
116519,2019-03-04 00:00:00,1,Walk Up,Ticketing,OP - US Mail,$976,$1000,Perelman Theater,Semele,2
221752,2019-05-03 00:00:00,1,Phone,Ticketing,OP - US Mail,$360,$1000,Academy of Music,Madame Butterfly,1
221752,2019-05-03 00:00:00,1,Phone,Ticketing,OP - US Mail,$360,$1000,Academy of Music,The Love for Three Oranges,1
221752,2019-05-03 00:00:00,1,Phone,Ticketing,OP - US Mail,$360,$1000,Academy of Music,Verdi's Requiem,1
221752,2019-05-03 00:00:00,1,Phone,Ticketing,OP - US Mail,$360,$1000,Perelman Theater,Semele,1
972278,2019-03-18 00:00:00,1,Phone,Ticketing,OP - US Mail,$1296,$1000,Academy of Music,Madame Butterfly,6
972278,2019-03-18 00:00:00,1,Phone,Ticketing,OP - US Mail,$1296,$1000,Academy of Music,The Love for Three Oranges,6
972278,2019-03-18 00:00:00,1,Phone,Ticketing,OP - US Mail,$1296,$1000,Academy of Music,Verdi's Requiem,6
2386327,2019-06-25 00:00:00,1,Phone,Ticketing,OP - US Mail,$1350,$1000,Academy of Music,Madame Butterfly,2
2386327,2019-06-25 00:00:00,1,Phone,Ticketing,OP - US Mail,$1350,$1000,Academy of Music,The Love for Three Oranges,2
2386327,2019-06-25 00:00:00,1,Phone,Ticketing,OP - US Mail,$1350,$1000,Academy of Music,Verdi's Requiem,2
2386327,2019-06-25 00:00:00,1,Phone,Ticketing,OP - US Mail,$1350,$1000,FringeArts,Let Me Die,2
2386327,2019-06-25 00:00:00,1,Phone,Ticketing,OP - US Mail,$1350,$1000,Perelman Theater,Semele,2
2386327,2019-06-25 00:00:00,1,Phone,Ticketing,OP - US Mail,$1350,$1000,Suzanne Roberts,Denis & Katya,2
150423,2019-04-03 00:00:00,1,Mail,Ticketing,OP - US Mail,$394,$750,Academy of Music,Madame Butterfly,1
150423,2019-04-03 00:00:00,1,Mail,Ticketing,OP - US Mail,$394,$750,Academy of Music,The Love for Three Oranges,1
150423,2019-04-03 00:00:00,1,Mail,Ticketing,OP - US Mail,$394,$750,Academy of Music,Verdi's Requiem,1
150423,2019-04-03 00:00:00,1,Mail,Ticketing,OP - US Mail,$394,$750,Perelman Theater,Semele,1
165057,2019-04-05 00:00:00,1,Mail,Ticketing,OP - US Mail,$216,$620,Academy of Music,Madame Butterfly,1
165057,2019-04-05 00:00:00,1,Mail,Ticketing,OP - US Mail,$216,$620,Academy of Music,The Love for Three Oranges,1
165057,2019-04-05 00:00:00,1,Mail,Ticketing,OP - US Mail,$216,$620,Academy of Music,Verdi's Requiem,1
2136271,2019-04-12 00:00:00,1,Phone,Ticketing,OP - US Mail,$1224,$550,Academy of Music,Madame Butterfly,4
2136271,2019-04-12 00:00:00,1,Phone,Ticketing,OP - US Mail,$1224,$550,Academy of Music,The Love for Three Oranges,4
2136271,2019-04-12 00:00:00,1,Phone,Ticketing,OP - US Mail,$1224,$550,Academy of Music,Verdi's Requiem,4
79711,2019-03-06 00:00:00,1,Web,Ticketing,OP - US Mail,$525,$532,Academy of Music,Madame Butterfly,1
79711,2019-03-06 00:00:00,1,Web,Ticketing,OP - US Mail,$525,$532,Academy of Music,The Love for Three Oranges,1
79711,2019-03-06 00:00:00,1,Web,Ticketing,OP - US Mail,$525,$532,Academy of Music,Verdi's Requiem,1
79711,2019-03-06 00:00:00,1,Web,Ticketing,OP - US Mail,$525,$532,Field Concert Hall,Curtis in Concert,2
79711,2019-03-06 00:00:00,1,Web,Ticketing,OP - US Mail,$525,$532,FringeArts,Let Me Die,1
79711,2019-03-06 00:00:00,1,Web,Ticketing,OP - US Mail,$525,$532,Perelman Theater,Semele,1
79711,2019-03-06 00:00:00,1,Web,Ticketing,OP - US Mail,$525,$532,Suzanne Roberts,Denis & Katya,1
5892,2019-04-09 00:00:00,1,Phone,Ticketing,BO - US Mail,$656,$500,Academy of Music,The Love for Three Oranges,2
5892,2019-04-09 00:00:00,1,Phone,Ticketing,BO - US Mail,$656,$500,Perelman Theater,Semele,2
26615,2019-03-22 00:00:00,1,Phone,Ticketing,OP - US Mail,$842,$500,Academy of Music,Madame Butterfly,2
26615,2019-03-22 00:00:00,1,Phone,Ticketing,OP - US Mail,$842,$500,Academy of Music,The Love for Three Oranges,2
26615,2019-03-22 00:00:00,1,Phone,Ticketing,OP - US Mail,$842,$500,Academy of Music,Verdi's Requiem,2
26615,2019-03-22 00:00:00,1,Phone,Ticketing,OP - US Mail,$842,$500,Perelman Theater,Semele,2
64081,2019-03-27 00:00:00,1,Web,Ticketing Web Subs,OP - US Mail,$1348,$500,Academy of Music,Madame Butterfly,2
64081,2019-03-27 00:00:00,1,Web,Ticketing Web Subs,OP - US Mail,$1348,$500,Academy of Music,The Love for Three Oranges,2
64081,2019-03-27 00:00:00,1,Web,Ticketing Web Subs,OP - US Mail,$1348,$500,Academy of Music,Verdi's Requiem,2
64081,2019-03-27 00:00:00,1,Web,Ticketing Web Subs,OP - US Mail,$1348,$500,Perelman Theater,Semele,1
84093,2019-04-01 00:00:00,1,Phone,Ticketing,OP - US Mail,$612,$500,Academy of Music,Madame Butterfly,2
84093,2019-04-01 00:00:00,1,Phone,Ticketing,OP - US Mail,$612,$500,Academy of Music,The Love for Three Oranges,2
84093,2019-04-01 00:00:00,1,Phone,Ticketing,OP - US Mail,$612,$500,Academy of Music,Verdi's Requiem,2
84134,2019-04-11 00:00:00,1,Mail,Ticketing,OP - US Mail,$496,$500,Academy of Music,Madame Butterfly,1
84134,2019-04-11 00:00:00,1,Mail,Ticketing,OP - US Mail,$496,$500,Academy of Music,The Love for Three Oranges,1
84134,2019-04-11 00:00:00,1,Mail,Ticketing,OP - US Mail,$496,$500,Academy of Music,Verdi's Requiem,1
95082,2019-04-10 00:00:00,1,Walk Up,Ticketing,OP - US Mail,$381,$500,Academy of Music,Madame Butterfly,1
95082,2019-04-10 00:00:00,1,Walk Up,Ticketing,OP - US Mail,$381,$500,Academy of Music,The Love for Three Oranges,1
95082,2019-04-10 00:00:00,1,Walk Up,Ticketing,OP - US Mail,$381,$500,Academy of Music,Verdi's Requiem,1
95082,2019-04-10 00:00:00,1,Walk Up,Ticketing,OP - US Mail,$381,$500,Perelman Theater,Semele,1
106282,2019-05-14 00:00:00,1,Phone,Ticketing,OP - US Mail,$992,$500,Academy of Music,Madame Butterfly,2
106282,2019-05-14 00:00:00,1,Phone,Ticketing,OP - US Mail,$992,$500,Academy of Music,The Love for Three Oranges,2
106282,2019-05-14 00:00:00,1,Phone,Ticketing,OP - US Mail,$992,$500,Academy of Music,Verdi's Requiem,2
112669,2019-04-30 00:00:00,1,Phone,Ticketing,OP - US Mail,$736,$500,Academy of Music,Madame Butterfly,2
112669,2019-04-30 00:00:00,1,Phone,Ticketing,OP - US Mail,$736,$500,Academy of Music,The Love for Three Oranges,2
113192,2019-04-01 00:00:00,1,Web,Ticketing Web Subs,OP - US Mail,$992,$500,Academy of Music,Madame Butterfly,2
113192,2019-04-01 00:00:00,1,Web,Ticketing Web Subs,OP - US Mail,$992,$500,Academy of Music,The Love for Three Oranges,2
113192,2019-04-01 00:00:00,1,Web,Ticketing Web Subs,OP - US Mail,$992,$500,Academy of Music,Verdi's Requiem,2
115167,2019-05-14 00:00:00,1,Phone,Ticketing,OP - US Mail,$548,$500,Academy of Music,Madame Butterfly,2
115167,2019-05-14 00:00:00,1,Phone,Ticketing,OP - US Mail,$548,$500,Academy of Music,The Love for Three Oranges,2
115167,2019-05-14 00:00:00,1,Phone,Ticketing,OP - US Mail,$548,$500,Academy of Music,Verdi's Requiem,2
129424,2019-03-14 00:00:00,1,Phone,Ticketing,OP - US Mail,$1374,$500,Academy of Music,Madame Butterfly,3
129424,2019-03-14 00:00:00,1,Phone,Ticketing,OP - US Mail,$1374,$500,Academy of Music,The Love for Three Oranges,3
129424,2019-03-14 00:00:00,1,Phone,Ticketing,OP - US Mail,$1374,$500,Academy of Music,Verdi's Requiem,3
269634,2019-04-12 00:00:00,1,ACH Deposit,Ticketing,OP - US Mail,$496,$500,Academy of Music,Madame Butterfly,1
269634,2019-04-12 00:00:00,1,ACH Deposit,Ticketing,OP - US Mail,$496,$500,Academy of Music,The Love for Three Oranges,1
269634,2019-04-12 00:00:00,1,ACH Deposit,Ticketing,OP - US Mail,$496,$500,Academy of Music,Verdi's Requiem,1
317871,2019-05-02 00:00:00,1,Phone,Ticketing,OP - US Mail,$1920,$500,Academy of Music,Madame Butterfly,3
317871,2019-05-02 00:00:00,1,Phone,Ticketing,OP - US Mail,$1920,$500,Academy of Music,The Love for Three Oranges,3
317871,2019-05-02 00:00:00,1,Phone,Ticketing,OP - US Mail,$1920,$500,Academy of Music,Verdi's Requiem,3
317871,2019-05-02 00:00:00,1,Phone,Ticketing,OP - US Mail,$1920,$500,Perelman Theater,Semele,3
369536,2019-04-19 00:00:00,1,Phone,Ticketing,OP - US Mail,$916,$500,Academy of Music,Madame Butterfly,2
369536,2019-04-19 00:00:00,1,Phone,Ticketing,OP - US Mail,$916,$500,Academy of Music,The Love for Three Oranges,2
369536,2019-04-19 00:00:00,1,Phone,Ticketing,OP - US Mail,$916,$500,Academy of Music,Verdi's Requiem,2
372114,2019-04-08 00:00:00,1,Phone,Ticketing,OP - US Mail,$916,$500,Academy of Music,Madame Butterfly,2
372114,2019-04-08 00:00:00,1,Phone,Ticketing,OP - US Mail,$916,$500,Academy of Music,The Love for Three Oranges,2
372114,2019-04-08 00:00:00,1,Phone,Ticketing,OP - US Mail,$916,$500,Academy of Music,Verdi's Requiem,2
372114,2019-04-08 00:00:00,1,Phone,Ticketing,OP - US Mail,$916,$500,FringeArts,Let Me Die,2
372114,2019-04-08 00:00:00,1,Phone,Ticketing,OP - US Mail,$916,$500,Perelman Theater,Semele,2
372114,2019-04-08 00:00:00,1,Phone,Ticketing,OP - US Mail,$916,$500,Suzanne Roberts,Denis & Katya,2
383485,2019-04-04 00:00:00,1,Web,Ticketing Web Subs,OP - US Mail,$688,$500,Academy of Music,Madame Butterfly,2
383485,2019-04-04 00:00:00,1,Web,Ticketing Web Subs,OP - US Mail,$688,$500,Academy of Music,The Love for Three Oranges,2
383485,2019-04-04 00:00:00,1,Web,Ticketing Web Subs,OP - US Mail,$688,$500,Academy of Music,Verdi's Requiem,2
388788,2019-04-01 00:00:00,1,Phone,Ticketing,OP - US Mail,$954,$500,Academy of Music,Madame Butterfly,2
388788,2019-04-01 00:00:00,1,Phone,Ticketing,OP - US Mail,$954,$500,Academy of Music,The Love for Three Oranges,2
388788,2019-04-01 00:00:00,1,Phone,Ticketing,OP - US Mail,$954,$500,Academy of Music,Verdi's Requiem,2
415664,2019-04-04 00:00:00,1,Phone,Ticketing,OP - US Mail,$772,$500,Academy of Music,Madame Butterfly,2
415664,2019-04-04 00:00:00,1,Phone,Ticketing,OP - US Mail,$772,$500,Academy of Music,The Love for Three Oranges,2
415664,2019-04-04 00:00:00,1,Phone,Ticketing,OP - US Mail,$772,$500,Academy of Music,Verdi's Requiem,2
415664,2019-04-04 00:00:00,1,Phone,Ticketing,OP - US Mail,$772,$500,FringeArts,Let Me Die,2
415664,2019-04-04 00:00:00,1,Phone,Ticketing,OP - US Mail,$772,$500,Perelman Theater,Semele,2
415664,2019-04-04 00:00:00,1,Phone,Ticketing,OP - US Mail,$772,$500,Suzanne Roberts,Denis & Katya,2
416855,2019-03-25 00:00:00,1,Phone,Ticketing,OP - US Mail,$1296,$500,Academy of Music,Madame Butterfly,2
416855,2019-03-25 00:00:00,1,Phone,Ticketing,OP - US Mail,$1296,$500,Academy of Music,The Love for Three Oranges,2
416855,2019-03-25 00:00:00,1,Phone,Ticketing,OP - US Mail,$1296,$500,Academy of Music,Verdi's Requiem,2
459239,2019-04-08 00:00:00,1,Phone,Ticketing,OP - US Mail,$388,$500,Academy of Music,Madame Butterfly,2
459239,2019-04-08 00:00:00,1,Phone,Ticketing,OP - US Mail,$388,$500,Academy of Music,The Love for Three Oranges,2
459239,2019-04-08 00:00:00,1,Phone,Ticketing,OP - US Mail,$388,$500,Academy of Music,Verdi's Requiem,2
550159,2019-03-16 00:00:00,1,Web,Ticketing Web Subs,OP - US Mail,$528,$500,Academy of Music,Madame Butterfly,2
550159,2019-03-16 00:00:00,1,Web,Ticketing Web Subs,OP - US Mail,$528,$500,Academy of Music,The Love for Three Oranges,2
550159,2019-03-16 00:00:00,1,Web,Ticketing Web Subs,OP - US Mail,$528,$500,Academy of Music,Verdi's Requiem,2
550159,2019-03-16 00:00:00,1,Web,Ticketing Web Subs,OP - US Mail,$528,$500,Suzanne Roberts,Denis & Katya,2
701444,2019-04-04 00:00:00,1,Phone,Ticketing,OP - US Mail,$1049,$500,Academy of Music,Madame Butterfly,3
701444,2019-04-04 00:00:00,1,Phone,Ticketing,OP - US Mail,$1049,$500,Academy of Music,The Love for Three Oranges,3
701444,2019-04-04 00:00:00,1,Phone,Ticketing,OP - US Mail,$1049,$500,Academy of Music,Verdi's Requiem,3
701444,2019-04-04 00:00:00,1,Phone,Ticketing,OP - US Mail,$1049,$500,FringeArts,Let Me Die,3
701444,2019-04-04 00:00:00,1,Phone,Ticketing,OP - US Mail,$1049,$500,Perelman Theater,Semele,3
807622,2019-05-14 00:00:00,1,Web,Ticketing Web Subs,OP - US Mail,$432,$500,Academy of Music,Madame Butterfly,2
807622,2019-05-14 00:00:00,1,Web,Ticketing Web Subs,OP - US Mail,$432,$500,Academy of Music,The Love for Three Oranges,2
807622,2019-05-14 00:00:00,1,Web,Ticketing Web Subs,OP - US Mail,$432,$500,Academy of Music,Verdi's Requiem,2
927163,2019-11-14 00:00:00,1,Phone,Ticketing,OP - US Mail,$288,$500,Academy of Music,Madame Butterfly,2
970995,2019-03-27 00:00:00,1,Phone,Ticketing,OP - US Mail,$216,$500,Academy of Music,Madame Butterfly,1
970995,2019-03-27 00:00:00,1,Phone,Ticketing,OP - US Mail,$216,$500,Academy of Music,The Love for Three Oranges,1
970995,2019-03-27 00:00:00,1,Phone,Ticketing,OP - US Mail,$216,$500,Academy of Music,Verdi's Requiem,1
971639,2019-04-30 00:00:00,1,Mail,Ticketing,OP - US Mail,$992,$500,Academy of Music,Madame Butterfly,2
971639,2019-04-30 00:00:00,1,Mail,Ticketing,OP - US Mail,$992,$500,Academy of Music,The Love for Three Oranges,2
971639,2019-04-30 00:00:00,1,Mail,Ticketing,OP - US Mail,$992,$500,Academy of Music,Verdi's Requiem,2
971795,2019-04-08 00:00:00,1,Phone,Ticketing,OP - US Mail,$724,$500,Academy of Music,Madame Butterfly,2
971795,2019-04-08 00:00:00,1,Phone,Ticketing,OP - US Mail,$724,$500,Academy of Music,The Love for Three Oranges,2
971795,2019-04-08 00:00:00,1,Phone,Ticketing,OP - US Mail,$724,$500,Academy of Music,Verdi's Requiem,2
971795,2019-04-08 00:00:00,1,Phone,Ticketing,OP - US Mail,$724,$500,Perelman Theater,Semele,2
1174611,2019-03-25 00:00:00,1,Web,Ticketing,OP - US Mail,$432,$500,Academy of Music,Madame Butterfly,2
1174611,2019-03-25 00:00:00,1,Web,Ticketing,OP - US Mail,$432,$500,Academy of Music,The Love for Three Oranges,2
1174611,2019-03-25 00:00:00,1,Web,Ticketing,OP - US Mail,$432,$500,Academy of Music,Verdi's Requiem,2
1309081,2019-03-23 00:00:00,1,Web,Ticketing Web Subs,OP - US Mail,$916,$500,Academy of Music,Madame Butterfly,2
1309081,2019-03-23 00:00:00,1,Web,Ticketing Web Subs,OP - US Mail,$916,$500,Academy of Music,The Love for Three Oranges,2
1309081,2019-03-23 00:00:00,1,Web,Ticketing Web Subs,OP - US Mail,$916,$500,Academy of Music,Verdi's Requiem,2
2212060,2019-04-08 00:00:00,1,Mail,Ticketing,OP - US Mail,$778,$500,Academy of Music,Madame Butterfly,2
2212060,2019-04-08 00:00:00,1,Mail,Ticketing,OP - US Mail,$778,$500,Academy of Music,The Love for Three Oranges,2
2212060,2019-04-08 00:00:00,1,Mail,Ticketing,OP - US Mail,$778,$500,Academy of Music,Verdi's Requiem,2
2345681,2019-02-28 00:00:00,1,Web,Ticketing Web Subs,OP - US Mail,$992,$500,Academy of Music,Madame Butterfly,2
2345681,2019-02-28 00:00:00,1,Web,Ticketing Web Subs,OP - US Mail,$992,$500,Academy of Music,The Love for Three Oranges,2
2345681,2019-02-28 00:00:00,1,Web,Ticketing Web Subs,OP - US Mail,$992,$500,Academy of Music,Verdi's Requiem,2
970949,2019-05-01 00:00:00,1,Phone,Ticketing,OP - US Mail,$1248,$400,Academy of Music,Madame Butterfly,2
970949,2019-05-01 00:00:00,1,Phone,Ticketing,OP - US Mail,$1248,$400,Academy of Music,The Love for Three Oranges,2
970949,2019-05-01 00:00:00,1,Phone,Ticketing,OP - US Mail,$1248,$400,Academy of Music,Verdi's Requiem,2
970949,2019-05-01 00:00:00,1,Phone,Ticketing,OP - US Mail,$1248,$400,Perelman Theater,Semele,2
694778,2019-04-19 00:00:00,1,Phone,Ticketing,OP - US Mail,$194,$375,Academy of Music,Madame Butterfly,1
694778,2019-04-19 00:00:00,1,Phone,Ticketing,OP - US Mail,$194,$375,Academy of Music,The Love for Three Oranges,1
694778,2019-04-19 00:00:00,1,Phone,Ticketing,OP - US Mail,$194,$375,Academy of Music,Verdi's Requiem,1
972348,2019-03-18 00:00:00,1,Phone,Ticketing,OP - US Mail,$648,$352,Academy of Music,Madame Butterfly,1
972348,2019-03-18 00:00:00,1,Phone,Ticketing,OP - US Mail,$648,$352,Academy of Music,The Love for Three Oranges,1
972348,2019-03-18 00:00:00,1,Phone,Ticketing,OP - US Mail,$648,$352,Academy of Music,Verdi's Requiem,1
44878,2019-04-08 00:00:00,1,Mail,Ticketing,OP - US Mail,$1040,$350,Academy of Music,Madame Butterfly,2
44878,2019-04-08 00:00:00,1,Mail,Ticketing,OP - US Mail,$1040,$350,Academy of Music,The Love for Three Oranges,2
44878,2019-04-08 00:00:00,1,Mail,Ticketing,OP - US Mail,$1040,$350,Academy of Music,Verdi's Requiem,2
44878,2019-04-08 00:00:00,1,Mail,Ticketing,OP - US Mail,$1040,$350,Perelman Theater,Semele,2
44878,2019-04-08 00:00:00,1,Mail,Ticketing,OP - US Mail,$1040,$350,Suzanne Roberts,Denis & Katya,2
17770,2019-04-08 00:00:00,1,Mail,Ticketing,OP - US Mail,$724,$300,Academy of Music,Madame Butterfly,2
