owner_no,order_dt,Count of order_no,channel_desc,MOS_desc,delivery_desc,tot_ticket_paid_amt,tot_contribution_paid_amt,facility_desc,prod_season_desc,num_seats_pur
792508,2020-02-28 00:00:00,1,Web,Ticketing Web Subs,OP - US Mail,$26,$112,Academy of Music,Tosca,2
792508,2020-02-28 00:00:00,1,Web,Ticketing Web Subs,OP - US Mail,$26,$112,Field Concert Hall,Curtis in Concert,2
792508,2020-02-28 00:00:00,1,Web,Ticketing Web Subs,OP - US Mail,$26,$112,Helen Corning Warden Theater,Afternoons at AVA,2
792508,2020-02-28 00:00:00,1,Web,Ticketing Web Subs,OP - US Mail,$26,$112,Perelman Theater,Woman with Eyes Closed,2
792508,2020-02-28 00:00:00,1,Web,Ticketing Web Subs,OP - US Mail,$26,$112,The Barnes Foundation,El Cimarrón,2
2395544,2020-02-27 00:00:00,1,Web,Ticketing Web Subs,OP - US Mail,$48,$112,Academy of Music,Macbeth,2
2395544,2020-02-27 00:00:00,1,Web,Ticketing Web Subs,OP - US Mail,$48,$112,Academy of Music,Oedipus Rex,2
2395544,2020-02-27 00:00:00,1,Web,Ticketing Web Subs,OP - US Mail,$48,$112,Academy of Music,Tosca,2
84835,2020-02-27 00:00:00,1,Web,Ticketing Web Stbs,Email Print at Home,$248,$100,Academy of Music,Madame Butterfly,1
113260,2020-01-15 00:00:00,1,Phone,Ticketing,Hold at Box Office,$47,$100,Academy of Music,Madame Butterfly,1
113260,2020-01-15 00:00:00,1,Phone,Ticketing,Hold at Box Office,$47,$100,Academy of Music,Verdi's Requiem,0
501981,2020-01-14 00:00:00,1,Phone,Ticketing,OP - US Mail,$2312,$100,Academy of Music,Madame Butterfly,9
2335784,2020-02-27 00:00:00,1,Web,Ticketing Web Stbs,Hold at Box Office,$520,$100,Academy of Music,Macbeth,2
2335784,2020-02-27 00:00:00,1,Web,Ticketing Web Stbs,Hold at Box Office,$520,$100,Perelman Theater,Woman with Eyes Closed,2
2335784,2020-02-27 00:00:00,1,Web,Ticketing Web Stbs,Hold at Box Office,$520,$100,The Barnes Foundation,El Cimarrón,2
2413020,2020-02-27 00:00:00,1,Mail,Ticketing,OP - US Mail,$130,$100,Academy of Music,Macbeth,2
2413020,2020-02-27 00:00:00,1,Mail,Ticketing,OP - US Mail,$130,$100,Academy of Music,Oedipus Rex,2
2413020,2020-02-27 00:00:00,1,Mail,Ticketing,OP - US Mail,$130,$100,Academy of Music,Tosca,2
20892,2020-02-27 00:00:00,1,Phone,Ticketing,OP - US Mail,$26,$64,Academy of Music,Macbeth,2
20892,2020-02-27 00:00:00,1,Phone,Ticketing,OP - US Mail,$26,$64,Academy of Music,Oedipus Rex,2
20892,2020-02-27 00:00:00,1,Phone,Ticketing,OP - US Mail,$26,$64,Academy of Music,Tosca,2
20892,2020-02-27 00:00:00,1,Phone,Ticketing,OP - US Mail,$26,$64,Field Concert Hall,Curtis in Concert,2
20892,2020-02-27 00:00:00,1,Phone,Ticketing,OP - US Mail,$26,$64,Helen Corning Warden Theater,Afternoons at AVA,2
20892,2020-02-27 00:00:00,1,Phone,Ticketing,OP - US Mail,$26,$64,Perelman Theater,Woman with Eyes Closed,2
164362,2020-02-27 00:00:00,1,Phone,Ticketing,OP - US Mail,$24,$56,Academy of Music,Macbeth,1
164362,2020-02-27 00:00:00,1,Phone,Ticketing,OP - US Mail,$24,$56,Academy of Music,Oedipus Rex,1
164362,2020-02-27 00:00:00,1,Phone,Ticketing,OP - US Mail,$24,$56,Academy of Music,Tosca,1
449277,2020-02-28 00:00:00,1,Phone,Ticketing,OP - US Mail,$24,$56,Academy of Music,Macbeth,1
449277,2020-02-28 00:00:00,1,Phone,Ticketing,OP - US Mail,$24,$56,Academy of Music,Oedipus Rex,1
449277,2020-02-28 00:00:00,1,Phone,Ticketing,OP - US Mail,$24,$56,Academy of Music,Tosca,1
449277,2020-02-28 00:00:00,1,Phone,Ticketing,OP - US Mail,$24,$56,Perelman Theater,Woman with Eyes Closed,1
449277,2020-02-28 00:00:00,1,Phone,Ticketing,OP - US Mail,$24,$56,The Barnes Foundation,El Cimarrón,1
2410473,2020-01-28 00:00:00,1,Web,Ticketing Web Stbs,Email Print at Home,$96,$49,Academy of Music,Verdi's Requiem,1
2417832,2020-02-26 00:00:00,1,Web,Ticketing Web Stbs,BO - US Mail,$237,$48,Academy of Music,Madame Butterfly,3
2385843,2020-01-15 00:00:00,1,Web,Ticketing Web Stbs,BO - US Mail,$338,$45,Academy of Music,Madame Butterfly,2
2417895,2020-01-28 00:00:00,1,Web,Ticketing Web Stbs,Email Print at Home,$338,$45,Academy of Music,Verdi's Requiem,2
661441,2020-01-27 00:00:00,1,Web,Ticketing Web Stbs,Email Print at Home,$435,$43.1,Academy of Music,Madame Butterfly,3
2189991,2020-01-09 00:00:00,1,Web,Ticketing Web Stbs,Email Print at Home,$98,$42,Academy of Music,Verdi's Requiem,2
2417559,2020-01-12 00:00:00,1,Web,Ticketing Web Stbs,Email Print at Home,$98,$42,Academy of Music,Verdi's Requiem,2
2121646,2020-02-28 00:00:00,1,Web,Ticketing Web Subs,OP - US Mail,$612,$38,Academy of Music,Macbeth,2
2121646,2020-02-28 00:00:00,1,Web,Ticketing Web Subs,OP - US Mail,$612,$38,Academy of Music,Oedipus Rex,2
2121646,2020-02-28 00:00:00,1,Web,Ticketing Web Subs,OP - US Mail,$612,$38,Academy of Music,Tosca,2
2379782,2020-02-11 00:00:00,1,Web,Ticketing Web Stbs,Email Print at Home,$0,$38,Academy of Music,Madame Butterfly,4
2418316,2020-02-18 00:00:00,1,Web,Ticketing Web Stbs,Email Print at Home,$205,$34.7,Academy of Music,Madame Butterfly,1
354765,2020-02-28 00:00:00,1,Web,Ticketing Web Stbs,Email Print at Home,$96,$34,Academy of Music,Madame Butterfly,4
298609,2020-01-05 00:00:00,1,Web,Ticketing Web Stbs,BO - US Mail,$540,$32.8,Academy of Music,Madame Butterfly,4
200115,2020-01-07 00:00:00,1,Web,Ticketing Web Stbs,Email Print at Home,$158,$32,Academy of Music,Verdi's Requiem,2
2417706,2020-01-20 00:00:00,1,Web,Ticketing Web Stbs,Email Print at Home,$158,$32,Academy of Music,Verdi's Requiem,2
2372837,2020-01-12 00:00:00,1,Web,Ticketing Web Stbs,Email Print at Home,$0,$30,Academy of Music,Madame Butterfly,5
461398,2020-01-18 00:00:00,1,Web,Ticketing Web Stbs,Email Print at Home,$169,$22.5,Academy of Music,Madame Butterfly,1
2373559,2020-01-14 00:00:00,1,Web,Ticketing Web Stbs,Email Print at Home,$198,$22,Academy of Music,Madame Butterfly,2
392055,2020-01-14 00:00:00,1,Web,Ticketing Web Stbs,Email Print at Home,$0,$20,Academy of Music,Madame Butterfly,2
2408830,2020-02-13 00:00:00,1,Web,Ticketing Web Stbs,Email Print at Home,$170,$20,Academy of Music,Madame Butterfly,2
2417450,2020-01-05 00:00:00,1,Web,Ticketing Web Stbs,Email Print at Home,$0,$19.4,Academy of Music,Madame Butterfly,2
2418212,2020-02-10 00:00:00,1,Web,Ticketing Web Stbs,Email Print at Home,$458,$19,Academy of Music,Madame Butterfly,2
2186603,2020-02-06 00:00:00,1,Web,Ticketing Web Stbs,Hold at Box Office,$270,$16.4,Academy of Music,Madame Butterfly,2
2384755,2020-02-17 00:00:00,1,Web,Ticketing Web Stbs,Email Print at Home,$270,$16.4,Academy of Music,Madame Butterfly,2
2417559,2020-01-12 00:00:00,1,Web,Ticketing Web Stbs,Email Print at Home,$270,$16.4,Academy of Music,Madame Butterfly,2
2418009,2020-01-31 00:00:00,1,Web,Ticketing Web Stbs,Email Print at Home,$270,$16.4,Academy of Music,Madame Butterfly,2
2418391,2020-02-23 00:00:00,1,Web,Ticketing Web Stbs,Email Print at Home,$270,$16.4,Academy of Music,Madame Butterfly,2
1514242,2020-02-08 00:00:00,1,Web,Ticketing Web Stbs,Email Print at Home,$318,$16,Academy of Music,Madame Butterfly,2
2417538,2020-01-10 00:00:00,1,Web,Ticketing Web Stbs,Email Print at Home,$79,$16,Academy of Music,Verdi's Requiem,1
2417681,2020-01-18 00:00:00,1,Web,Ticketing Web Stbs,BO - US Mail,$79,$16,Academy of Music,Verdi's Requiem,1
2417882,2020-01-28 00:00:00,1,Web,Ticketing Web Stbs,Email Print at Home,$318,$16,Academy of Music,Madame Butterfly,2
2417886,2020-01-28 00:00:00,1,Web,Ticketing Web Stbs,Email Print at Home,$79,$16,Academy of Music,Verdi's Requiem,1
418843,2020-01-24 00:00:00,1,Web,Ticketing Web Stbs,Email Print at Home,$30,$15,Academy of Music,Verdi's Requiem,1
2383568,2020-01-15 00:00:00,1,Web,Ticketing Web Stbs,Email Print at Home,$50,$15,Academy of Music,Verdi's Requiem,2
2384763,2020-01-30 00:00:00,1,Web,Ticketing Web Stbs,Email Print at Home,$30,$15,Academy of Music,Verdi's Requiem,1
2400574,2020-01-31 00:00:00,1,Web,Ticketing Web Stbs,Email Print at Home,$30,$15,Academy of Music,Verdi's Requiem,1
2412343,2020-01-22 00:00:00,1,Web,Ticketing Web Stbs,Email Print at Home,$30,$15,Academy of Music,Verdi's Requiem,1
2418073,2020-01-31 00:00:00,1,Web,Ticketing Web Stbs,Email Print at Home,$510,$14.4,Academy of Music,Madame Butterfly,2
2417660,2020-01-17 00:00:00,1,Web,Ticketing Web Stbs,Email Print at Home,$158,$12,Academy of Music,Verdi's Requiem,2
2417942,2020-01-29 00:00:00,1,Web,Ticketing Web Stbs,Email Print at Home,$78,$12,Academy of Music,Verdi's Requiem,2
735749,2020-01-14 00:00:00,1,Web,Ticketing Web Stbs,Mobile App Ticket,$79,$11,Academy of Music,Verdi's Requiem,2
1726634,2020-01-24 00:00:00,1,Web,Ticketing Web Stbs,Email Print at Home,$79,$11,Academy of Music,Verdi's Requiem,2
5691,2020-01-07 00:00:00,1,Web,Ticketing Web Stbs,Email Print at Home,$96,$10,Academy of Music,Verdi's Requiem,1
2385572,2020-02-14 00:00:00,1,Web,Ticketing Web Stbs,BO - US Mail,$110,$10,Academy of Music,Madame Butterfly,2
2383850,2020-02-02 00:00:00,1,Web,Ticketing Web Stbs,Email Print at Home,$230,$8.4,Academy of Music,Madame Butterfly,2
376443,2020-01-26 00:00:00,1,Web,Ticketing Web Stbs,Email Print at Home,$60,$5,Academy of Music,Verdi's Requiem,2
1927250,2020-01-31 00:00:00,1,Web,Ticketing Web Stbs,Email Print at Home,$60,$5,AOM Orch Pit,Verdi's Requiem,2
2172107,2020-01-30 00:00:00,1,Web,Ticketing Web Stbs,Email Print at Home,$60,$5,Academy of Music,Verdi's Requiem,2
2372959,2020-01-22 00:00:00,1,Web,Ticketing Web Stbs,Email Print at Home,$40,$5,Academy of Music,Verdi's Requiem,1
2381386,2020-01-14 00:00:00,1,Web,Ticketing Web Stbs,Email Print at Home,$79,$5,Academy of Music,Verdi's Requiem,1
2408857,2020-01-31 00:00:00,1,Web,Ticketing Web Stbs,Email Print at Home,$30,$5,AOM Orch Pit,Verdi's Requiem,1
2417407,2020-01-01 00:00:00,1,Web,Ticketing Web Stbs,Email Print at Home,$50,$5,Academy of Music,Madame Butterfly,2
2417655,2020-01-17 00:00:00,1,Web,Ticketing Web Stbs,Email Print at Home,$60,$5,Academy of Music,Verdi's Requiem,2
2407942,2020-01-25 00:00:00,1,Web,Ticketing Web Stbs,Email Print at Home,$280,$3,Academy of Music,Madame Butterfly,1
2407942,2020-01-25 00:00:00,1,Web,Ticketing Web Stbs,Email Print at Home,$280,$3,Academy of Music,Verdi's Requiem,1
2417954,2020-01-29 00:00:00,1,Web,Ticketing Web Stbs,Email Print at Home,$147,$3,AOM Orch Pit,Verdi's Requiem,3
1537780,2020-01-24 00:00:00,1,Web,Ticketing Web Stbs,Email Print at Home,$138,$2,Academy of Music,Madame Butterfly,2
1537780,2020-02-05 00:00:00,1,Web,Ticketing Web Stbs,Email Print at Home,$138,$2,Academy of Music,Madame Butterfly,2
1708548,2020-01-28 00:00:00,1,Web,Ticketing Web Stbs,Hold at Box Office,$98,$2,AOM Orch Pit,Verdi's Requiem,2
2381723,2020-01-29 00:00:00,1,Web,Ticketing Web Stbs,Email Print at Home,$0,$2,AOM Orch Pit,Verdi's Requiem,2
2413863,2020-02-17 00:00:00,1,Web,Ticketing Web Stbs,Hold at Box Office,$88,$2,Academy of Music,Madame Butterfly,2
2417689,2020-01-19 00:00:00,1,Web,Ticketing Web Stbs,Email Print at Home,$25,$1,Academy of Music,Madame Butterfly,1
2418045,2020-01-31 00:00:00,1,Web,Ticketing Web Stbs,Email Print at Home,$165,$1,Academy of Music,Madame Butterfly,3
118,2020-02-27 00:00:00,1,Web,Ticketing Web Subs,OP - US Mail,$992,$0,Academy of Music,Macbeth,2
118,2020-02-27 00:00:00,1,Web,Ticketing Web Subs,OP - US Mail,$992,$0,Academy of Music,Oedipus Rex,2
118,2020-02-27 00:00:00,1,Web,Ticketing Web Subs,OP - US Mail,$992,$0,Academy of Music,Tosca,2
372,2020-01-22 00:00:00,1,Phone,Ticketing,BO - US Mail,$128,$0,Academy of Music,Verdi's Requiem,2
1115,2020-02-02 00:00:00,1,Internal Request,Ticketing,VIP,$0,$0,Academy of Music Ballroom,Performance Reception Passes,2
1343,2020-01-30 00:00:00,1,Internal Request,Ticketing,VIP,$0,$0,Academy of Music,Verdi's Requiem,1
1563,2020-02-01 00:00:00,1,TP Box Office,TP Box Office,BO - Window,$60,$0,Academy of Music,Verdi's Requiem,2
1941,2020-01-07 00:00:00,1,Web,Ticketing Web Stbs,Email Print at Home,$176,$0,Academy of Music,Verdi's Requiem,1
2019,2020-01-24 00:00:00,1,Phone,Ticketing,VIP,$352,$0,Academy of Music,Verdi's Requiem,2
2019,2020-01-24 00:00:00,1,Phone,Ticketing,VIP,$352,$0,Academy of Music Ballroom,Performance Reception Passes,2
2580,2020-01-08 00:00:00,1,Phone,Ticketing,OP - US Mail,$0,$0,Academy of Music,Madame Butterfly,1
3204,2020-01-02 00:00:00,1,Internal Request,Ticketing,VIP,$192,$0,Academy of Music,Verdi's Requiem,4
3617,2020-01-03 00:00:00,1,Email,Ticketing,OP - US Mail,$0,$0,Academy of Music,Verdi's Requiem,1
3780,2020-01-03 00:00:00,1,Phone,Ticketing,OP - US Mail,$0,$0,Academy of Music,Verdi's Requiem,2
4086,2020-01-31 00:00:00,1,TP Box Office,TP Box Office,BO - Window,$62,$0,Academy of Music,Verdi's Requiem,1
4172,2020-01-14 00:00:00,1,Web,Ticketing Web Stbs,Email Print at Home,$30,$0,Academy of Music,Verdi's Requiem,1
5735,2020-01-17 00:00:00,1,Phone,Ticketing,Email Print at Home,$0,$0,Academy of Music,Verdi's Requiem,2
5761,2020-01-15 00:00:00,1,Phone,Ticketing,BO - US Mail,($450),$0,Academy of Music,Madame Butterfly,2
6350,2020-01-16 00:00:00,1,Internal Request,Ticketing,Hand Delivered,$0,$0,Academy of Music,Verdi's Requiem,2
6350,2020-01-16 00:00:00,1,Internal Request,Ticketing,Hand Delivered,$0,$0,Academy of Music Ballroom,Performance Reception Passes,2
8104,2020-01-28 00:00:00,1,TP Box Office,TP Box Office,BO - Window,$96,$0,Academy of Music,Verdi's Requiem,1
8708,2020-01-02 00:00:00,1,Phone,Ticketing,BO - US Mail,$0,$0,Academy of Music,Madame Butterfly,5
8708,2020-01-02 00:00:00,1,Phone,Ticketing,BO - US Mail,$0,$0,Academy of Music,Verdi's Requiem,0
9231,2020-02-19 00:00:00,1,Phone,Ticketing,BO - US Mail,$0,$0,Academy of Music,Madame Butterfly,2
9241,2020-01-23 00:00:00,1,Phone,Ticketing,BO - US Mail,$0,$0,Academy of Music,Verdi's Requiem,4
9281,2020-01-29 00:00:00,1,Web,Ticketing Web Stbs,Email Print at Home,$80,$0,AOM Orch Pit,Verdi's Requiem,2
11647,2020-01-31 00:00:00,1,Phone,Ticketing,OP - US Mail,($336),$0,Academy of Music,Madame Butterfly,2
11647,2020-01-31 00:00:00,1,Phone,Ticketing,OP - US Mail,($336),$0,Academy of Music,Verdi's Requiem,0
13709,2020-02-21 00:00:00,1,Phone,Ticketing,OP - US Mail,$0,$0,Academy of Music,Madame Butterfly,2
14065,2020-01-09 00:00:00,1,TP Box Office,TP Box Office,BO - Window,$100,$0,Academy of Music,Verdi's Requiem,4
15067,2020-02-27 00:00:00,1,Phone,Ticketing,Email Print at Home,$0,$0,Academy of Music,Madame Butterfly,1
15376,2020-02-20 00:00:00,1,Web,Ticketing Web Stbs,Email Print at Home,$0,$0,Academy of Music,Madame Butterfly,2
15993,2020-01-31 00:00:00,1,Phone,Ticketing,Hold at Box Office,$0,$0,Academy of Music,Verdi's Requiem,1
17492,2020-01-31 00:00:00,1,Phone,Ticketing,OP - US Mail,$0,$0,Academy of Music,Verdi's Requiem,0
17638,2020-01-31 00:00:00,1,Internal Request,Ticketing,VIP,$0,$0,Academy of Music Ballroom,Performance Reception Passes,1
18040,2020-01-24 00:00:00,1,Internal Request,Ticketing,Hold at Box Office,$50,$0,Academy of Music,Verdi's Requiem,2
18163,2020-01-08 00:00:00,1,Web,Ticketing Web Stbs,Email Print at Home,$388,$0,Academy of Music,Verdi's Requiem,2
18221,2020-01-07 00:00:00,1,Phone,Ticketing,OP - US Mail,$0,$0,Academy of Music,Verdi's Requiem,1
18221,2020-02-14 00:00:00,1,Phone,Ticketing,BO - US Mail,$0,$0,Academy of Music,Madame Butterfly,1
18445,2020-01-29 00:00:00,1,Web,Ticketing Web Stbs,Mobile App Ticket,$119,$0,AOM Orch Pit,Verdi's Requiem,1
18753,2020-01-30 00:00:00,1,Email,Ticketing,OP - US Mail,$0,$0,Academy of Music,Verdi's Requiem,0
19428,2020-01-28 00:00:00,1,Internal Request,Ticketing,Hand Delivered,$306,$0,Academy of Music,Verdi's Requiem,2
20324,2020-01-30 00:00:00,1,Internal Request,Ticketing,VIP,$0,$0,Academy of Music,Verdi's Requiem,2
21308,2020-01-13 00:00:00,1,Phone,Ticketing,Email Print at Home,$0,$0,Academy of Music,Verdi's Requiem,3
21671,2020-01-23 00:00:00,1,Web,Ticketing Web Stbs,Email Print at Home,$64,$0,Academy of Music,Verdi's Requiem,1
25149,2020-02-02 00:00:00,1,Walk Up,Ticketing,Mobile App Ticket,$0,$0,Academy of Music,Verdi's Requiem,0
25472,2020-02-14 00:00:00,1,Web,Ticketing Web Stbs,Email Print at Home,$198,$0,Academy of Music,Madame Butterfly,2
35795,2020-02-21 00:00:00,1,Web,Ticketing Web Stbs,Hold at Box Office,$99,$0,Academy of Music,Madame Butterfly,1
39800,2020-01-21 00:00:00,1,Internal Request,Ticketing,VIP,$0,$0,Academy of Music Ballroom,Performance Reception Passes,8
41801,2020-01-27 00:00:00,1,Phone,Ticketing,Email Print at Home,$0,$0,Academy of Music,Verdi's Requiem,1
41985,2020-01-14 00:00:00,1,Phone,Ticketing,Email Print at Home,$0,$0,Academy of Music,Verdi's Requiem,1
42381,2020-01-25 00:00:00,1,Web,Ticketing Web Stbs,Email Print at Home,$49,$0,Academy of Music,Verdi's Requiem,1
42834,2020-02-02 00:00:00,1,Web,Ticketing Web Stbs,Email Print at Home,$30,$0,Academy of Music,Verdi's Requiem,1
44573,2020-01-04 00:00:00,1,Web,Ticketing Web Stbs,Email Print at Home,$158,$0,Academy of Music,Verdi's Requiem,2
45578,2020-01-22 00:00:00,1,Phone,Ticketing,Email Print at Home,$306,$0,Academy of Music,Verdi's Requiem,2
46584,2020-01-21 00:00:00,1,Phone,Ticketing,BO - US Mail,$0,$0,Academy of Music,Verdi's Requiem,0
47616,2020-01-31 00:00:00,1,Phone,Ticketing,OP - US Mail,$0,$0,Academy of Music,Verdi's Requiem,0
48480,2020-01-28 00:00:00,1,Internal Request,Ticketing,OP - US Mail,$0,$0,Academy of Music,Verdi's Requiem,0
50368,2020-01-17 00:00:00,1,Internal Request,Ticketing,VIP,$0,$0,Academy of Music,Verdi's Requiem,1
50368,2020-01-24 00:00:00,1,Internal Request,Ticketing,VIP,$0,$0,Academy of Music,Dress Rehearsals,2
51070,2020-02-28 00:00:00,1,Phone,Ticketing,OP - US Mail,$240,$0,Academy of Music,Macbeth,2
51070,2020-02-28 00:00:00,1,Phone,Ticketing,OP - US Mail,$240,$0,Academy of Music,Oedipus Rex,2
51070,2020-02-28 00:00:00,1,Phone,Ticketing,OP - US Mail,$240,$0,Academy of Music,Tosca,2
51070,2020-02-28 00:00:00,1,Phone,Ticketing,OP - US Mail,$240,$0,Perelman Theater,Woman with Eyes Closed,2
51070,2020-02-28 00:00:00,1,Phone,Ticketing,OP - US Mail,$240,$0,The Barnes Foundation,El Cimarrón,2
54327,2020-02-14 00:00:00,1,Phone,Ticketing,BO - US Mail,$0,$0,Academy of Music,Madame Butterfly,4
55456,2020-01-21 00:00:00,1,Web,Ticketing Web Stbs,Hold at Box Office,$39,$0,Academy of Music,Verdi's Requiem,1
55950,2020-01-22 00:00:00,1,Internal Request,Ticketing,Hand Delivered,$0,$0,Academy of Music,Dress Rehearsals,4
56947,2020-01-04 00:00:00,1,Web,Ticketing Web Stbs,Email Print at Home,$158,$0,Academy of Music,Verdi's Requiem,2
60268,2020-01-28 00:00:00,1,Internal Request,Ticketing,VIP,$0,$0,Academy of Music,Verdi's Requiem,1
60268,2020-01-29 00:00:00,1,Phone,Ticketing,VIP,$0,$0,Academy of Music,Verdi's Requiem,1
60563,2020-01-29 00:00:00,1,Phone,Ticketing,Hold at Box Office,$0,$0,Academy of Music,Verdi's Requiem,1
60733,2020-01-29 00:00:00,1,Web,Ticketing Web Stbs,Email Print at Home,$30,$0,Academy of Music,Verdi's Requiem,1
64081,2020-01-30 00:00:00,1,Phone,Ticketing,OP - US Mail,$0,$0,Academy of Music,Verdi's Requiem,0
65377,2020-02-27 00:00:00,1,Web,Ticketing Web Subs,OP - US Mail,$1880,$0,Academy of Music,Macbeth,4
65377,2020-02-27 00:00:00,1,Web,Ticketing Web Subs,OP - US Mail,$1880,$0,Academy of Music,Oedipus Rex,2
65377,2020-02-27 00:00:00,1,Web,Ticketing Web Subs,OP - US Mail,$1880,$0,Academy of Music,Tosca,4
65709,2020-02-18 00:00:00,1,Web,Ticketing Web Stbs,Email Print at Home,$110,$0,Academy of Music,Madame Butterfly,2
66430,2020-01-07 00:00:00,1,Phone,Ticketing,OP - US Mail,$119,$0,Academy of Music,Verdi's Requiem,1
66685,2020-01-29 00:00:00,1,TP Box Office,TP Box Office,BO - Window,$158,$0,AOM Orch Pit,Verdi's Requiem,2
68294,2020-02-06 00:00:00,1,Phone,Ticketing,BO - US Mail,$552,$0,Academy of Music,Madame Butterfly,3
68318,2020-02-01 00:00:00,1,TP Box Office,TP Box Office,BO - Window,$238,$0,AOM Orch Pit,Verdi's Requiem,2
75192,2020-01-25 00:00:00,1,TP Box Office,TP Box Office,BO - Window,$0,$0,Academy of Music,Verdi's Requiem,2
76893,2020-01-13 00:00:00,1,Web,Ticketing Web Stbs,Email Print at Home,$192,$0,Academy of Music,Verdi's Requiem,2
78632,2020-02-12 00:00:00,1,TodayTix,TodayTix,Hold at Box Office,$0,$0,Academy of Music,Madame Butterfly,1
78773,2020-01-28 00:00:00,1,Web,Ticketing Web Stbs,Email Print at Home,$338,$0,Academy of Music,Verdi's Requiem,2
80093,2020-02-02 00:00:00,1,Walk Up,Ticketing,OP - US Mail,$0,$0,Academy of Music,Verdi's Requiem,0
82367,2020-01-08 00:00:00,1,Web,Ticketing Web Stbs,Email Print at Home,$176,$0,Academy of Music,Verdi's Requiem,1
85379,2020-01-14 00:00:00,1,Phone,Ticketing,BO - US Mail,$136,$0,Academy of Music,Verdi's Requiem,1
