owner_no,First Order Date,First Contribution Date,postal_code,state_desc,geo_area_desc,OP Prelim Capacity,LTV Tkt Value
2170020,2014-01-03 00:00:00,2015-12-28 00:00:00,17325,Pennsylvania,5-NEC (140 mi. from Philly),4,4221.20
455537,2014-10-30 00:00:00,,19046,Pennsylvania,1-Philadelphia City (20 mi.),4,4160.00
483339,2014-05-27 00:00:00,2013-06-14 00:00:00,194261539,Pennsylvania,2-Greater Philadelphia(70 mi.),9,4120.00
297867,2014-05-20 00:00:00,2016-07-11 00:00:00,19027,Pennsylvania,1-Philadelphia City (20 mi.),4,3754.00
2010950,2014-04-08 00:00:00,,194035615,Pennsylvania,1-Philadelphia City (20 mi.),,3726.00
2140732,2014-09-22 00:00:00,2018-08-07 00:00:00,19003,Pennsylvania,1-Philadelphia City (20 mi.),2,3668.00
2385843,2014-04-15 00:00:00,2017-06-14 00:00:00,19609,Pennsylvania,2-Greater Philadelphia(70 mi.),5,3616.00
2218614,2014-08-07 00:00:00,2014-08-07 00:00:00,17036,Pennsylvania,5-NEC (140 mi. from Philly),4,3584.50
550853,2014-08-27 00:00:00,2020-05-31 00:00:00,180802245,Pennsylvania,2-Greater Philadelphia(70 mi.),3,3494.00
2185854,2014-03-03 00:00:00,2014-07-22 00:00:00,44089,Ohio,7-USA Balance,3,3422.00
2197600,2014-04-15 00:00:00,,20007,D.C.,4-DC (20 mi.),5,3400.00
2175110,2014-01-16 00:00:00,,19087,Pennsylvania,1-Philadelphia City (20 mi.),U,3369.00
2199588,2014-04-26 00:00:00,2016-05-16 00:00:00,19006,Pennsylvania,1-Philadelphia City (20 mi.),3,3298.00
2148209,2014-09-11 00:00:00,2020-03-27 00:00:00,19063,Pennsylvania,1-Philadelphia City (20 mi.),4,3161.00
43072,2014-06-16 00:00:00,,19128,Pennsylvania,1-Philadelphia City (20 mi.),,3144.10
2194107,2014-03-10 00:00:00,,191064129,Pennsylvania,1-Philadelphia City (20 mi.),4,3139.00
2123866,2014-02-12 00:00:00,2015-04-19 00:00:00,19103,Pennsylvania,1-Philadelphia City (20 mi.),3,3092.00
522699,2014-08-27 00:00:00,1991-06-01 00:00:00,19145,Pennsylvania,1-Philadelphia City (20 mi.),5,3058.50
8951,2014-12-23 00:00:00,1997-05-23 00:00:00,190101203,Pennsylvania,1-Philadelphia City (20 mi.),5,3031.00
2317873,2014-07-11 00:00:00,,08053,New Jersey,1-Philadelphia City (20 mi.),,2972.30
1241932,2014-05-23 00:00:00,2015-09-01 00:00:00,19106,Pennsylvania,1-Philadelphia City (20 mi.),1,2938.00
1339038,2014-09-27 00:00:00,,19072,Pennsylvania,1-Philadelphia City (20 mi.),5,2802.00
817787,2014-08-13 00:00:00,,175437802,Pennsylvania,2-Greater Philadelphia(70 mi.),4,2780.00
1742523,2014-04-13 00:00:00,2014-09-05 00:00:00,191064612,Pennsylvania,1-Philadelphia City (20 mi.),4,2745.00
2066087,2014-09-05 00:00:00,,19046,Pennsylvania,1-Philadelphia City (20 mi.),3,2676.00
2200742,2014-05-02 00:00:00,2019-09-25 00:00:00,19146,Pennsylvania,1-Philadelphia City (20 mi.),1,2660.00
1812094,2014-07-06 00:00:00,,87505,New Mexico,7-USA Balance,2,2648.00
2375903,2014-12-24 00:00:00,,85028,Arizona,7-USA Balance,5,2536.00
2203163,2014-04-25 00:00:00,,080332645,New Jersey,1-Philadelphia City (20 mi.),5,2472.00
1400843,2014-04-03 00:00:00,,19438,Pennsylvania,2-Greater Philadelphia(70 mi.),4,2472.00
1699748,2014-09-24 00:00:00,2020-04-20 00:00:00,19086,Pennsylvania,1-Philadelphia City (20 mi.),3,2471.00
154053,2014-08-06 00:00:00,,190873438,Pennsylvania,1-Philadelphia City (20 mi.),,2470.00
60508,2014-01-22 00:00:00,1998-05-12 00:00:00,189500607,Pennsylvania,2-Greater Philadelphia(70 mi.),3,2436.90
241784,2014-01-26 00:00:00,2015-12-31 00:00:00,19010,Pennsylvania,1-Philadelphia City (20 mi.),5,2421.00
1787615,2014-02-02 00:00:00,2014-05-01 00:00:00,48236,Michigan,7-USA Balance,4,2421.00
2174008,2014-01-17 00:00:00,2018-08-06 00:00:00,191461642,Pennsylvania,1-Philadelphia City (20 mi.),3,2409.00
2217905,2014-08-01 00:00:00,,10128,New York,3-New York City (20 mi.),5,2346.00
2107021,2014-08-08 00:00:00,,18974,Pennsylvania,1-Philadelphia City (20 mi.),5,2343.20
1883556,2014-09-18 00:00:00,2018-07-09 00:00:00,19095,Pennsylvania,1-Philadelphia City (20 mi.),3,2341.00
1806887,2014-01-27 00:00:00,,08540,New Jersey,2-Greater Philadelphia(70 mi.),4,2306.00
547582,2014-03-04 00:00:00,,19050,Pennsylvania,1-Philadelphia City (20 mi.),,2305.50
1720131,2014-06-04 00:00:00,,19085,Pennsylvania,1-Philadelphia City (20 mi.),5,2275.00
2224097,2014-09-05 00:00:00,2015-06-10 00:00:00,198023346,Delaware,2-Greater Philadelphia(70 mi.),3,2252.00
408544,2014-05-27 00:00:00,2019-08-17 00:00:00,193121284,Pennsylvania,1-Philadelphia City (20 mi.),2,2239.00
2003705,2014-03-29 00:00:00,,19038,Pennsylvania,1-Philadelphia City (20 mi.),,2238.00
2230839,2014-09-26 00:00:00,,18944,Pennsylvania,2-Greater Philadelphia(70 mi.),4,2223.00
524468,2014-04-07 00:00:00,2017-04-19 00:00:00,19148,Pennsylvania,1-Philadelphia City (20 mi.),4,2219.00
904730,2014-09-06 00:00:00,,08053,New Jersey,1-Philadelphia City (20 mi.),3,2202.00
2235519,2014-10-10 00:00:00,,22066,Virginia,4-DC (20 mi.),5,2186.50
2160333,2014-01-21 00:00:00,,19146,Pennsylvania,1-Philadelphia City (20 mi.),4,2186.00
2007309,2014-06-10 00:00:00,,19013,Pennsylvania,1-Philadelphia City (20 mi.),,2174.10
2053206,2014-10-04 00:00:00,,194601558,Pennsylvania,2-Greater Philadelphia(70 mi.),5,2150.00
2195602,2014-04-04 00:00:00,2018-10-03 00:00:00,19053,Pennsylvania,1-Philadelphia City (20 mi.),4,2136.00
2060848,2014-09-17 00:00:00,,19096,Pennsylvania,1-Philadelphia City (20 mi.),4,2130.00
2227347,2014-09-15 00:00:00,,19146,Pennsylvania,1-Philadelphia City (20 mi.),U,2130.00
2189385,2014-03-29 00:00:00,2017-02-01 00:00:00,08003,New Jersey,1-Philadelphia City (20 mi.),4,2128.00
2193890,2014-09-22 00:00:00,2016-12-20 00:00:00,19130,Pennsylvania,1-Philadelphia City (20 mi.),U,2115.00
2172182,2014-01-11 00:00:00,2016-07-12 00:00:00,19111,Pennsylvania,1-Philadelphia City (20 mi.),2,2109.00
2209442,2014-06-13 00:00:00,2020-03-26 00:00:00,19139,Pennsylvania,1-Philadelphia City (20 mi.),2,2105.00
22425,2014-07-09 00:00:00,,191233250,Pennsylvania,1-Philadelphia City (20 mi.),4,2100.50
584072,2014-03-17 00:00:00,2015-05-20 00:00:00,08558,New Jersey,2-Greater Philadelphia(70 mi.),6,2100.00
2343041,2014-09-27 00:00:00,,19146,Pennsylvania,1-Philadelphia City (20 mi.),3,2098.00
549758,2014-08-05 00:00:00,,19103,Pennsylvania,1-Philadelphia City (20 mi.),4,2080.50
1826050,2014-06-01 00:00:00,2018-07-24 00:00:00,17603,Pennsylvania,2-Greater Philadelphia(70 mi.),3,2076.00
421846,2014-05-02 00:00:00,2009-03-31 00:00:00,19102,Pennsylvania,1-Philadelphia City (20 mi.),,2060.00
2262272,2014-11-27 00:00:00,,10022,New York,3-New York City (20 mi.),5,2058.00
309920,2014-01-07 00:00:00,,193552801,Pennsylvania,2-Greater Philadelphia(70 mi.),6,2048.00
8659,2014-04-15 00:00:00,,190642326,Pennsylvania,1-Philadelphia City (20 mi.),,2030.00
584854,2014-03-10 00:00:00,,190501625,Pennsylvania,1-Philadelphia City (20 mi.),,2020.70
1221194,2014-08-13 00:00:00,2015-02-09 00:00:00,08108,New Jersey,1-Philadelphia City (20 mi.),U,2013.00
2146072,2014-04-24 00:00:00,2019-09-15 00:00:00,19027,Pennsylvania,1-Philadelphia City (20 mi.),3,1989.50
2400171,2014-10-02 00:00:00,2018-08-06 00:00:00,19072,Pennsylvania,1-Philadelphia City (20 mi.),4,1951.00
2390739,2014-09-22 00:00:00,,08033,New Jersey,1-Philadelphia City (20 mi.),3,1912.00
1626722,2014-10-01 00:00:00,,191462227,Pennsylvania,1-Philadelphia City (20 mi.),5,1902.00
2220066,2014-08-19 00:00:00,,08852,New Jersey,2-Greater Philadelphia(70 mi.),5,1870.00
1929940,2014-02-10 00:00:00,,08108,New Jersey,1-Philadelphia City (20 mi.),3,1854.78
222505,2014-02-09 00:00:00,,191284405,Pennsylvania,1-Philadelphia City (20 mi.),4,1850.50
1171644,2014-09-26 00:00:00,2015-05-05 00:00:00,08558,New Jersey,2-Greater Philadelphia(70 mi.),U,1841.00
303983,2014-02-05 00:00:00,2017-05-24 00:00:00,191303013,Pennsylvania,1-Philadelphia City (20 mi.),5,1831.00
2232475,2014-10-01 00:00:00,2014-10-15 00:00:00,19147,Pennsylvania,1-Philadelphia City (20 mi.),3,1828.00
2170890,2014-01-06 00:00:00,,60062,Illinois,7-USA Balance,5,1814.00
1688680,2014-03-28 00:00:00,,190351320,Pennsylvania,1-Philadelphia City (20 mi.),,1812.00
368169,2014-08-27 00:00:00,,080539714,New Jersey,1-Philadelphia City (20 mi.),5,1808.00
2380234,2014-09-09 00:00:00,,60601,Illinois,7-USA Balance,3,1806.00
2176637,2014-01-28 00:00:00,,082709613,New Jersey,2-Greater Philadelphia(70 mi.),3,1804.00
1936203,2014-08-18 00:00:00,,19103,Pennsylvania,1-Philadelphia City (20 mi.),3,1800.00
463038,2014-09-24 00:00:00,,190351307,Pennsylvania,1-Philadelphia City (20 mi.),5,1782.00
1774908,2014-09-23 00:00:00,2015-09-21 00:00:00,08822,New Jersey,2-Greater Philadelphia(70 mi.),4,1776.00
2219297,2014-08-13 00:00:00,,19380,Pennsylvania,2-Greater Philadelphia(70 mi.),U,1774.00
12124,2014-09-15 00:00:00,2005-03-30 00:00:00,19128,Pennsylvania,1-Philadelphia City (20 mi.),U,1768.00
2233495,2014-10-04 00:00:00,2015-05-04 00:00:00,19126,Pennsylvania,1-Philadelphia City (20 mi.),4,1756.00
2209462,2014-06-13 00:00:00,2017-01-30 00:00:00,17931,Pennsylvania,5-NEC (140 mi. from Philly),2,1720.00
274826,2014-05-15 00:00:00,1999-09-12 00:00:00,191184132,Pennsylvania,1-Philadelphia City (20 mi.),,1720.00
2232590,2014-10-01 00:00:00,,19041,Pennsylvania,1-Philadelphia City (20 mi.),4,1714.00
1799576,2014-08-22 00:00:00,,19106,Pennsylvania,1-Philadelphia City (20 mi.),6,1703.00
2084256,2014-04-23 00:00:00,,191046135,Pennsylvania,1-Philadelphia City (20 mi.),3,1699.60
2180740,2014-02-10 00:00:00,,190631605,Pennsylvania,1-Philadelphia City (20 mi.),3,1698.00
1473677,2014-09-22 00:00:00,,190631858,Pennsylvania,1-Philadelphia City (20 mi.),4,1695.00
2175332,2014-01-22 00:00:00,,19083,Pennsylvania,1-Philadelphia City (20 mi.),4,1695.00
1237499,2014-09-02 00:00:00,,18977,Pennsylvania,2-Greater Philadelphia(70 mi.),4,1690.00
461414,2014-04-23 00:00:00,,19401,Pennsylvania,1-Philadelphia City (20 mi.),4,1690.00
472056,2014-05-18 00:00:00,,18940,Pennsylvania,2-Greater Philadelphia(70 mi.),,1682.00
1305409,2014-05-21 00:00:00,,19086,Pennsylvania,1-Philadelphia City (20 mi.),,1682.00
988864,2014-07-02 00:00:00,,191031506,Pennsylvania,1-Philadelphia City (20 mi.),,1682.00
2178887,2014-02-05 00:00:00,,19803,Delaware,2-Greater Philadelphia(70 mi.),2,1670.00
590266,2014-03-15 00:00:00,2017-03-27 00:00:00,190874826,Pennsylvania,1-Philadelphia City (20 mi.),5,1663.00
23977,2014-08-15 00:00:00,1992-05-19 00:00:00,190064721,Pennsylvania,1-Philadelphia City (20 mi.),4,1635.00
2410478,2014-04-30 00:00:00,2015-05-04 00:00:00,19147,Pennsylvania,1-Philadelphia City (20 mi.),4,1632.00
2151493,2014-09-26 00:00:00,,19123,Pennsylvania,1-Philadelphia City (20 mi.),,1623.02
1473559,2014-04-15 00:00:00,,08080,New Jersey,1-Philadelphia City (20 mi.),U,1622.00
973609,2014-06-17 00:00:00,,194605631,Pennsylvania,2-Greater Philadelphia(70 mi.),,1590.00
2220856,2014-06-06 00:00:00,,190382511,Pennsylvania,1-Philadelphia City (20 mi.),3,1582.00
1283139,2014-04-05 00:00:00,,08033,New Jersey,1-Philadelphia City (20 mi.),,1560.00
2123736,2014-04-22 00:00:00,,19103,Pennsylvania,1-Philadelphia City (20 mi.),U,1530.00
2022366,2014-04-13 00:00:00,,100244740,New York,3-New York City (20 mi.),5,1505.00
604203,2014-02-11 00:00:00,2016-12-15 00:00:00,191512702,Pennsylvania,1-Philadelphia City (20 mi.),4,1495.50
2401042,2014-04-23 00:00:00,,19147,Pennsylvania,1-Philadelphia City (20 mi.),U,1475.00
355586,2014-01-23 00:00:00,2019-08-14 00:00:00,190962527,Pennsylvania,1-Philadelphia City (20 mi.),4,1474.00
1336575,2014-08-11 00:00:00,,19342,Pennsylvania,1-Philadelphia City (20 mi.),4,1471.50
2401671,2014-01-14 00:00:00,2016-02-29 00:00:00,19454,Pennsylvania,1-Philadelphia City (20 mi.),2,1442.00
1390574,2014-09-14 00:00:00,,190811501,Pennsylvania,1-Philadelphia City (20 mi.),4,1430.00
974575,2014-02-11 00:00:00,1992-06-12 00:00:00,080373353,New Jersey,2-Greater Philadelphia(70 mi.),5,1410.00
2271606,2014-12-14 00:00:00,2015-08-04 00:00:00,08540,New Jersey,2-Greater Philadelphia(70 mi.),5,1407.00
66097,2014-09-24 00:00:00,,080558465,New Jersey,1-Philadelphia City (20 mi.),4,1402.00
916558,2014-09-08 00:00:00,,080342050,New Jersey,1-Philadelphia City (20 mi.),4,1396.00
23125,2014-09-03 00:00:00,1992-05-06 00:00:00,19103,Pennsylvania,1-Philadelphia City (20 mi.),4,1396.00
2199883,2014-04-28 00:00:00,,19119,Pennsylvania,1-Philadelphia City (20 mi.),2,1396.00
2257941,2014-11-17 00:00:00,2015-12-14 00:00:00,021385412,Massachusetts,7-USA Balance,5,1393.00
662497,2014-06-18 00:00:00,,190631144,Pennsylvania,1-Philadelphia City (20 mi.),,1380.00
2177454,2014-01-31 00:00:00,,19806,Delaware,2-Greater Philadelphia(70 mi.),4,1376.00
2227475,2014-09-16 00:00:00,,08840,New Jersey,2-Greater Philadelphia(70 mi.),3,1372.00
583482,2014-08-18 00:00:00,2018-09-17 00:00:00,193823462,Pennsylvania,2-Greater Philadelphia(70 mi.),3,1363.00
2370497,2014-02-12 00:00:00,2017-09-05 00:00:00,191303025,Pennsylvania,1-Philadelphia City (20 mi.),5,1362.00
2367686,2014-09-15 00:00:00,,17073,Pennsylvania,2-Greater Philadelphia(70 mi.),3,1352.00
2189991,2014-03-16 00:00:00,2018-04-22 00:00:00,18901,Pennsylvania,2-Greater Philadelphia(70 mi.),2,1341.00
2291169,2014-09-05 00:00:00,,19122,Pennsylvania,1-Philadelphia City (20 mi.),1,1330.00
2228043,2014-09-18 00:00:00,,10025,New York,3-New York City (20 mi.),U,1325.00
1936130,2014-03-20 00:00:00,,19146,Pennsylvania,1-Philadelphia City (20 mi.),U,1324.00
980364,2014-08-20 00:00:00,,191473421,Pennsylvania,1-Philadelphia City (20 mi.),5,1312.00
2176218,2014-01-27 00:00:00,2018-05-15 00:00:00,08210,New Jersey,2-Greater Philadelphia(70 mi.),4,1309.00
95737,2014-09-28 00:00:00,,08003,New Jersey,1-Philadelphia City (20 mi.),3,1301.00
2191251,2014-03-21 00:00:00,,19103,Pennsylvania,1-Philadelphia City (20 mi.),4,1287.00
1199692,2014-05-02 00:00:00,,19143,Pennsylvania,1-Philadelphia City (20 mi.),4,1277.00
56850,2014-01-28 00:00:00,,191512329,Pennsylvania,1-Philadelphia City (20 mi.),4,1277.00
2151149,2014-08-22 00:00:00,,19130,Pennsylvania,1-Philadelphia City (20 mi.),1,1271.38
2176395,2014-01-27 00:00:00,,19001,Pennsylvania,1-Philadelphia City (20 mi.),U,1268.00
2343997,2014-10-16 00:00:00,2014-09-19 00:00:00,19147,Pennsylvania,1-Philadelphia City (20 mi.),U,1267.00
2142402,2014-05-31 00:00:00,,028425620,Rhode Island,7-USA Balance,U,1263.00
2319664,2014-01-24 00:00:00,2017-09-06 00:00:00,19106,Pennsylvania,1-Philadelphia City (20 mi.),4,1260.00
1866763,2014-03-30 00:00:00,,193331512,Pennsylvania,1-Philadelphia City (20 mi.),4,1248.00
2182060,2014-02-14 00:00:00,2016-07-29 00:00:00,26501,West Virginia,7-USA Balance,3,1244.00
2218488,2014-11-28 00:00:00,,07675,New Jersey,5-NEC (140 mi. from Philly),5,1240.00
2183138,2014-03-26 00:00:00,,19106,Pennsylvania,1-Philadelphia City (20 mi.),4,1237.00
498679,2014-04-06 00:00:00,,190851029,Pennsylvania,1-Philadelphia City (20 mi.),4,1231.00
928010,2014-02-03 00:00:00,2018-09-16 00:00:00,197204806,Delaware,2-Greater Philadelphia(70 mi.),4,1228.00
184116,2014-09-04 00:00:00,2017-11-27 00:00:00,190633715,Pennsylvania,1-Philadelphia City (20 mi.),4,1218.00
1799033,2014-09-16 00:00:00,,10034,New York,3-New York City (20 mi.),3,1212.00
2092878,2014-03-16 00:00:00,,19355,Pennsylvania,2-Greater Philadelphia(70 mi.),4,1209.00
2044132,2014-02-27 00:00:00,,197113841,Delaware,2-Greater Philadelphia(70 mi.),3,1207.00
2254060,2014-11-06 00:00:00,,19977,Delaware,2-Greater Philadelphia(70 mi.),2,1202.00
322365,2014-05-28 00:00:00,2020-05-22 00:00:00,96145,California,7-USA Balance,U,1200.00
2225602,2014-09-09 00:00:00,,48103,Michigan,7-USA Balance,4,1194.00
1921856,2014-10-02 00:00:00,,08736,New Jersey,2-Greater Philadelphia(70 mi.),5,1192.00
2271233,2014-12-13 00:00:00,2015-10-23 00:00:00,193803879,Pennsylvania,2-Greater Philadelphia(70 mi.),3,1189.00
2278990,2014-12-26 00:00:00,2020-08-12 00:00:00,17013,Pennsylvania,5-NEC (140 mi. from Philly),U,1186.00
322372,2014-06-19 00:00:00,,191404427,Pennsylvania,1-Philadelphia City (20 mi.),,1175.00
1020151,2014-09-22 00:00:00,,19015,Pennsylvania,1-Philadelphia City (20 mi.),1,1172.00
2381767,2014-09-26 00:00:00,2014-12-09 00:00:00,08107,New Jersey,1-Philadelphia City (20 mi.),U,1165.00
420900,2014-04-26 00:00:00,2014-05-19 00:00:00,190101925,Pennsylvania,1-Philadelphia City (20 mi.),8,1160.00
2222872,2014-09-04 00:00:00,,191472811,Pennsylvania,1-Philadelphia City (20 mi.),4,1155.00
2185840,2014-04-10 00:00:00,,19807,Delaware,2-Greater Philadelphia(70 mi.),8,1155.00
2218884,2014-09-02 00:00:00,,190733020,Pennsylvania,1-Philadelphia City (20 mi.),1,1152.00
819257,2014-04-01 00:00:00,,19072,Pennsylvania,1-Philadelphia City (20 mi.),6,1150.00
1938374,2014-09-19 00:00:00,,19067,Pennsylvania,2-Greater Philadelphia(70 mi.),4,1134.00
412103,2014-07-07 00:00:00,,191474227,Pennsylvania,1-Philadelphia City (20 mi.),3,1131.20
13593,2014-06-09 00:00:00,,190101617,Pennsylvania,1-Philadelphia City (20 mi.),,1120.00
2228747,2014-09-20 00:00:00,,02657,Massachusetts,7-USA Balance,1,1116.00
2197002,2014-04-10 00:00:00,,19125,Pennsylvania,1-Philadelphia City (20 mi.),2,1111.00
1670023,2014-08-05 00:00:00,,94596,California,7-USA Balance,5,1104.00
1482509,2014-02-01 00:00:00,,19107,Pennsylvania,1-Philadelphia City (20 mi.),3,1096.04
2394339,2014-04-22 00:00:00,,19107,Pennsylvania,1-Philadelphia City (20 mi.),4,1094.00
2231780,2014-09-29 00:00:00,,19146,Pennsylvania,1-Philadelphia City (20 mi.),U,1094.00
2179338,2014-03-09 00:00:00,,19102,Pennsylvania,1-Philadelphia City (20 mi.),U,1088.50
306569,2014-01-29 00:00:00,,195621214,Pennsylvania,2-Greater Philadelphia(70 mi.),3,1087.00
325211,2014-04-10 00:00:00,,19066,Pennsylvania,1-Philadelphia City (20 mi.),4,1086.00
1792144,2014-03-17 00:00:00,,19406,Pennsylvania,1-Philadelphia City (20 mi.),,1079.62
1787651,2014-09-09 00:00:00,,18938,Pennsylvania,2-Greater Philadelphia(70 mi.),5,1078.00
2197306,2014-09-10 00:00:00,,19103,Pennsylvania,1-Philadelphia City (20 mi.),4,1071.00
2177876,2014-02-01 00:00:00,2016-05-19 00:00:00,19147,Pennsylvania,1-Philadelphia City (20 mi.),U,1070.00
215301,2014-04-24 00:00:00,1998-05-11 00:00:00,19102,Pennsylvania,1-Philadelphia City (20 mi.),2,1069.00
642825,2014-04-14 00:00:00,,178701731,Pennsylvania,5-NEC (140 mi. from Philly),3,1060.00
417484,2014-07-14 00:00:00,,191183616,Pennsylvania,1-Philadelphia City (20 mi.),,1060.00
716950,2014-04-23 00:00:00,,191484328,Pennsylvania,1-Philadelphia City (20 mi.),,1060.00
1325641,2014-09-21 00:00:00,,20155,Virginia,6-NEC (210 mi. from Philly),2,1059.00
45729,2014-09-09 00:00:00,,080572928,New Jersey,1-Philadelphia City (20 mi.),,1050.25
356405,2014-04-29 00:00:00,,080521702,New Jersey,1-Philadelphia City (20 mi.),U,1046.00
2201762,2014-05-09 00:00:00,,22102,Virginia,4-DC (20 mi.),2,1045.00
398720,2014-04-18 00:00:00,,190043126,Pennsylvania,1-Philadelphia City (20 mi.),5,1042.00
2198691,2014-04-21 00:00:00,,23185,Virginia,6-NEC (210 mi. from Philly),4,1042.00
2119070,2014-04-03 00:00:00,,19087,Pennsylvania,1-Philadelphia City (20 mi.),4,1040.00
1416631,2014-05-20 00:00:00,,100222356,New York,3-New York City (20 mi.),3,1036.00
130452,2014-04-22 00:00:00,2015-12-31 00:00:00,190411038,Pennsylvania,1-Philadelphia City (20 mi.),5,1028.00
2231314,2014-09-28 00:00:00,2014-10-15 00:00:00,19355,Pennsylvania,2-Greater Philadelphia(70 mi.),4,1024.50
2383377,2014-08-13 00:00:00,,18925,Pennsylvania,2-Greater Philadelphia(70 mi.),4,1024.00
229610,2014-04-06 00:00:00,,190951511,Pennsylvania,1-Philadelphia City (20 mi.),4,1024.00
93136,2014-05-19 00:00:00,,19073,Pennsylvania,1-Philadelphia City (20 mi.),,1020.00
2181812,2014-02-14 00:00:00,2020-03-27 00:00:00,19146,Pennsylvania,1-Philadelphia City (20 mi.),4,1019.00
2226984,2014-09-14 00:00:00,,19130,Pennsylvania,1-Philadelphia City (20 mi.),6,1018.00
1843330,2014-10-02 00:00:00,,17543,Pennsylvania,2-Greater Philadelphia(70 mi.),3,1014.00
2025950,2014-04-01 00:00:00,,191064109,Pennsylvania,1-Philadelphia City (20 mi.),3,1014.00
2176240,2014-01-27 00:00:00,,19083,Pennsylvania,1-Philadelphia City (20 mi.),4,1000.00
1561184,2014-04-16 00:00:00,,08109,New Jersey,1-Philadelphia City (20 mi.),1,992.00
2389023,2014-04-02 00:00:00,1992-04-03 00:00:00,19073,Pennsylvania,1-Philadelphia City (20 mi.),6,990.00
376751,2014-09-24 00:00:00,,191064322,Pennsylvania,1-Philadelphia City (20 mi.),5,986.50
2176453,2014-01-28 00:00:00,2018-08-20 00:00:00,190632601,Pennsylvania,1-Philadelphia City (20 mi.),3,986.00
29283,2014-03-19 00:00:00,1999-06-28 00:00:00,190351213,Pennsylvania,1-Philadelphia City (20 mi.),4,984.00
2222842,2014-09-04 00:00:00,,190461459,Pennsylvania,1-Philadelphia City (20 mi.),4,984.00
2034892,2014-01-22 00:00:00,,08226,New Jersey,2-Greater Philadelphia(70 mi.),3,978.00
1439116,2014-09-22 00:00:00,,190606702,Pennsylvania,1-Philadelphia City (20 mi.),,978.00
444776,2014-06-23 00:00:00,,080572250,New Jersey,1-Philadelphia City (20 mi.),3,975.00
2071736,2014-04-29 00:00:00,2018-08-06 00:00:00,191472839,Pennsylvania,1-Philadelphia City (20 mi.),4,974.00
370476,2014-03-31 00:00:00,,189402039,Pennsylvania,2-Greater Philadelphia(70 mi.),4,968.00
1265067,2014-01-21 00:00:00,,191064110,Pennsylvania,1-Philadelphia City (20 mi.),4,962.00
2218517,2014-08-07 00:00:00,2014-10-15 00:00:00,19148,Pennsylvania,1-Philadelphia City (20 mi.),1,960.00
2198733,2014-04-22 00:00:00,2019-04-28 00:00:00,08512,New Jersey,2-Greater Philadelphia(70 mi.),6,958.00
2219265,2014-08-13 00:00:00,,046600730,Maine,7-USA Balance,4,956.00
1371705,2014-05-08 00:00:00,,191031519,Pennsylvania,1-Philadelphia City (20 mi.),3,956.00
2206591,2014-06-04 00:00:00,2018-12-10 00:00:00,19801,Delaware,2-Greater Philadelphia(70 mi.),2,956.00
