owner_no,order_dt,Count of order_no,channel_desc,MOS_desc,delivery_desc,tot_ticket_paid_amt,tot_contribution_paid_amt,facility_desc,prod_season_desc,num_seats_pur
971916,2015-04-09 00:00:00,1,Mail,Ticketing,OP - US Mail,$1479,$3000,Academy of Music,Cold Mountain,2
971916,2015-04-09 00:00:00,1,Mail,Ticketing,OP - US Mail,$1479,$3000,Academy of Music,La traviata,2
971916,2015-04-09 00:00:00,1,Mail,Ticketing,OP - US Mail,$1479,$3000,Academy of Music,The Elixir of Love,2
971916,2015-04-09 00:00:00,1,Mail,Ticketing,OP - US Mail,$1479,$3000,General Admission,$50 Bonus Voucher,2
971916,2015-04-09 00:00:00,1,Mail,Ticketing,OP - US Mail,$1479,$3000,Perelman Theater,Capriccio,2
418325,2015-03-10 00:00:00,1,Mail,Ticketing,OP - US Mail,$1479,$2500,Academy of Music,Cold Mountain,2
418325,2015-03-10 00:00:00,1,Mail,Ticketing,OP - US Mail,$1479,$2500,Academy of Music,La traviata,2
418325,2015-03-10 00:00:00,1,Mail,Ticketing,OP - US Mail,$1479,$2500,Academy of Music,The Elixir of Love,2
418325,2015-03-10 00:00:00,1,Mail,Ticketing,OP - US Mail,$1479,$2500,General Admission,$50 Bonus Voucher,2
418325,2015-03-10 00:00:00,1,Mail,Ticketing,OP - US Mail,$1479,$2500,Perelman Theater,Capriccio,2
971630,2015-04-15 00:00:00,1,Phone,Ticketing,OP - US Mail,$951,$2500,Academy of Music,Cold Mountain,2
971630,2015-04-15 00:00:00,1,Phone,Ticketing,OP - US Mail,$951,$2500,Academy of Music,La traviata,2
971630,2015-04-15 00:00:00,1,Phone,Ticketing,OP - US Mail,$951,$2500,Academy of Music,The Elixir of Love,2
971630,2015-04-15 00:00:00,1,Phone,Ticketing,OP - US Mail,$951,$2500,General Admission,$50 Bonus Voucher,2
971630,2015-04-15 00:00:00,1,Phone,Ticketing,OP - US Mail,$951,$2500,Perelman Theater,Capriccio,2
971908,2015-03-09 00:00:00,1,Web,Ticketing Web Subs,OP - US Mail,$618,$2500,Academy of Music,Cold Mountain,2
971908,2015-03-09 00:00:00,1,Web,Ticketing Web Subs,OP - US Mail,$618,$2500,Academy of Music,La traviata,2
971908,2015-03-09 00:00:00,1,Web,Ticketing Web Subs,OP - US Mail,$618,$2500,Academy of Music,The Elixir of Love,2
3369,2015-02-26 00:00:00,1,Mail,Ticketing,OP - US Mail,$2076,$2000,Academy of Music,Cold Mountain,4
3369,2015-02-26 00:00:00,1,Mail,Ticketing,OP - US Mail,$2076,$2000,Academy of Music,La traviata,4
3369,2015-02-26 00:00:00,1,Mail,Ticketing,OP - US Mail,$2076,$2000,Academy of Music,The Elixir of Love,4
3369,2015-02-26 00:00:00,1,Mail,Ticketing,OP - US Mail,$2076,$2000,General Admission,$50 Bonus Voucher,4
3369,2015-02-26 00:00:00,1,Mail,Ticketing,OP - US Mail,$2076,$2000,Perelman Theater,Capriccio,4
9057,2015-02-23 00:00:00,1,Phone,Ticketing,OP - US Mail,$1029,$2000,Academy of Music,Cold Mountain,2
9057,2015-02-23 00:00:00,1,Phone,Ticketing,OP - US Mail,$1029,$2000,Academy of Music,La traviata,2
9057,2015-02-23 00:00:00,1,Phone,Ticketing,OP - US Mail,$1029,$2000,Academy of Music,The Elixir of Love,2
9057,2015-02-23 00:00:00,1,Phone,Ticketing,OP - US Mail,$1029,$2000,General Admission,$50 Bonus Voucher,2
9057,2015-02-23 00:00:00,1,Phone,Ticketing,OP - US Mail,$1029,$2000,Perelman Theater,Capriccio,2
11939,2015-03-16 00:00:00,1,Phone,Ticketing,OP - US Mail,$636,$2000,Academy of Music,Cold Mountain,2
11939,2015-03-16 00:00:00,1,Phone,Ticketing,OP - US Mail,$636,$2000,Academy of Music,La traviata,2
11939,2015-03-16 00:00:00,1,Phone,Ticketing,OP - US Mail,$636,$2000,Academy of Music,The Elixir of Love,2
15242,2015-03-04 00:00:00,1,Web,Ticketing Web Subs,OP - US Mail,$1290,$2000,Academy of Music,Cold Mountain,2
15242,2015-03-04 00:00:00,1,Web,Ticketing Web Subs,OP - US Mail,$1290,$2000,Academy of Music,La traviata,2
15242,2015-03-04 00:00:00,1,Web,Ticketing Web Subs,OP - US Mail,$1290,$2000,Academy of Music,The Elixir of Love,2
31944,2015-04-19 00:00:00,1,Web,Ticketing Web Subs,OP - US Mail,$1290,$2000,Academy of Music,Cold Mountain,2
31944,2015-04-19 00:00:00,1,Web,Ticketing Web Subs,OP - US Mail,$1290,$2000,Academy of Music,La traviata,2
31944,2015-04-19 00:00:00,1,Web,Ticketing Web Subs,OP - US Mail,$1290,$2000,Academy of Music,The Elixir of Love,2
69112,2015-03-11 00:00:00,1,Mail,Ticketing,OP - US Mail,$1448,$2000,Academy of Music,Cold Mountain,2
69112,2015-03-11 00:00:00,1,Mail,Ticketing,OP - US Mail,$1448,$2000,Academy of Music,La traviata,2
69112,2015-03-11 00:00:00,1,Mail,Ticketing,OP - US Mail,$1448,$2000,Academy of Music,The Elixir of Love,2
69112,2015-03-11 00:00:00,1,Mail,Ticketing,OP - US Mail,$1448,$2000,General Admission,$50 Bonus Voucher,2
69112,2015-03-11 00:00:00,1,Mail,Ticketing,OP - US Mail,$1448,$2000,Perelman Theater,Capriccio,2
198503,2015-03-16 00:00:00,1,Web,Ticketing Web Subs,OP - US Mail,$1290,$2000,Academy of Music,Cold Mountain,2
198503,2015-03-16 00:00:00,1,Web,Ticketing Web Subs,OP - US Mail,$1290,$2000,Academy of Music,La traviata,2
198503,2015-03-16 00:00:00,1,Web,Ticketing Web Subs,OP - US Mail,$1290,$2000,Academy of Music,The Elixir of Love,2
454727,2015-03-18 00:00:00,1,Phone,Ticketing,OP - US Mail,$858,$2000,Academy of Music,Cold Mountain,2
454727,2015-03-18 00:00:00,1,Phone,Ticketing,OP - US Mail,$858,$2000,Academy of Music,La traviata,2
454727,2015-03-18 00:00:00,1,Phone,Ticketing,OP - US Mail,$858,$2000,Academy of Music,The Elixir of Love,2
971684,2015-04-02 00:00:00,1,Phone,Ticketing,OP - US Mail,$831,$2000,Academy of Music,Cold Mountain,2
971684,2015-04-02 00:00:00,1,Phone,Ticketing,OP - US Mail,$831,$2000,Academy of Music,La traviata,2
971684,2015-04-02 00:00:00,1,Phone,Ticketing,OP - US Mail,$831,$2000,Academy of Music,The Elixir of Love,2
971684,2015-04-02 00:00:00,1,Phone,Ticketing,OP - US Mail,$831,$2000,General Admission,$50 Bonus Voucher,2
971684,2015-04-02 00:00:00,1,Phone,Ticketing,OP - US Mail,$831,$2000,Perelman Theater,Capriccio,2
1220576,2015-03-21 00:00:00,1,Web,Ticketing Web Subs,OP - US Mail,$1290,$2000,Academy of Music,Cold Mountain,2
1220576,2015-03-21 00:00:00,1,Web,Ticketing Web Subs,OP - US Mail,$1290,$2000,Academy of Music,La traviata,2
1220576,2015-03-21 00:00:00,1,Web,Ticketing Web Subs,OP - US Mail,$1290,$2000,Academy of Music,The Elixir of Love,2
2180577,2015-07-17 00:00:00,1,Email,Ticketing,OP - US Mail,$924,$2000,Academy of Music,Cold Mountain,2
2180577,2015-07-17 00:00:00,1,Email,Ticketing,OP - US Mail,$924,$2000,Academy of Music,La traviata,2
2180577,2015-07-17 00:00:00,1,Email,Ticketing,OP - US Mail,$924,$2000,Academy of Music,The Elixir of Love,2
2180577,2015-07-17 00:00:00,1,Email,Ticketing,OP - US Mail,$924,$2000,General Admission,ANDY: A Popera,2
2318988,2015-04-28 00:00:00,1,Phone,Ticketing,OP - US Mail,$392,$2000,Academy of Music,Cold Mountain,1
2318988,2015-04-28 00:00:00,1,Phone,Ticketing,OP - US Mail,$392,$2000,Academy of Music,La traviata,1
2318988,2015-04-28 00:00:00,1,Phone,Ticketing,OP - US Mail,$392,$2000,Academy of Music,The Elixir of Love,1
2318988,2015-04-28 00:00:00,1,Phone,Ticketing,OP - US Mail,$392,$2000,General Admission,$50 Bonus Voucher,1
2318988,2015-04-28 00:00:00,1,Phone,Ticketing,OP - US Mail,$392,$2000,General Admission,ANDY: A Popera,2
2318988,2015-04-28 00:00:00,1,Phone,Ticketing,OP - US Mail,$392,$2000,Perelman Theater,Capriccio,2
201106,2015-04-08 00:00:00,1,Web,Ticketing Web Subs,OP - US Mail,$1425,$1900,Academy of Music,Cold Mountain,2
201106,2015-04-08 00:00:00,1,Web,Ticketing Web Subs,OP - US Mail,$1425,$1900,Academy of Music,La traviata,2
201106,2015-04-08 00:00:00,1,Web,Ticketing Web Subs,OP - US Mail,$1425,$1900,Academy of Music,The Elixir of Love,2
201106,2015-04-08 00:00:00,1,Web,Ticketing Web Subs,OP - US Mail,$1425,$1900,General Admission,$50 Bonus Voucher,2
201106,2015-04-08 00:00:00,1,Web,Ticketing Web Subs,OP - US Mail,$1425,$1900,Perelman Theater,Capriccio,2
17339,2015-04-06 00:00:00,1,Web,Ticketing Web Subs,OP - US Mail,$570,$1500,Academy of Music,Cold Mountain,2
17339,2015-04-06 00:00:00,1,Web,Ticketing Web Subs,OP - US Mail,$570,$1500,Academy of Music,La traviata,2
17339,2015-04-06 00:00:00,1,Web,Ticketing Web Subs,OP - US Mail,$570,$1500,Academy of Music,The Elixir of Love,2
91018,2015-09-09 00:00:00,1,Email,Ticketing,OP - US Mail,$298,$1500,Academy of Music,La traviata,4
262155,2015-03-08 00:00:00,1,Web,Ticketing Web Subs,OP - US Mail,$636,$1500,Academy of Music,Cold Mountain,2
262155,2015-03-08 00:00:00,1,Web,Ticketing Web Subs,OP - US Mail,$636,$1500,Academy of Music,La traviata,2
262155,2015-03-08 00:00:00,1,Web,Ticketing Web Subs,OP - US Mail,$636,$1500,Academy of Music,The Elixir of Love,2
9952,2015-03-20 00:00:00,1,Mail,Ticketing,OP - US Mail,$858,$1000,Academy of Music,Cold Mountain,2
9952,2015-03-20 00:00:00,1,Mail,Ticketing,OP - US Mail,$858,$1000,Academy of Music,La traviata,2
9952,2015-03-20 00:00:00,1,Mail,Ticketing,OP - US Mail,$858,$1000,Academy of Music,The Elixir of Love,2
15239,2015-04-24 00:00:00,1,Phone,Ticketing,OP - US Mail,$807,$1000,Academy of Music,Cold Mountain,2
15239,2015-04-24 00:00:00,1,Phone,Ticketing,OP - US Mail,$807,$1000,Academy of Music,La traviata,2
15239,2015-04-24 00:00:00,1,Phone,Ticketing,OP - US Mail,$807,$1000,Academy of Music,The Elixir of Love,2
15239,2015-04-24 00:00:00,1,Phone,Ticketing,OP - US Mail,$807,$1000,General Admission,$50 Bonus Voucher,2
15239,2015-04-24 00:00:00,1,Phone,Ticketing,OP - US Mail,$807,$1000,Perelman Theater,Capriccio,2
115167,2015-03-05 00:00:00,1,Web,Ticketing Web Subs,OP - US Mail,$762,$1000,Academy of Music,Cold Mountain,2
115167,2015-03-05 00:00:00,1,Web,Ticketing Web Subs,OP - US Mail,$762,$1000,Academy of Music,La traviata,2
115167,2015-03-05 00:00:00,1,Web,Ticketing Web Subs,OP - US Mail,$762,$1000,Academy of Music,The Elixir of Love,2
121879,2015-07-29 00:00:00,1,Phone,Ticketing,OP - US Mail,$216,$1000,Academy of Music,La traviata,1
221752,2015-04-06 00:00:00,1,Mail,Ticketing,OP - US Mail,$766.5,$1000,Academy of Music,Cold Mountain,2
221752,2015-04-06 00:00:00,1,Mail,Ticketing,OP - US Mail,$766.5,$1000,Academy of Music,La traviata,2
221752,2015-04-06 00:00:00,1,Mail,Ticketing,OP - US Mail,$766.5,$1000,Academy of Music,The Elixir of Love,2
221752,2015-04-06 00:00:00,1,Mail,Ticketing,OP - US Mail,$766.5,$1000,General Admission,$50 Bonus Voucher,1
221752,2015-04-06 00:00:00,1,Mail,Ticketing,OP - US Mail,$766.5,$1000,Perelman Theater,Capriccio,1
272163,2015-03-25 00:00:00,1,Phone,Ticketing,OP - US Mail,$2237.5,$1000,Academy of Music,Cold Mountain,3
272163,2015-03-25 00:00:00,1,Phone,Ticketing,OP - US Mail,$2237.5,$1000,Academy of Music,La traviata,3
272163,2015-03-25 00:00:00,1,Phone,Ticketing,OP - US Mail,$2237.5,$1000,Academy of Music,The Elixir of Love,3
272163,2015-03-25 00:00:00,1,Phone,Ticketing,OP - US Mail,$2237.5,$1000,General Admission,$50 Bonus Voucher,3
272163,2015-03-25 00:00:00,1,Phone,Ticketing,OP - US Mail,$2237.5,$1000,Perelman Theater,Capriccio,3
379084,2015-08-20 00:00:00,1,Mail,Ticketing,OP - US Mail,$840,$1000,Academy of Music,Cold Mountain,2
379084,2015-08-20 00:00:00,1,Mail,Ticketing,OP - US Mail,$840,$1000,Academy of Music,La traviata,2
379084,2015-08-20 00:00:00,1,Mail,Ticketing,OP - US Mail,$840,$1000,Academy of Music,The Elixir of Love,2
454459,2015-07-31 00:00:00,1,Phone,Ticketing,OP - US Mail,$486,$1000,Academy of Music,La traviata,3
582956,2015-04-08 00:00:00,1,Phone,Ticketing,OP - US Mail,$618,$1000,Academy of Music,Cold Mountain,2
582956,2015-04-08 00:00:00,1,Phone,Ticketing,OP - US Mail,$618,$1000,Academy of Music,La traviata,2
582956,2015-04-08 00:00:00,1,Phone,Ticketing,OP - US Mail,$618,$1000,Academy of Music,The Elixir of Love,2
619561,2015-03-31 00:00:00,1,Phone,Ticketing,OP - US Mail,$1029,$1000,Academy of Music,Cold Mountain,2
619561,2015-03-31 00:00:00,1,Phone,Ticketing,OP - US Mail,$1029,$1000,Academy of Music,La traviata,2
619561,2015-03-31 00:00:00,1,Phone,Ticketing,OP - US Mail,$1029,$1000,Academy of Music,The Elixir of Love,2
619561,2015-03-31 00:00:00,1,Phone,Ticketing,OP - US Mail,$1029,$1000,General Admission,$50 Bonus Voucher,2
619561,2015-03-31 00:00:00,1,Phone,Ticketing,OP - US Mail,$1029,$1000,Perelman Theater,Capriccio,2
676304,2015-07-31 00:00:00,1,Phone,Ticketing,OP - US Mail,$616,$1000,Academy of Music,La traviata,2
676304,2015-07-31 00:00:00,1,Phone,Ticketing,OP - US Mail,$616,$1000,Academy of Music,The Elixir of Love,2
676304,2015-07-31 00:00:00,1,Phone,Ticketing,OP - US Mail,$616,$1000,Academy of Music Ballroom,Reception Passes,2
769896,2015-05-26 00:00:00,1,Phone,Ticketing,OP - US Mail,$716,$1000,Academy of Music,La traviata,4
970925,2015-04-03 00:00:00,1,Phone,Ticketing,OP - US Mail,$807,$1000,Academy of Music,Cold Mountain,2
970925,2015-04-03 00:00:00,1,Phone,Ticketing,OP - US Mail,$807,$1000,Academy of Music,La traviata,2
970925,2015-04-03 00:00:00,1,Phone,Ticketing,OP - US Mail,$807,$1000,Academy of Music,The Elixir of Love,2
970925,2015-04-03 00:00:00,1,Phone,Ticketing,OP - US Mail,$807,$1000,General Admission,$50 Bonus Voucher,2
970925,2015-04-03 00:00:00,1,Phone,Ticketing,OP - US Mail,$807,$1000,Perelman Theater,Capriccio,2
1926782,2015-09-04 00:00:00,1,Default Channel,xxTP Phone Sales,Email Print at Home,$476,$1000,Academy of Music,La traviata,4
2307895,2015-03-17 00:00:00,1,Phone,Ticketing,OP - US Mail,$1479,$1000,Academy of Music,Cold Mountain,2
2307895,2015-03-17 00:00:00,1,Phone,Ticketing,OP - US Mail,$1479,$1000,Academy of Music,La traviata,2
2307895,2015-03-17 00:00:00,1,Phone,Ticketing,OP - US Mail,$1479,$1000,Academy of Music,The Elixir of Love,2
2307895,2015-03-17 00:00:00,1,Phone,Ticketing,OP - US Mail,$1479,$1000,General Admission,$50 Bonus Voucher,2
2307895,2015-03-17 00:00:00,1,Phone,Ticketing,OP - US Mail,$1479,$1000,Perelman Theater,Capriccio,2
2340475,2015-08-31 00:00:00,1,Phone,Ticketing,OP - US Mail,$358,$1000,Academy of Music,La traviata,2
78281,2015-03-17 00:00:00,1,Mail,Ticketing,OP - US Mail,$644,$800,Academy of Music,Cold Mountain,2
78281,2015-03-17 00:00:00,1,Mail,Ticketing,OP - US Mail,$644,$800,Academy of Music,La traviata,2
78281,2015-03-17 00:00:00,1,Mail,Ticketing,OP - US Mail,$644,$800,Academy of Music,The Elixir of Love,2
78281,2015-03-17 00:00:00,1,Mail,Ticketing,OP - US Mail,$644,$800,General Admission,$50 Bonus Voucher,2
78281,2015-03-17 00:00:00,1,Mail,Ticketing,OP - US Mail,$644,$800,Perelman Theater,Capriccio,2
1765623,2015-02-19 00:00:00,1,Web,Ticketing Web Subs,OP - US Mail,$1551,$800,Academy of Music,Cold Mountain,2
1765623,2015-02-19 00:00:00,1,Web,Ticketing Web Subs,OP - US Mail,$1551,$800,Academy of Music,La traviata,2
1765623,2015-02-19 00:00:00,1,Web,Ticketing Web Subs,OP - US Mail,$1551,$800,Academy of Music,The Elixir of Love,2
1765623,2015-02-19 00:00:00,1,Web,Ticketing Web Subs,OP - US Mail,$1551,$800,General Admission,$50 Bonus Voucher,2
1765623,2015-02-19 00:00:00,1,Web,Ticketing Web Subs,OP - US Mail,$1551,$800,Perelman Theater,Capriccio,2
2331308,2015-04-01 00:00:00,1,Phone,Ticketing,OP - US Mail,$230,$770,Perelman,Charlie Parker's YARDBIRD,2
2331308,2015-04-01 00:00:00,1,Phone,Ticketing,OP - US Mail,$230,$770,The Loft on Tier 1,Reception Passes,2
117473,2015-03-05 00:00:00,1,Phone,Ticketing,OP - US Mail,$840,$750,Academy of Music,Cold Mountain,2
117473,2015-03-05 00:00:00,1,Phone,Ticketing,OP - US Mail,$840,$750,Academy of Music,La traviata,2
117473,2015-03-05 00:00:00,1,Phone,Ticketing,OP - US Mail,$840,$750,Academy of Music,The Elixir of Love,2
588887,2015-03-28 00:00:00,1,Mail,Ticketing,OP - US Mail,$636,$750,Academy of Music,Cold Mountain,2
588887,2015-03-28 00:00:00,1,Mail,Ticketing,OP - US Mail,$636,$750,Academy of Music,La traviata,2
588887,2015-03-28 00:00:00,1,Mail,Ticketing,OP - US Mail,$636,$750,Academy of Music,The Elixir of Love,2
2289263,2015-08-24 00:00:00,1,Internal Request,Ticketing,VIP,$0,$750,Academy of Music,La traviata,5
95082,2015-03-18 00:00:00,1,Walk Up,Ticketing,OP - US Mail,$448.5,$700,Academy of Music,Cold Mountain,1
95082,2015-03-18 00:00:00,1,Walk Up,Ticketing,OP - US Mail,$448.5,$700,Academy of Music,La traviata,1
95082,2015-03-18 00:00:00,1,Walk Up,Ticketing,OP - US Mail,$448.5,$700,Academy of Music,The Elixir of Love,1
95082,2015-03-18 00:00:00,1,Walk Up,Ticketing,OP - US Mail,$448.5,$700,General Admission,$50 Bonus Voucher,1
95082,2015-03-18 00:00:00,1,Walk Up,Ticketing,OP - US Mail,$448.5,$700,Perelman Theater,Capriccio,1
152880,2015-05-06 00:00:00,1,Phone,Ticketing,OP - US Mail,$864,$700,Academy of Music,Cold Mountain,3
152880,2015-05-06 00:00:00,1,Phone,Ticketing,OP - US Mail,$864,$700,Academy of Music,La traviata,3
152880,2015-05-06 00:00:00,1,Phone,Ticketing,OP - US Mail,$864,$700,Academy of Music,The Elixir of Love,3
79711,2015-03-03 00:00:00,1,Web,Ticketing Web Subs,OP - US Mail,$412.5,$650,Academy of Music,Cold Mountain,1
79711,2015-03-03 00:00:00,1,Web,Ticketing Web Subs,OP - US Mail,$412.5,$650,Academy of Music,La traviata,1
79711,2015-03-03 00:00:00,1,Web,Ticketing Web Subs,OP - US Mail,$412.5,$650,Academy of Music,The Elixir of Love,1
79711,2015-03-03 00:00:00,1,Web,Ticketing Web Subs,OP - US Mail,$412.5,$650,General Admission,$50 Bonus Voucher,1
79711,2015-03-03 00:00:00,1,Web,Ticketing Web Subs,OP - US Mail,$412.5,$650,Perelman Theater,Capriccio,1
1193493,2015-04-07 00:00:00,1,Phone,Ticketing,OP - US Mail,$765,$600,Academy of Music,Cold Mountain,2
1193493,2015-04-07 00:00:00,1,Phone,Ticketing,OP - US Mail,$765,$600,Academy of Music,La traviata,2
1193493,2015-04-07 00:00:00,1,Phone,Ticketing,OP - US Mail,$765,$600,Academy of Music,The Elixir of Love,2
1193493,2015-04-07 00:00:00,1,Phone,Ticketing,OP - US Mail,$765,$600,General Admission,$50 Bonus Voucher,2
1193493,2015-04-07 00:00:00,1,Phone,Ticketing,OP - US Mail,$765,$600,Perelman Theater,Capriccio,2
177287,2015-04-30 00:00:00,1,Phone,Ticketing,OP - US Mail,$189,$596,Academy of Music,Cold Mountain,2
177287,2015-04-30 00:00:00,1,Phone,Ticketing,OP - US Mail,$189,$596,Academy of Music,La traviata,2
177287,2015-04-30 00:00:00,1,Phone,Ticketing,OP - US Mail,$189,$596,Academy of Music,The Elixir of Love,2
177287,2015-04-30 00:00:00,1,Phone,Ticketing,OP - US Mail,$189,$596,General Admission,$50 Bonus Voucher,2
177287,2015-04-30 00:00:00,1,Phone,Ticketing,OP - US Mail,$189,$596,Perelman Theater,Capriccio,2
970941,2015-02-20 00:00:00,1,Mail,Ticketing,OP - US Mail,$318,$580,Academy of Music,Cold Mountain,1
970941,2015-02-20 00:00:00,1,Mail,Ticketing,OP - US Mail,$318,$580,Academy of Music,La traviata,1
970941,2015-02-20 00:00:00,1,Mail,Ticketing,OP - US Mail,$318,$580,Academy of Music,The Elixir of Love,1
3935,2015-03-26 00:00:00,1,Web,Ticketing Web Subs,OP - US Mail,$636,$549,Academy of Music,Cold Mountain,2
3935,2015-03-26 00:00:00,1,Web,Ticketing Web Subs,OP - US Mail,$636,$549,Academy of Music,La traviata,2
3935,2015-03-26 00:00:00,1,Web,Ticketing Web Subs,OP - US Mail,$636,$549,Academy of Music,The Elixir of Love,2
84093,2015-03-09 00:00:00,1,Mail,Ticketing,OP - US Mail,$753,$522,Academy of Music,Cold Mountain,2
84093,2015-03-09 00:00:00,1,Mail,Ticketing,OP - US Mail,$753,$522,Academy of Music,La traviata,2
84093,2015-03-09 00:00:00,1,Mail,Ticketing,OP - US Mail,$753,$522,Academy of Music,The Elixir of Love,2
84093,2015-03-09 00:00:00,1,Mail,Ticketing,OP - US Mail,$753,$522,General Admission,$50 Bonus Voucher,2
84093,2015-03-09 00:00:00,1,Mail,Ticketing,OP - US Mail,$753,$522,Perelman Theater,Capriccio,2
165057,2015-02-23 00:00:00,1,Mail,Ticketing,OP - US Mail,$288,$520,Academy of Music,Cold Mountain,1
165057,2015-02-23 00:00:00,1,Mail,Ticketing,OP - US Mail,$288,$520,Academy of Music,La traviata,1
165057,2015-02-23 00:00:00,1,Mail,Ticketing,OP - US Mail,$288,$520,Academy of Music,The Elixir of Love,1
655,2015-03-23 00:00:00,1,Phone,Ticketing,OP - US Mail,$858,$500,Academy of Music,Cold Mountain,2
655,2015-03-23 00:00:00,1,Phone,Ticketing,OP - US Mail,$858,$500,Academy of Music,La traviata,2
655,2015-03-23 00:00:00,1,Phone,Ticketing,OP - US Mail,$858,$500,Academy of Music,The Elixir of Love,2
2890,2015-03-03 00:00:00,1,Phone,Ticketing,OP - US Mail,$514.5,$500,Academy of Music,Cold Mountain,1
2890,2015-03-03 00:00:00,1,Phone,Ticketing,OP - US Mail,$514.5,$500,Academy of Music,La traviata,1
2890,2015-03-03 00:00:00,1,Phone,Ticketing,OP - US Mail,$514.5,$500,Academy of Music,The Elixir of Love,1
2890,2015-03-03 00:00:00,1,Phone,Ticketing,OP - US Mail,$514.5,$500,General Admission,$50 Bonus Voucher,1
2890,2015-03-03 00:00:00,1,Phone,Ticketing,OP - US Mail,$514.5,$500,Perelman Theater,Capriccio,1
6666,2015-04-17 00:00:00,1,Phone,Ticketing,OP - US Mail,$645,$500,Academy of Music,Cold Mountain,1
6666,2015-04-17 00:00:00,1,Phone,Ticketing,OP - US Mail,$645,$500,Academy of Music,La traviata,1
6666,2015-04-17 00:00:00,1,Phone,Ticketing,OP - US Mail,$645,$500,Academy of Music,The Elixir of Love,1
