owner_no,First Order Date,First Contribution Date,postal_code,state_desc,geo_area_desc,OP Prelim Capacity,LTV Tkt Value,Lifetime Giving
2280536,2015-01-01 00:00:00,,08807,New Jersey,2-Greater Philadelphia(70 mi.),,258.00,
2280550,2015-01-01 00:00:00,,18974,Pennsylvania,1-Philadelphia City (20 mi.),,153.00,
2280469,2015-01-01 00:00:00,,190068506,Pennsylvania,1-Philadelphia City (20 mi.),3,210.00,
2269456,2015-01-01 00:00:00,,19403,Pennsylvania,1-Philadelphia City (20 mi.),4,281.00,
2280674,2015-01-02 00:00:00,,28210,North Carolina,7-USA Balance,3,258.00,
2280964,2015-01-03 00:00:00,,10021,New York,3-New York City (20 mi.),,159.00,
2281060,2015-01-03 00:00:00,,21201,Maryland,5-NEC (140 mi. from Philly),4,149.00,
2280984,2015-01-03 00:00:00,,48103,Michigan,7-USA Balance,5,258.00,
165724,2015-01-04 00:00:00,,189014022,Pennsylvania,2-Greater Philadelphia(70 mi.),4,387.00,
2281111,2015-01-04 00:00:00,,19146,Pennsylvania,1-Philadelphia City (20 mi.),4,338.00,
2279664,2015-01-04 00:00:00,,19464,Pennsylvania,2-Greater Philadelphia(70 mi.),3,281.00,
2281207,2015-01-04 00:00:00,,30643,Georgia,7-USA Balance,4,149.00,
2281177,2015-01-04 00:00:00,2020-05-05 00:00:00,445052216,Ohio,7-USA Balance,3,2901.00,$200
389987,2015-01-05 00:00:00,,080344017,New Jersey,1-Philadelphia City (20 mi.),3,0.00,
1890229,2015-01-05 00:00:00,,19122,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
2281498,2015-01-05 00:00:00,2018-04-15 00:00:00,20906,Maryland,4-DC (20 mi.),3,2023.00,$467
99140,2015-01-06 00:00:00,,080032630,New Jersey,1-Philadelphia City (20 mi.),4,318.00,
527187,2015-01-06 00:00:00,,081081524,New Jersey,1-Philadelphia City (20 mi.),3,396.00,
2281792,2015-01-06 00:00:00,,11105,New York,3-New York City (20 mi.),4,238.00,
1886389,2015-01-06 00:00:00,,190874412,Pennsylvania,1-Philadelphia City (20 mi.),,318.00,
2281734,2015-01-06 00:00:00,,19139,Pennsylvania,1-Philadelphia City (20 mi.),,130.00,
2269791,2015-01-06 00:00:00,,19147,Pennsylvania,1-Philadelphia City (20 mi.),1,170.00,
2281623,2015-01-06 00:00:00,,48103,Michigan,7-USA Balance,5,358.00,
2282042,2015-01-07 00:00:00,,19106,Pennsylvania,1-Philadelphia City (20 mi.),3,80.00,
471861,2015-01-07 00:00:00,,193558725,Pennsylvania,2-Greater Philadelphia(70 mi.),6,258.00,
1927777,2015-01-07 00:00:00,,19802,Delaware,2-Greater Philadelphia(70 mi.),4,138.00,
502850,2015-01-08 00:00:00,,06079,Connecticut,6-NEC (210 mi. from Philly),U,478.00,
2282452,2015-01-08 00:00:00,,07069,New Jersey,2-Greater Philadelphia(70 mi.),U,198.00,
2282400,2015-01-08 00:00:00,,10463,New York,3-New York City (20 mi.),3,159.00,
2282531,2015-01-08 00:00:00,,11418,New York,3-New York City (20 mi.),3,78.00,
415781,2015-01-08 00:00:00,,180186307,Pennsylvania,2-Greater Philadelphia(70 mi.),3,92.00,
2417308,2015-01-08 00:00:00,,19020,Pennsylvania,1-Philadelphia City (20 mi.),,98.00,
1910261,2015-01-08 00:00:00,,19119,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
2249986,2015-01-08 00:00:00,,19139,Pennsylvania,1-Philadelphia City (20 mi.),U,138.00,
2373984,2015-01-08 00:00:00,2019-08-03 00:00:00,20854,Maryland,4-DC (20 mi.),6,1710.00,$100
2282865,2015-01-09 00:00:00,,08021,New Jersey,1-Philadelphia City (20 mi.),2,230.00,
27048,2015-01-09 00:00:00,2017-12-31 00:00:00,10011,New York,3-New York City (20 mi.),3,54.00,$750
2278239,2015-01-09 00:00:00,,19121,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
1697174,2015-01-09 00:00:00,,191291441,Pennsylvania,1-Philadelphia City (20 mi.),3,249.00,
2317566,2015-01-09 00:00:00,,19130,Pennsylvania,1-Philadelphia City (20 mi.),3,0.00,
1805548,2015-01-09 00:00:00,,19147,Pennsylvania,1-Philadelphia City (20 mi.),3,264.00,
2282793,2015-01-09 00:00:00,2018-08-06 00:00:00,77002,Texas,7-USA Balance,5,118.00,$1000
1623353,2015-01-10 00:00:00,,07853,New Jersey,2-Greater Philadelphia(70 mi.),U,297.00,
2283003,2015-01-10 00:00:00,,18969,Pennsylvania,2-Greater Philadelphia(70 mi.),4,444.00,
2283024,2015-01-10 00:00:00,,19107,Pennsylvania,1-Philadelphia City (20 mi.),2,258.00,
2251466,2015-01-10 00:00:00,,19143,Pennsylvania,1-Philadelphia City (20 mi.),U,207.00,
499559,2015-01-11 00:00:00,,105832721,New York,5-NEC (140 mi. from Philly),5,1318.00,
2276498,2015-01-11 00:00:00,2016-06-25 00:00:00,19610,Pennsylvania,2-Greater Philadelphia(70 mi.),4,796.00,$400
2283194,2015-01-11 00:00:00,,21231,Maryland,5-NEC (140 mi. from Philly),U,258.00,
2283298,2015-01-12 00:00:00,,068701005,Connecticut,5-NEC (140 mi. from Philly),6,298.00,
2283406,2015-01-12 00:00:00,,08081,New Jersey,1-Philadelphia City (20 mi.),3,167.00,
2283509,2015-01-12 00:00:00,,08875,New Jersey,2-Greater Philadelphia(70 mi.),1,65.00,
301072,2015-01-12 00:00:00,,190812633,Pennsylvania,1-Philadelphia City (20 mi.),4,96.00,
1730335,2015-01-12 00:00:00,,19148,Pennsylvania,1-Philadelphia City (20 mi.),3,420.00,
2220791,2015-01-12 00:00:00,,48105,Michigan,7-USA Balance,3,236.00,
2283577,2015-01-12 00:00:00,,48105,Michigan,7-USA Balance,4,276.00,
2283745,2015-01-13 00:00:00,,07052,New Jersey,3-New York City (20 mi.),4,209.00,
2283732,2015-01-13 00:00:00,,07419,New Jersey,5-NEC (140 mi. from Philly),4,179.00,
1680005,2015-01-13 00:00:00,,08065,New Jersey,1-Philadelphia City (20 mi.),2,58.00,
2283729,2015-01-13 00:00:00,,19083,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
2221940,2015-01-13 00:00:00,,190874412,Pennsylvania,1-Philadelphia City (20 mi.),6,206.00,
53894,2015-01-13 00:00:00,1999-04-02 00:00:00,190962442,Pennsylvania,1-Philadelphia City (20 mi.),6,238.00,$3900
2283665,2015-01-13 00:00:00,,19147,Pennsylvania,1-Philadelphia City (20 mi.),,130.00,
2284131,2015-01-14 00:00:00,,19102,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
2140440,2015-01-14 00:00:00,,19103,Pennsylvania,1-Philadelphia City (20 mi.),U,0.00,
2284062,2015-01-14 00:00:00,,19147,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
268076,2015-01-14 00:00:00,,193805819,Pennsylvania,2-Greater Philadelphia(70 mi.),4,170.00,
2284149,2015-01-14 00:00:00,,20015,D.C.,4-DC (20 mi.),5,796.00,
2283960,2015-01-14 00:00:00,,20617,Maryland,5-NEC (140 mi. from Philly),3,358.00,
2284531,2015-01-15 00:00:00,,08081,New Jersey,1-Philadelphia City (20 mi.),U,38.00,
2284558,2015-01-15 00:00:00,,18966,Pennsylvania,1-Philadelphia City (20 mi.),5,38.00,
2284611,2015-01-15 00:00:00,,19026,Pennsylvania,1-Philadelphia City (20 mi.),2,207.00,
2284255,2015-01-15 00:00:00,,19047,Pennsylvania,2-Greater Philadelphia(70 mi.),3,0.00,
2284669,2015-01-15 00:00:00,,19107,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
2197870,2015-01-15 00:00:00,,19146,Pennsylvania,1-Philadelphia City (20 mi.),3,223.00,
2284538,2015-01-15 00:00:00,,19146,Pennsylvania,1-Philadelphia City (20 mi.),3,90.00,
2350963,2015-01-15 00:00:00,,19148,Pennsylvania,1-Philadelphia City (20 mi.),U,40.00,
2284455,2015-01-15 00:00:00,,21236,Maryland,5-NEC (140 mi. from Philly),5,0.00,
2284509,2015-01-15 00:00:00,,87506,New Mexico,7-USA Balance,U,291.00,
2069941,2015-01-16 00:00:00,,07631,New Jersey,3-New York City (20 mi.),6,358.00,
2284801,2015-01-16 00:00:00,,08096,New Jersey,1-Philadelphia City (20 mi.),,0.00,
2285075,2015-01-16 00:00:00,,111014370,New York,3-New York City (20 mi.),U,138.00,
2126187,2015-01-16 00:00:00,,11205,New York,3-New York City (20 mi.),3,50.00,
2285124,2015-01-16 00:00:00,,11218,New York,3-New York City (20 mi.),U,0.00,
2286433,2015-01-16 00:00:00,,180369628,Pennsylvania,2-Greater Philadelphia(70 mi.),6,767.00,
1433699,2015-01-16 00:00:00,,180369674,Pennsylvania,2-Greater Philadelphia(70 mi.),3,476.00,
2285146,2015-01-16 00:00:00,,18053,Pennsylvania,2-Greater Philadelphia(70 mi.),3,318.00,
2284432,2015-01-16 00:00:00,,19102,Pennsylvania,1-Philadelphia City (20 mi.),,80.00,
1166654,2015-01-16 00:00:00,,87504,New Mexico,7-USA Balance,3,0.00,
1166655,2015-01-16 00:00:00,,87504,New Mexico,7-USA Balance,U,0.00,
1750316,2015-01-17 00:00:00,,080034911,New Jersey,1-Philadelphia City (20 mi.),3,358.00,
2285463,2015-01-17 00:00:00,,10013,New York,3-New York City (20 mi.),,258.00,
2285265,2015-01-17 00:00:00,,10543,New York,5-NEC (140 mi. from Philly),4,178.00,
2285462,2015-01-17 00:00:00,,19128,Pennsylvania,1-Philadelphia City (20 mi.),U,98.00,
2285254,2015-01-17 00:00:00,,19518,Pennsylvania,2-Greater Philadelphia(70 mi.),2,99.00,
2285467,2015-01-17 00:00:00,,19962,Delaware,2-Greater Philadelphia(70 mi.),3,50.00,
2283261,2015-01-17 00:00:00,,20037,D.C.,4-DC (20 mi.),4,1007.00,
1520939,2015-01-18 00:00:00,,08077,New Jersey,1-Philadelphia City (20 mi.),3,38.00,
1382663,2015-01-18 00:00:00,,085342710,New Jersey,2-Greater Philadelphia(70 mi.),6,917.00,
2252802,2015-01-18 00:00:00,,11106,New York,3-New York City (20 mi.),2,238.00,
2285574,2015-01-18 00:00:00,,16803,Pennsylvania,6-NEC (210 mi. from Philly),3,98.00,
1616330,2015-01-18 00:00:00,,190537228,Pennsylvania,1-Philadelphia City (20 mi.),3,118.00,
2285633,2015-01-18 00:00:00,,19129,Pennsylvania,1-Philadelphia City (20 mi.),4,178.00,
2285639,2015-01-18 00:00:00,,19401,Pennsylvania,1-Philadelphia City (20 mi.),4,614.00,
2229468,2015-01-18 00:00:00,,197026916,Delaware,2-Greater Philadelphia(70 mi.),U,38.00,
2285671,2015-01-19 00:00:00,,08534,New Jersey,2-Greater Philadelphia(70 mi.),6,0.00,
2285692,2015-01-19 00:00:00,,08904,New Jersey,2-Greater Philadelphia(70 mi.),3,318.00,
2285770,2015-01-19 00:00:00,,114192507,New York,3-New York City (20 mi.),U,38.00,
745083,2015-01-19 00:00:00,,19054,Pennsylvania,2-Greater Philadelphia(70 mi.),3,298.00,
2284427,2015-01-19 00:00:00,,19102,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
2284437,2015-01-19 00:00:00,,19102,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
2285801,2015-01-19 00:00:00,,19106,Pennsylvania,1-Philadelphia City (20 mi.),1,387.00,
2285762,2015-01-19 00:00:00,,19119,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
2285811,2015-01-19 00:00:00,,618016516,Illinois,7-USA Balance,U,78.00,
2285739,2015-01-19 00:00:00,,949201521,California,7-USA Balance,6,69.00,
2285880,2015-01-20 00:00:00,,07060,New Jersey,2-Greater Philadelphia(70 mi.),,88.00,
2062239,2015-01-20 00:00:00,,08054,New Jersey,1-Philadelphia City (20 mi.),4,78.00,
2286181,2015-01-20 00:00:00,,080862423,New Jersey,1-Philadelphia City (20 mi.),U,356.00,
2285895,2015-01-20 00:00:00,,11021,New York,3-New York City (20 mi.),5,178.00,
2284532,2015-01-20 00:00:00,,19004,Pennsylvania,1-Philadelphia City (20 mi.),3,0.00,
2286016,2015-01-20 00:00:00,,19047,Pennsylvania,2-Greater Philadelphia(70 mi.),3,238.00,
2286125,2015-01-20 00:00:00,,19086,Pennsylvania,1-Philadelphia City (20 mi.),,207.00,
2286003,2015-01-20 00:00:00,,19102,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
2285991,2015-01-20 00:00:00,,19102,Pennsylvania,1-Philadelphia City (20 mi.),U,0.00,
1747233,2015-01-20 00:00:00,,19103,Pennsylvania,1-Philadelphia City (20 mi.),3,150.00,
2284022,2015-01-20 00:00:00,2019-09-23 00:00:00,19107,Pennsylvania,1-Philadelphia City (20 mi.),5,1859.00,$5
765008,2015-01-20 00:00:00,,191363112,Pennsylvania,1-Philadelphia City (20 mi.),3,414.00,
2286139,2015-01-20 00:00:00,,19147,Pennsylvania,1-Philadelphia City (20 mi.),1,310.00,
2070224,2015-01-20 00:00:00,,19426,Pennsylvania,2-Greater Philadelphia(70 mi.),3,78.00,
2286029,2015-01-20 00:00:00,,19710,Delaware,2-Greater Philadelphia(70 mi.),U,158.00,
1634633,2015-01-21 00:00:00,2012-01-04 00:00:00,08201,New Jersey,2-Greater Philadelphia(70 mi.),5,0.00,$75
2286391,2015-01-21 00:00:00,,10025,New York,3-New York City (20 mi.),3,198.00,
2286564,2015-01-21 00:00:00,,14505,New York,7-USA Balance,3,137.00,
82964,2015-01-21 00:00:00,,18015,Pennsylvania,2-Greater Philadelphia(70 mi.),5,238.00,
2029489,2015-01-21 00:00:00,,18951,Pennsylvania,2-Greater Philadelphia(70 mi.),6,595.00,
2216625,2015-01-21 00:00:00,,19003,Pennsylvania,1-Philadelphia City (20 mi.),U,20.00,
353183,2015-01-21 00:00:00,,190501214,Pennsylvania,1-Philadelphia City (20 mi.),4,0.00,
2286771,2015-01-21 00:00:00,2020-03-25 00:00:00,19096,Pennsylvania,1-Philadelphia City (20 mi.),4,1836.00,$256
2286462,2015-01-21 00:00:00,,19102,Pennsylvania,1-Philadelphia City (20 mi.),1,0.00,
2286396,2015-01-21 00:00:00,,19102,Pennsylvania,1-Philadelphia City (20 mi.),U,0.00,
2286425,2015-01-21 00:00:00,,19102,Pennsylvania,1-Philadelphia City (20 mi.),U,0.00,
2286435,2015-01-21 00:00:00,,19102,Pennsylvania,1-Philadelphia City (20 mi.),U,0.00,
2040708,2015-01-21 00:00:00,,19103,Pennsylvania,1-Philadelphia City (20 mi.),1,0.00,
1671449,2015-01-21 00:00:00,,19123,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
1488578,2015-01-21 00:00:00,,19125,Pennsylvania,1-Philadelphia City (20 mi.),3,0.00,
2195326,2015-01-21 00:00:00,,19130,Pennsylvania,1-Philadelphia City (20 mi.),2,0.00,
2137454,2015-01-21 00:00:00,2016-09-20 00:00:00,19145,Pennsylvania,1-Philadelphia City (20 mi.),U,379.00,$250
330571,2015-01-21 00:00:00,,191473351,Pennsylvania,1-Philadelphia City (20 mi.),U,0.00,
2286827,2015-01-21 00:00:00,,48103,Michigan,7-USA Balance,4,258.00,
2287245,2015-01-22 00:00:00,,02472,Massachusetts,7-USA Balance,4,39.00,
2278771,2015-01-22 00:00:00,,061270003,Connecticut,6-NEC (210 mi. from Philly),U,59.00,
2287102,2015-01-22 00:00:00,,07446,New Jersey,5-NEC (140 mi. from Philly),4,322.00,
2287111,2015-01-22 00:00:00,,08033,New Jersey,1-Philadelphia City (20 mi.),3,0.00,
2287115,2015-01-22 00:00:00,,08540,New Jersey,2-Greater Philadelphia(70 mi.),U,0.00,
2286870,2015-01-22 00:00:00,,100016136,New York,3-New York City (20 mi.),U,386.00,
2287104,2015-01-22 00:00:00,,11229,New York,3-New York City (20 mi.),4,0.00,
2287200,2015-01-22 00:00:00,,17111,Pennsylvania,5-NEC (140 mi. from Philly),,254.00,
32895,2015-01-22 00:00:00,,190351457,Pennsylvania,1-Philadelphia City (20 mi.),6,456.00,
2284526,2015-01-22 00:00:00,,19102,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
2286954,2015-01-22 00:00:00,,19103,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
2346450,2015-01-22 00:00:00,,19103,Pennsylvania,1-Philadelphia City (20 mi.),4,38.00,
1262668,2015-01-22 00:00:00,,191034641,Pennsylvania,1-Philadelphia City (20 mi.),3,0.00,
939923,2015-01-22 00:00:00,,191035816,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
2235093,2015-01-22 00:00:00,,191044404,Pennsylvania,1-Philadelphia City (20 mi.),U,38.00,
2227850,2015-01-22 00:00:00,,19106,Pennsylvania,1-Philadelphia City (20 mi.),4,1465.00,
1555222,2015-01-22 00:00:00,2011-12-06 00:00:00,19118,Pennsylvania,1-Philadelphia City (20 mi.),6,398.00,$27
2373062,2015-01-22 00:00:00,2016-03-09 00:00:00,19125,Pennsylvania,1-Philadelphia City (20 mi.),U,2580.00,$10
2287198,2015-01-22 00:00:00,,48105,Michigan,7-USA Balance,3,198.00,
2287339,2015-01-23 00:00:00,,07306,New Jersey,3-New York City (20 mi.),3,558.00,
1900097,2015-01-23 00:00:00,,19004,Pennsylvania,1-Philadelphia City (20 mi.),3,198.00,
284257,2015-01-23 00:00:00,,190042214,Pennsylvania,1-Philadelphia City (20 mi.),5,1655.00,
2287275,2015-01-23 00:00:00,,19067,Pennsylvania,2-Greater Philadelphia(70 mi.),4,0.00,
2284442,2015-01-23 00:00:00,,19102,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
2287422,2015-01-23 00:00:00,,19102,Pennsylvania,1-Philadelphia City (20 mi.),U,84.00,
315630,2015-01-23 00:00:00,,19103,Pennsylvania,1-Philadelphia City (20 mi.),U,276.00,
2124747,2015-01-23 00:00:00,,191036122,Pennsylvania,1-Philadelphia City (20 mi.),4,600.00,
2287444,2015-01-23 00:00:00,,19123,Pennsylvania,1-Philadelphia City (20 mi.),1,0.00,
36469,2015-01-23 00:00:00,,19136,Pennsylvania,1-Philadelphia City (20 mi.),2,19.00,
2287526,2015-01-23 00:00:00,,19139,Pennsylvania,1-Philadelphia City (20 mi.),1,57.00,
2061898,2015-01-23 00:00:00,,19144,Pennsylvania,1-Philadelphia City (20 mi.),2,19.00,
1386521,2015-01-23 00:00:00,,19146,Pennsylvania,1-Philadelphia City (20 mi.),4,64.00,
2287404,2015-01-23 00:00:00,,19335,Pennsylvania,2-Greater Philadelphia(70 mi.),U,19.00,
2287289,2015-01-23 00:00:00,,19440,Pennsylvania,2-Greater Philadelphia(70 mi.),U,0.00,
925002,2015-01-23 00:00:00,,19460,Pennsylvania,2-Greater Philadelphia(70 mi.),,198.00,
2287442,2015-01-23 00:00:00,,74006,Oklahoma,7-USA Balance,3,19.00,
2287565,2015-01-24 00:00:00,,08005,New Jersey,2-Greater Philadelphia(70 mi.),4,58.00,
1339700,2015-01-24 00:00:00,,08034,New Jersey,1-Philadelphia City (20 mi.),2,1688.00,
678337,2015-01-24 00:00:00,,081082912,New Jersey,1-Philadelphia City (20 mi.),3,138.00,
2287568,2015-01-24 00:00:00,,10025,New York,3-New York City (20 mi.),3,238.00,
2287615,2015-01-24 00:00:00,,10128,New York,3-New York City (20 mi.),U,150.00,
2287761,2015-01-24 00:00:00,,19004,Pennsylvania,1-Philadelphia City (20 mi.),4,138.00,
1768237,2015-01-24 00:00:00,,19121,Pennsylvania,1-Philadelphia City (20 mi.),U,38.00,
2339803,2015-01-24 00:00:00,,19146,Pennsylvania,1-Philadelphia City (20 mi.),3,178.00,
2287602,2015-01-24 00:00:00,,19146,Texas,1-Philadelphia City (20 mi.),U,19.00,
2287745,2015-01-24 00:00:00,,329556349,Florida,7-USA Balance,,230.00,
2287706,2015-01-24 00:00:00,,76202,Texas,7-USA Balance,1,275.00,
2288047,2015-01-25 00:00:00,,08081,New Jersey,1-Philadelphia City (20 mi.),2,176.00,
2287892,2015-01-25 00:00:00,,085404905,New Jersey,2-Greater Philadelphia(70 mi.),U,20.00,
1925715,2015-01-25 00:00:00,,190102899,Pennsylvania,1-Philadelphia City (20 mi.),U,69.00,
1594699,2015-01-25 00:00:00,,19057,Pennsylvania,2-Greater Philadelphia(70 mi.),3,178.00,
1786806,2015-01-25 00:00:00,,19083,Pennsylvania,1-Philadelphia City (20 mi.),3,414.00,
2049349,2015-01-25 00:00:00,,19116,Pennsylvania,1-Philadelphia City (20 mi.),2,38.00,
2288026,2015-01-25 00:00:00,,19146,Pennsylvania,1-Philadelphia City (20 mi.),2,207.00,
2288014,2015-01-25 00:00:00,,19146,Pennsylvania,1-Philadelphia City (20 mi.),3,298.00,
2287866,2015-01-25 00:00:00,,20816,Maryland,4-DC (20 mi.),4,447.00,
2288202,2015-01-26 00:00:00,,019071372,Massachusetts,7-USA Balance,3,22.00,
304772,2015-01-26 00:00:00,,080573957,New Jersey,1-Philadelphia City (20 mi.),4,417.00,
1763354,2015-01-26 00:00:00,,08062,New Jersey,1-Philadelphia City (20 mi.),3,0.00,
1273952,2015-01-26 00:00:00,,085530732,New Jersey,2-Greater Philadelphia(70 mi.),U,212.00,
2288224,2015-01-26 00:00:00,,08742,New Jersey,2-Greater Philadelphia(70 mi.),4,476.00,
2288293,2015-01-26 00:00:00,,17011,Pennsylvania,5-NEC (140 mi. from Philly),U,210.00,
2122152,2015-01-26 00:00:00,2020-06-09 00:00:00,176033322,Pennsylvania,2-Greater Philadelphia(70 mi.),2,751.00,$15
1248877,2015-01-26 00:00:00,,189385750,Pennsylvania,2-Greater Philadelphia(70 mi.),3,218.00,
2288198,2015-01-26 00:00:00,,19038,Pennsylvania,1-Philadelphia City (20 mi.),4,0.00,
2288133,2015-01-26 00:00:00,,19050,Pennsylvania,1-Philadelphia City (20 mi.),4,90.00,
2408847,2015-01-26 00:00:00,,19072,Pennsylvania,1-Philadelphia City (20 mi.),4,276.00,
2288076,2015-01-26 00:00:00,,19073,Pennsylvania,1-Philadelphia City (20 mi.),3,0.00,
1557487,2015-01-26 00:00:00,,191301122,Pennsylvania,1-Philadelphia City (20 mi.),3,0.00,
1495020,2015-01-26 00:00:00,,191453716,Pennsylvania,1-Philadelphia City (20 mi.),2,57.00,
800086,2015-01-26 00:00:00,,191461519,Pennsylvania,1-Philadelphia City (20 mi.),4,170.00,
1402016,2015-01-27 00:00:00,,08104,New Jersey,1-Philadelphia City (20 mi.),2,241.00,
2284544,2015-01-27 00:00:00,,19102,Pennsylvania,1-Philadelphia City (20 mi.),,447.00,
1227339,2015-01-27 00:00:00,,191024222,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
445090,2015-01-27 00:00:00,,19146,Pennsylvania,1-Philadelphia City (20 mi.),3,123.00,
2288427,2015-01-27 00:00:00,,19147,Pennsylvania,1-Philadelphia City (20 mi.),2,79.00,
604445,2015-01-27 00:00:00,,191471033,Pennsylvania,1-Philadelphia City (20 mi.),1,0.00,
2148697,2015-01-27 00:00:00,,19444,Pennsylvania,1-Philadelphia City (20 mi.),4,425.00,
2288633,2015-01-27 00:00:00,,20716,Maryland,4-DC (20 mi.),4,65.00,
1313488,2015-01-27 00:00:00,,20901,Maryland,4-DC (20 mi.),4,218.00,
2288545,2015-01-27 00:00:00,,212111311,Maryland,5-NEC (140 mi. from Philly),3,49.00,
2288513,2015-01-27 00:00:00,,21212,Maryland,5-NEC (140 mi. from Philly),2,336.00,
1377480,2015-01-27 00:00:00,,22205,Virginia,4-DC (20 mi.),4,516.00,
2195795,2015-01-28 00:00:00,,08046,New Jersey,1-Philadelphia City (20 mi.),3,450.00,
2288847,2015-01-28 00:00:00,,19087,Pennsylvania,1-Philadelphia City (20 mi.),4,476.00,
2206978,2015-01-28 00:00:00,2016-09-13 00:00:00,19107,Pennsylvania,1-Philadelphia City (20 mi.),5,1306.00,$1300
2071356,2015-01-28 00:00:00,,19107,Pennsylvania,1-Philadelphia City (20 mi.),U,119.00,
2289031,2015-01-28 00:00:00,,19121,Pennsylvania,1-Philadelphia City (20 mi.),1,70.00,
1666613,2015-01-28 00:00:00,,19130,Pennsylvania,1-Philadelphia City (20 mi.),2,74.00,
2288819,2015-01-28 00:00:00,,19148,Pennsylvania,1-Philadelphia City (20 mi.),U,74.00,
1762936,2015-01-28 00:00:00,,19460,Pennsylvania,2-Greater Philadelphia(70 mi.),U,38.00,
2259138,2015-01-28 00:00:00,,33417,Florida,7-USA Balance,4,1336.00,
2289267,2015-01-29 00:00:00,2015-05-18 00:00:00,08034,New Jersey,1-Philadelphia City (20 mi.),1,0.00,$5250
2289471,2015-01-29 00:00:00,,10011,New York,3-New York City (20 mi.),2,297.00,
2289272,2015-01-29 00:00:00,,14420,New York,7-USA Balance,2,36.00,
1489453,2015-01-29 00:00:00,,19027,Pennsylvania,1-Philadelphia City (20 mi.),3,260.00,
2283876,2015-01-29 00:00:00,2015-09-17 00:00:00,19027,Pennsylvania,1-Philadelphia City (20 mi.),6,18020.00,$104100
2003815,2015-01-29 00:00:00,,19083,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
2063172,2015-01-29 00:00:00,,19102,Pennsylvania,1-Philadelphia City (20 mi.),1,136.00,
2289263,2015-01-29 00:00:00,2015-09-10 00:00:00,19102,Pennsylvania,1-Philadelphia City (20 mi.),U,153.00,$750
2289130,2015-01-29 00:00:00,,19104,Pennsylvania,1-Philadelphia City (20 mi.),U,20.00,
2289222,2015-01-29 00:00:00,,19104,Pennsylvania,1-Philadelphia City (20 mi.),U,38.00,
2289287,2015-01-29 00:00:00,,19107,Pennsylvania,1-Philadelphia City (20 mi.),U,49.00,
1332922,2015-01-29 00:00:00,,19119,Pennsylvania,1-Philadelphia City (20 mi.),3,20.00,
2289571,2015-01-29 00:00:00,,19119,Pennsylvania,1-Philadelphia City (20 mi.),3,44.00,
2294439,2015-01-29 00:00:00,,19122,Pennsylvania,1-Philadelphia City (20 mi.),U,0.00,
1321714,2015-01-29 00:00:00,,19125,Pennsylvania,1-Philadelphia City (20 mi.),U,0.00,
1511565,2015-01-29 00:00:00,,191481010,Pennsylvania,1-Philadelphia City (20 mi.),U,0.00,
2289436,2015-01-29 00:00:00,,20639,Maryland,5-NEC (140 mi. from Philly),2,38.00,
2289442,2015-01-29 00:00:00,,20685,Maryland,5-NEC (140 mi. from Philly),U,20.00,
2289644,2015-01-30 00:00:00,,07746,New Jersey,2-Greater Philadelphia(70 mi.),,178.00,
1718810,2015-01-30 00:00:00,,080774438,New Jersey,1-Philadelphia City (20 mi.),3,198.00,
360653,2015-01-30 00:00:00,,082102073,New Jersey,2-Greater Philadelphia(70 mi.),3,207.00,
2290346,2015-01-30 00:00:00,,08540,New Jersey,2-Greater Philadelphia(70 mi.),4,298.00,
2289621,2015-01-30 00:00:00,,12754,New York,5-NEC (140 mi. from Philly),U,258.00,
1659997,2015-01-30 00:00:00,,190661835,Pennsylvania,1-Philadelphia City (20 mi.),U,138.00,
1522701,2015-01-30 00:00:00,,19072,Pennsylvania,1-Philadelphia City (20 mi.),6,954.00,
2137691,2015-01-30 00:00:00,,19102,Pennsylvania,1-Philadelphia City (20 mi.),3,20.00,
1794118,2015-01-30 00:00:00,,191021404,Pennsylvania,1-Philadelphia City (20 mi.),1,370.00,
1023682,2015-01-30 00:00:00,,19119,Pennsylvania,1-Philadelphia City (20 mi.),3,54.00,
2046469,2015-01-30 00:00:00,,191302814,Pennsylvania,1-Philadelphia City (20 mi.),U,20.00,
2196346,2015-01-30 00:00:00,,19146,Pennsylvania,1-Philadelphia City (20 mi.),1,0.00,
156459,2015-01-30 00:00:00,,191462618,Pennsylvania,1-Philadelphia City (20 mi.),4,1433.00,
548607,2015-01-30 00:00:00,,196061208,Pennsylvania,2-Greater Philadelphia(70 mi.),3,42.00,
