owner_no,First Order Date,First Contribution Date,postal_code,state_desc,geo_area_desc,OP Prelim Capacity,LTV Tkt Value,Lifetime Giving
2381577,2016-09-29 00:00:00,,19107,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
2381601,2016-09-29 00:00:00,,19107,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
2381607,2016-09-29 00:00:00,,19107,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
2381613,2016-09-29 00:00:00,,19107,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
2381648,2016-09-29 00:00:00,,19107,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
2381676,2016-09-29 00:00:00,,19107,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
2393424,2016-09-29 00:00:00,2013-04-02 00:00:00,19107,Pennsylvania,1-Philadelphia City (20 mi.),4,0.00,$100
2381643,2016-09-29 00:00:00,,19118,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
2381538,2016-09-29 00:00:00,,19119,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
2372027,2016-09-29 00:00:00,,19119,Pennsylvania,1-Philadelphia City (20 mi.),U,19.00,
2381653,2016-09-29 00:00:00,,19119,Pennsylvania,1-Philadelphia City (20 mi.),U,237.00,
2381593,2016-09-29 00:00:00,,19120,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
2381473,2016-09-29 00:00:00,,19122,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
2381472,2016-09-29 00:00:00,,19123,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
2381531,2016-09-29 00:00:00,,19123,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
2381634,2016-09-29 00:00:00,,19123,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
2381652,2016-09-29 00:00:00,,19123,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
2381486,2016-09-29 00:00:00,2018-08-06 00:00:00,19123,Pennsylvania,1-Philadelphia City (20 mi.),U,0.00,$50
2381454,2016-09-29 00:00:00,,191244008,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
2381579,2016-09-29 00:00:00,,19125,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
2381642,2016-09-29 00:00:00,,19125,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
2376056,2016-09-29 00:00:00,,19125,Pennsylvania,1-Philadelphia City (20 mi.),1,89.00,
2381414,2016-09-29 00:00:00,,19127,Pennsylvania,1-Philadelphia City (20 mi.),U,59.00,
2381471,2016-09-29 00:00:00,,19128,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
2381580,2016-09-29 00:00:00,,19128,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
2389353,2016-09-29 00:00:00,,19129,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
2381248,2016-09-29 00:00:00,,19130,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
2381481,2016-09-29 00:00:00,,19130,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
2381491,2016-09-29 00:00:00,,19130,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
2381496,2016-09-29 00:00:00,,19130,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
2381518,2016-09-29 00:00:00,,19130,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
2381548,2016-09-29 00:00:00,,19130,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
2381485,2016-09-29 00:00:00,,19130,Pennsylvania,1-Philadelphia City (20 mi.),2,217.00,
2381495,2016-09-29 00:00:00,,19130,Pennsylvania,1-Philadelphia City (20 mi.),6,19.00,
2381664,2016-09-29 00:00:00,,19130,Pennsylvania,1-Philadelphia City (20 mi.),U,38.00,
2381604,2016-09-29 00:00:00,,191302512,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
2381666,2016-09-29 00:00:00,,19131,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
2381619,2016-09-29 00:00:00,,19131,Pennsylvania,1-Philadelphia City (20 mi.),U,10.00,
499929,2016-09-29 00:00:00,,191323119,Pennsylvania,1-Philadelphia City (20 mi.),2,318.00,
2381492,2016-09-29 00:00:00,,19135,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
2381534,2016-09-29 00:00:00,,19138,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
2381462,2016-09-29 00:00:00,,19139,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
2381673,2016-09-29 00:00:00,,19139,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
2381552,2016-09-29 00:00:00,,19139,Pennsylvania,1-Philadelphia City (20 mi.),2,458.00,
2381506,2016-09-29 00:00:00,,19140,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
2381482,2016-09-29 00:00:00,,19141,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
2381559,2016-09-29 00:00:00,,19141,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
2381510,2016-09-29 00:00:00,,19143,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
2381467,2016-09-29 00:00:00,,19143,Pennsylvania,1-Philadelphia City (20 mi.),U,140.00,
2381544,2016-09-29 00:00:00,,19144,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
2381629,2016-09-29 00:00:00,,19144,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
2381650,2016-09-29 00:00:00,,19144,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
2381442,2016-09-29 00:00:00,,19146,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
2381466,2016-09-29 00:00:00,,19146,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
2381494,2016-09-29 00:00:00,,19146,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
2381608,2016-09-29 00:00:00,,19146,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
2381528,2016-09-29 00:00:00,2017-02-23 00:00:00,19146,Pennsylvania,1-Philadelphia City (20 mi.),4,654.00,$200
2381615,2016-09-29 00:00:00,,19146,Pennsylvania,1-Philadelphia City (20 mi.),U,76.00,
2381461,2016-09-29 00:00:00,,19147,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
2381637,2016-09-29 00:00:00,,19147,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
2381658,2016-09-29 00:00:00,,19147,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
2381679,2016-09-29 00:00:00,,19147,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
2381602,2016-09-29 00:00:00,,19147,Pennsylvania,1-Philadelphia City (20 mi.),U,59.00,
2381646,2016-09-29 00:00:00,,19147,Pennsylvania,1-Philadelphia City (20 mi.),U,38.00,
1605827,2016-09-29 00:00:00,,191472909,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
2381500,2016-09-29 00:00:00,,19148,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
2405960,2016-09-29 00:00:00,,19148,Pennsylvania,1-Philadelphia City (20 mi.),U,122.00,
2381469,2016-09-29 00:00:00,,19149,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
2381630,2016-09-29 00:00:00,,19310,Pennsylvania,2-Greater Philadelphia(70 mi.),3,158.00,
2381443,2016-09-29 00:00:00,,19335,Pennsylvania,2-Greater Philadelphia(70 mi.),,0.00,
2381521,2016-09-29 00:00:00,,19348,Pennsylvania,2-Greater Philadelphia(70 mi.),3,158.00,
2381657,2016-09-29 00:00:00,,19382,Pennsylvania,2-Greater Philadelphia(70 mi.),,0.00,
2381677,2016-09-29 00:00:00,,19382,Pennsylvania,2-Greater Philadelphia(70 mi.),,0.00,
2381449,2016-09-29 00:00:00,,19401,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
2380443,2016-09-29 00:00:00,,19403,Pennsylvania,1-Philadelphia City (20 mi.),4,118.00,
2381583,2016-09-29 00:00:00,,194062317,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
2381515,2016-09-29 00:00:00,,19422,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
2381590,2016-09-29 00:00:00,,19454,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
2381551,2016-09-29 00:00:00,,19610,Pennsylvania,2-Greater Philadelphia(70 mi.),,0.00,
2381542,2016-09-29 00:00:00,,19809,Delaware,2-Greater Philadelphia(70 mi.),,0.00,
2381478,2016-09-29 00:00:00,,27707,North Carolina,7-USA Balance,U,158.00,
2381479,2016-09-29 00:00:00,,75248,Texas,7-USA Balance,2,0.00,
2381667,2016-09-29 00:00:00,,90035,California,7-USA Balance,3,119.00,
2381532,2016-09-29 00:00:00,,90046,California,7-USA Balance,2,109.00,
2387659,2016-09-29 00:00:00,,97219,Oregon,7-USA Balance,4,3914.00,
2381787,2016-09-30 00:00:00,,05446,Vermont,7-USA Balance,4,277.00,
2381930,2016-09-30 00:00:00,,07009,New Jersey,3-New York City (20 mi.),3,297.00,
2381696,2016-09-30 00:00:00,,07751,New Jersey,2-Greater Philadelphia(70 mi.),4,158.00,
2381806,2016-09-30 00:00:00,,08002,New Jersey,1-Philadelphia City (20 mi.),,0.00,
2381936,2016-09-30 00:00:00,,08002,New Jersey,1-Philadelphia City (20 mi.),,0.00,
2381938,2016-09-30 00:00:00,,08002,New Jersey,1-Philadelphia City (20 mi.),,0.00,
2381802,2016-09-30 00:00:00,,08003,New Jersey,1-Philadelphia City (20 mi.),3,332.00,
2399330,2016-09-30 00:00:00,,08016,New Jersey,1-Philadelphia City (20 mi.),2,438.00,
2381685,2016-09-30 00:00:00,,08033,New Jersey,1-Philadelphia City (20 mi.),2,463.00,
2381911,2016-09-30 00:00:00,,08034,New Jersey,1-Philadelphia City (20 mi.),U,30.00,
2381735,2016-09-30 00:00:00,,08043,New Jersey,1-Philadelphia City (20 mi.),,0.00,
2381755,2016-09-30 00:00:00,,08053,Pennsylvania,1-Philadelphia City (20 mi.),3,144.00,
2381709,2016-09-30 00:00:00,,08054,New Jersey,1-Philadelphia City (20 mi.),,0.00,
2381748,2016-09-30 00:00:00,,08054,New Jersey,1-Philadelphia City (20 mi.),,0.00,
2381807,2016-09-30 00:00:00,,08063,New Jersey,1-Philadelphia City (20 mi.),,0.00,
2381937,2016-09-30 00:00:00,,08108,New Jersey,1-Philadelphia City (20 mi.),,0.00,
2381760,2016-09-30 00:00:00,,08201,New Jersey,2-Greater Philadelphia(70 mi.),3,238.00,
2381689,2016-09-30 00:00:00,,08226,New Jersey,2-Greater Philadelphia(70 mi.),3,358.00,
2381941,2016-09-30 00:00:00,,08361,New Jersey,2-Greater Philadelphia(70 mi.),4,476.00,
2381794,2016-09-30 00:00:00,,08540,New Jersey,2-Greater Philadelphia(70 mi.),U,84.00,
2381917,2016-09-30 00:00:00,,08618,New Jersey,2-Greater Philadelphia(70 mi.),,0.00,
2381724,2016-09-30 00:00:00,,10028,New York,3-New York City (20 mi.),2,69.00,
2381909,2016-09-30 00:00:00,,11355,New York,3-New York City (20 mi.),3,0.00,
2381932,2016-09-30 00:00:00,,17106,Pennsylvania,5-NEC (140 mi. from Philly),3,178.00,
2381751,2016-09-30 00:00:00,,17601,Pennsylvania,2-Greater Philadelphia(70 mi.),U,98.00,
2381718,2016-09-30 00:00:00,,18934,Pennsylvania,2-Greater Philadelphia(70 mi.),6,1216.00,
2381943,2016-09-30 00:00:00,,18940,Pennsylvania,2-Greater Philadelphia(70 mi.),4,69.00,
2381833,2016-09-30 00:00:00,,18942,Pennsylvania,2-Greater Philadelphia(70 mi.),3,69.00,
2381803,2016-09-30 00:00:00,,18974,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
2381701,2016-09-30 00:00:00,,19001,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
2381868,2016-09-30 00:00:00,,19001,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
2381691,2016-09-30 00:00:00,,19004,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
2381727,2016-09-30 00:00:00,,19004,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
2390017,2016-09-30 00:00:00,,190086,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
2381746,2016-09-30 00:00:00,,19015,Pennsylvania,1-Philadelphia City (20 mi.),2,138.00,
2381776,2016-09-30 00:00:00,,19015,Pennsylvania,1-Philadelphia City (20 mi.),3,358.00,
2381805,2016-09-30 00:00:00,,19018,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
2381797,2016-09-30 00:00:00,,19031,Pennsylvania,1-Philadelphia City (20 mi.),4,312.00,
2381687,2016-09-30 00:00:00,,19044,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
2381796,2016-09-30 00:00:00,,19046,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
2381888,2016-09-30 00:00:00,,19046,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
2381715,2016-09-30 00:00:00,,19053,Pennsylvania,1-Philadelphia City (20 mi.),2,38.00,
1937590,2016-09-30 00:00:00,,190641316,Pennsylvania,1-Philadelphia City (20 mi.),3,56.00,
2381757,2016-09-30 00:00:00,,19073,Pennsylvania,1-Philadelphia City (20 mi.),2,99.00,
2381686,2016-09-30 00:00:00,,19079,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
2381695,2016-09-30 00:00:00,,19083,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
2381717,2016-09-30 00:00:00,,19087,Pennsylvania,1-Philadelphia City (20 mi.),3,478.00,
2381900,2016-09-30 00:00:00,2016-09-30 00:00:00,19087,Pennsylvania,1-Philadelphia City (20 mi.),U,0.00,$1
2381775,2016-09-30 00:00:00,,19095,Pennsylvania,1-Philadelphia City (20 mi.),4,237.00,
2381680,2016-09-30 00:00:00,,19096,Pennsylvania,1-Philadelphia City (20 mi.),,330.00,
2381697,2016-09-30 00:00:00,,19096,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
2381756,2016-09-30 00:00:00,,19102,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
2381795,2016-09-30 00:00:00,,19102,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
2381862,2016-09-30 00:00:00,,19102,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
2381865,2016-09-30 00:00:00,,19102,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
2378226,2016-09-30 00:00:00,,19102,Pennsylvania,1-Philadelphia City (20 mi.),U,63.50,
2381863,2016-09-30 00:00:00,,19102,Pennsylvania,1-Philadelphia City (20 mi.),U,200.00,
2381864,2016-09-30 00:00:00,,19102,Pennsylvania,1-Philadelphia City (20 mi.),U,0.00,
2381908,2016-09-30 00:00:00,,19102,Pennsylvania,1-Philadelphia City (20 mi.),U,0.00,
2381451,2016-09-30 00:00:00,,19103,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
2381698,2016-09-30 00:00:00,,19103,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
2381853,2016-09-30 00:00:00,,19103,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
2381651,2016-09-30 00:00:00,,19103,Pennsylvania,1-Philadelphia City (20 mi.),2,67.00,
2381753,2016-09-30 00:00:00,,19103,Pennsylvania,1-Philadelphia City (20 mi.),2,258.00,
2381733,2016-09-30 00:00:00,,19103,Pennsylvania,1-Philadelphia City (20 mi.),U,54.00,
2381761,2016-09-30 00:00:00,,19103,Pennsylvania,1-Philadelphia City (20 mi.),U,259.00,
1339090,2016-09-30 00:00:00,,19104,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
2381719,2016-09-30 00:00:00,,19104,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
2381780,2016-09-30 00:00:00,,19104,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
2381804,2016-09-30 00:00:00,,19104,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
2381816,2016-09-30 00:00:00,,19104,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
2381836,2016-09-30 00:00:00,,19104,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
2381874,2016-09-30 00:00:00,,19104,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
2381921,2016-09-30 00:00:00,,19104,Pennsylvania,1-Philadelphia City (20 mi.),,20.00,
2381907,2016-09-30 00:00:00,,19104,Pennsylvania,1-Philadelphia City (20 mi.),1,19.00,
2381741,2016-09-30 00:00:00,,19104,Pennsylvania,1-Philadelphia City (20 mi.),U,76.00,
2381815,2016-09-30 00:00:00,2017-03-28 00:00:00,19104,Pennsylvania,1-Philadelphia City (20 mi.),U,258.00,$1
2381892,2016-09-30 00:00:00,,19104,Pennsylvania,1-Philadelphia City (20 mi.),U,16.00,
2381768,2016-09-30 00:00:00,,19106,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
2381808,2016-09-30 00:00:00,,19106,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
2373054,2016-09-30 00:00:00,,19106,Pennsylvania,1-Philadelphia City (20 mi.),1,54.00,
2381773,2016-09-30 00:00:00,,19106,Pennsylvania,1-Philadelphia City (20 mi.),2,498.00,
2381693,2016-09-30 00:00:00,,19106,Pennsylvania,1-Philadelphia City (20 mi.),5,996.00,
2381883,2016-09-30 00:00:00,,191064131,Pennsylvania,1-Philadelphia City (20 mi.),4,19.00,
2381700,2016-09-30 00:00:00,,19107,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
2381743,2016-09-30 00:00:00,,19107,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
2381920,2016-09-30 00:00:00,,19107,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
2381894,2016-09-30 00:00:00,,19107,Pennsylvania,1-Philadelphia City (20 mi.),2,69.00,
2381771,2016-09-30 00:00:00,,19107,Pennsylvania,1-Philadelphia City (20 mi.),U,0.00,
2381850,2016-09-30 00:00:00,,19110,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
2381889,2016-09-30 00:00:00,,19111,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
2381765,2016-09-30 00:00:00,2017-08-23 00:00:00,19114,Pennsylvania,1-Philadelphia City (20 mi.),3,0.00,$10
2381810,2016-09-30 00:00:00,,19115,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
2381823,2016-09-30 00:00:00,,19116,Pennsylvania,1-Philadelphia City (20 mi.),3,158.00,
2381838,2016-09-30 00:00:00,,19118,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
2381891,2016-09-30 00:00:00,,19118,Pennsylvania,1-Philadelphia City (20 mi.),U,218.00,
2381730,2016-09-30 00:00:00,,19119,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
2381885,2016-09-30 00:00:00,,19119,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
2381812,2016-09-30 00:00:00,,19119,Pennsylvania,1-Philadelphia City (20 mi.),U,249.00,
698014,2016-09-30 00:00:00,,191193342,Pennsylvania,1-Philadelphia City (20 mi.),4,208.00,
2381453,2016-09-30 00:00:00,,19120,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
2381845,2016-09-30 00:00:00,,19120,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
2381690,2016-09-30 00:00:00,,19121,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
2381710,2016-09-30 00:00:00,,19121,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
2381895,2016-09-30 00:00:00,,19121,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
2381705,2016-09-30 00:00:00,,19122,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
2381711,2016-09-30 00:00:00,,19122,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
2381857,2016-09-30 00:00:00,,19122,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
2381692,2016-09-30 00:00:00,,19124,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
2381898,2016-09-30 00:00:00,,19125,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
2381910,2016-09-30 00:00:00,,19125,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
2381848,2016-09-30 00:00:00,,19127,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
2381847,2016-09-30 00:00:00,,19127,Pennsylvania,1-Philadelphia City (20 mi.),U,100.00,
2381779,2016-09-30 00:00:00,,19128,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
2381788,2016-09-30 00:00:00,,19128,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
2381835,2016-09-30 00:00:00,,19128,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
2381844,2016-09-30 00:00:00,,19128,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
2381846,2016-09-30 00:00:00,,19128,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
2381870,2016-09-30 00:00:00,,19128,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
2381925,2016-09-30 00:00:00,,19128,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
2381774,2016-09-30 00:00:00,,19128,Pennsylvania,1-Philadelphia City (20 mi.),3,38.00,
2381738,2016-09-30 00:00:00,,19128,Pennsylvania,1-Philadelphia City (20 mi.),4,49.00,
2381758,2016-09-30 00:00:00,,19128,Pennsylvania,1-Philadelphia City (20 mi.),4,129.00,
2386208,2016-09-30 00:00:00,,19129,Pennsylvania,1-Philadelphia City (20 mi.),2,117.00,
2381798,2016-09-30 00:00:00,,19130,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
2381825,2016-09-30 00:00:00,,19130,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
2381929,2016-09-30 00:00:00,,19130,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
2381820,2016-09-30 00:00:00,,19130,Pennsylvania,1-Philadelphia City (20 mi.),1,158.00,
2381790,2016-09-30 00:00:00,,19130,Pennsylvania,1-Philadelphia City (20 mi.),2,180.00,
2381901,2016-09-30 00:00:00,,19131,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
2381770,2016-09-30 00:00:00,,19131,Pennsylvania,1-Philadelphia City (20 mi.),2,156.00,
2381904,2016-09-30 00:00:00,,19134,Pennsylvania,1-Philadelphia City (20 mi.),U,79.00,
2381714,2016-09-30 00:00:00,,19135,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
2381854,2016-09-30 00:00:00,,19135,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
2381879,2016-09-30 00:00:00,,191364308,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
2381884,2016-09-30 00:00:00,,19138,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
2381876,2016-09-30 00:00:00,,19139,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
2381723,2016-09-30 00:00:00,2020-01-29 00:00:00,19139,Pennsylvania,1-Philadelphia City (20 mi.),U,619.00,$2
2381817,2016-09-30 00:00:00,,19140,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
2381814,2016-09-30 00:00:00,,19143,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
2381899,2016-09-30 00:00:00,,19143,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
2381922,2016-09-30 00:00:00,,19143,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
2381729,2016-09-30 00:00:00,,19144,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
2381699,2016-09-30 00:00:00,,19145,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
2381809,2016-09-30 00:00:00,,19145,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
2381740,2016-09-30 00:00:00,,19146,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
2381769,2016-09-30 00:00:00,,19146,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
2381828,2016-09-30 00:00:00,,19146,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
2381843,2016-09-30 00:00:00,,19146,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
2381739,2016-09-30 00:00:00,,19146,Pennsylvania,1-Philadelphia City (20 mi.),4,49.00,
2381887,2016-09-30 00:00:00,,19146,Pennsylvania,1-Philadelphia City (20 mi.),U,57.00,
2381742,2016-09-30 00:00:00,,19147,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
2381781,2016-09-30 00:00:00,,19147,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
2381783,2016-09-30 00:00:00,,19147,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
2381818,2016-09-30 00:00:00,,19147,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
2381822,2016-09-30 00:00:00,,19147,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
2381841,2016-09-30 00:00:00,,19147,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
2381945,2016-09-30 00:00:00,,19147,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
2381948,2016-09-30 00:00:00,,19147,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
2381704,2016-09-30 00:00:00,,19147,Pennsylvania,1-Philadelphia City (20 mi.),4,78.00,
2381834,2016-09-30 00:00:00,,19150,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
2381582,2016-09-30 00:00:00,,19152,Pennsylvania,1-Philadelphia City (20 mi.),2,0.00,
2381752,2016-09-30 00:00:00,,19154,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
2381839,2016-09-30 00:00:00,,19352,Pennsylvania,2-Greater Philadelphia(70 mi.),2,38.00,
2417695,2016-09-30 00:00:00,,19355,Pennsylvania,2-Greater Philadelphia(70 mi.),,118.00,
2381852,2016-09-30 00:00:00,,19382,Pennsylvania,2-Greater Philadelphia(70 mi.),3,98.00,
2381734,2016-09-30 00:00:00,,19401,Pennsylvania,1-Philadelphia City (20 mi.),2,0.00,
2381749,2016-09-30 00:00:00,,19403,Pennsylvania,1-Philadelphia City (20 mi.),3,78.00,
2381939,2016-09-30 00:00:00,,19406,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
2381792,2016-09-30 00:00:00,,19425,Pennsylvania,2-Greater Philadelphia(70 mi.),,0.00,
2381837,2016-09-30 00:00:00,,19426,Pennsylvania,2-Greater Philadelphia(70 mi.),,0.00,
2381708,2016-09-30 00:00:00,,19428,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
2381924,2016-09-30 00:00:00,,19436,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
2381759,2016-09-30 00:00:00,,19440,Pennsylvania,2-Greater Philadelphia(70 mi.),4,119.00,
2381763,2016-09-30 00:00:00,,19454,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
2381721,2016-09-30 00:00:00,,19460,Pennsylvania,2-Greater Philadelphia(70 mi.),,0.00,
2381731,2016-09-30 00:00:00,,19475,Pennsylvania,2-Greater Philadelphia(70 mi.),,0.00,
2381720,2016-09-30 00:00:00,,19512,Pennsylvania,2-Greater Philadelphia(70 mi.),,0.00,
2381811,2016-09-30 00:00:00,2017-05-01 00:00:00,19703,Delaware,1-Philadelphia City (20 mi.),U,97.00,$10
2381762,2016-09-30 00:00:00,,19711,Pennsylvania,2-Greater Philadelphia(70 mi.),,0.00,
2381861,2016-09-30 00:00:00,,19711,Pennsylvania,2-Greater Philadelphia(70 mi.),,0.00,
2381694,2016-09-30 00:00:00,,19802,Delaware,2-Greater Philadelphia(70 mi.),,0.00,
2381919,2016-09-30 00:00:00,,19807,Delaware,2-Greater Philadelphia(70 mi.),,0.00,
2381789,2016-09-30 00:00:00,,19808,Delaware,2-Greater Philadelphia(70 mi.),,0.00,
2381484,2016-09-30 00:00:00,,19810,Delaware,2-Greater Philadelphia(70 mi.),,0.00,
